지점,지점명,일시,합계 일조시간(hr)
105,강릉,2022-01-01,222.3
105,강릉,2022-02-01,239.3
105,강릉,2022-03-01,193.2
105,강릉,2022-04-01,251.0
105,강릉,2022-05-01,273.0
105,강릉,2022-06-01,162.8
105,강릉,2022-07-01,115.8
105,강릉,2022-08-01,126.5
105,강릉,2022-09-01,184.5
105,강릉,2022-10-01,144.7
105,강릉,2022-11-01,186.7
105,강릉,2022-12-01,215.4
259,강진군,2022-01-01,182.3
259,강진군,2022-02-01,188.8
259,강진군,2022-03-01,174.9
259,강진군,2022-04-01,225.5
259,강진군,2022-05-01,268.1
259,강진군,2022-06-01,147.4
259,강진군,2022-07-01,165.6
259,강진군,2022-08-01,121.1
259,강진군,2022-09-01,157.2
259,강진군,2022-10-01,237.1
259,강진군,2022-11-01,172.8
259,강진군,2022-12-01,141.5
201,강화,2022-01-01,206.5
201,강화,2022-02-01,212.0
201,강화,2022-03-01,174.4
201,강화,2022-04-01,241.2
201,강화,2022-05-01,276.7
201,강화,2022-06-01,127.8
201,강화,2022-07-01,172.1
201,강화,2022-08-01,139.0
201,강화,2022-09-01,213.5
201,강화,2022-10-01,221.9
201,강화,2022-11-01,173.5
201,강화,2022-12-01,193.5
294,거제,2022-01-01,181.0
294,거제,2022-02-01,204.8
294,거제,2022-03-01,178.9
294,거제,2022-04-01,227.0
294,거제,2022-05-01,295.4
294,거제,2022-06-01,163.4
294,거제,2022-07-01,184.8
294,거제,2022-08-01,138.3
294,거제,2022-09-01,128.1
294,거제,2022-10-01,198.4
294,거제,2022-11-01,172.1
294,거제,2022-12-01,174.6
284,거창,2022-01-01,223.9
284,거창,2022-02-01,229.0
284,거창,2022-03-01,205.1
284,거창,2022-04-01,233.0
284,거창,2022-05-01,262.9
284,거창,2022-06-01,200.3
284,거창,2022-07-01,193.7
284,거창,2022-08-01,145.0
284,거창,2022-09-01,150.9
284,거창,2022-10-01,226.6
284,거창,2022-11-01,214.3
284,거창,2022-12-01,199.6
283,경주시,2022-01-01,222.8
283,경주시,2022-02-01,218.2
283,경주시,2022-03-01,198.5
283,경주시,2022-04-01,247.6
283,경주시,2022-05-01,304.7
283,경주시,2022-06-01,197.8
283,경주시,2022-07-01,137.7
283,경주시,2022-08-01,140.2
283,경주시,2022-09-01,114.9
283,경주시,2022-10-01,162.3
283,경주시,2022-11-01,193.7
283,경주시,2022-12-01,212.9
185,고산,2022-01-01,149.2
185,고산,2022-02-01,155.5
185,고산,2022-03-01,172.8
185,고산,2022-04-01,242.8
185,고산,2022-05-01,271.9
185,고산,2022-06-01,173.3
185,고산,2022-07-01,256.8
185,고산,2022-08-01,246.1
185,고산,2022-09-01,179.5
185,고산,2022-10-01,237.6
185,고산,2022-11-01,202.4
185,고산,2022-12-01,100.2
172,고창,2022-01-01,174.1
172,고창,2022-02-01,180.7
172,고창,2022-03-01,176.9
172,고창,2022-04-01,258.8
172,고창,2022-05-01,182.7
172,고창,2022-06-01,170.9
172,고창,2022-07-01,178.6
172,고창,2022-08-01,148.9
172,고창,2022-09-01,159.8
172,고창,2022-10-01,237.0
172,고창,2022-11-01,182.2
172,고창,2022-12-01,142.3
251,고창군,2022-01-01,174.1
251,고창군,2022-02-01,187.2
251,고창군,2022-03-01,180.5
251,고창군,2022-04-01,258.3
251,고창군,2022-05-01,284.5
251,고창군,2022-06-01,173.2
251,고창군,2022-07-01,162.9
251,고창군,2022-08-01,126.7
251,고창군,2022-09-01,178.5
251,고창군,2022-10-01,230.6
251,고창군,2022-11-01,188.0
251,고창군,2022-12-01,146.8
262,고흥,2022-01-01,200.9
262,고흥,2022-02-01,208.9
262,고흥,2022-03-01,189.7
262,고흥,2022-04-01,220.8
262,고흥,2022-05-01,272.1
262,고흥,2022-06-01,163.7
262,고흥,2022-07-01,197.3
262,고흥,2022-08-01,149.5
262,고흥,2022-09-01,158.9
262,고흥,2022-10-01,238.8
262,고흥,2022-11-01,178.5
262,고흥,2022-12-01,174.6
266,광양시,2022-01-01,221.0
266,광양시,2022-02-01,216.6
266,광양시,2022-03-01,193.7
266,광양시,2022-04-01,230.7
266,광양시,2022-05-01,276.2
266,광양시,2022-06-01,168.9
266,광양시,2022-07-01,187.2
266,광양시,2022-08-01,134.6
266,광양시,2022-09-01,160.6
266,광양시,2022-10-01,227.9
266,광양시,2022-11-01,182.2
266,광양시,2022-12-01,187.9
156,광주,2022-01-01,184.8
156,광주,2022-02-01,198.6
156,광주,2022-03-01,169.3
156,광주,2022-04-01,256.9
156,광주,2022-05-01,297.9
156,광주,2022-06-01,166.0
156,광주,2022-07-01,181.3
156,광주,2022-08-01,129.3
