지점,지점명,일시,합계 일사량(MJ/m2)
90,속초,2020-01,387.62
90,속초,2020-02,437.79
90,속초,2020-03,551.17
90,속초,2020-04,538.63
90,속초,2020-05,477.54
90,속초,2020-06,510.44
90,속초,2020-07,396.09
90,속초,2020-08,330.77
90,속초,2020-09,370.03
90,속초,2020-10,498.39
90,속초,2020-11,454.73
90,속초,2020-12,493.67
93,북춘천,2020-01,278.76
93,북춘천,2020-02,331.85
93,북춘천,2020-03,509.82
93,북춘천,2020-04,605.88
93,북춘천,2020-05,583.23
93,북춘천,2020-06,650.42
93,북춘천,2020-07,511.36
93,북춘천,2020-08,356.98
93,북춘천,2020-09,421.25
93,북춘천,2020-10,420.29
93,북춘천,2020-11,287.49
93,북춘천,2020-12,268.95
95,철원,2020-01,254.72
95,철원,2020-02,295.28
95,철원,2020-03,496.47
95,철원,2020-04,600.33
95,철원,2020-05,564.06
95,철원,2020-06,644.17
95,철원,2020-07,515.01
95,철원,2020-08,343.97
95,철원,2020-09,429.74
95,철원,2020-10,425.3
95,철원,2020-11,271.99
95,철원,2020-12,257.41
98,동두천,2020-01,425.58
98,동두천,2020-02,413.85
98,동두천,2020-03,535.53
98,동두천,2020-04,578.86
98,동두천,2020-05,456.69
98,동두천,2020-06,520.87
98,동두천,2020-07,393.81
98,동두천,2020-08,286.79
98,동두천,2020-09,460.76
98,동두천,2020-10,505.72
98,동두천,2020-11,410.91
98,동두천,2020-12,445.12
99,파주,2020-01,436.82
99,파주,2020-02,408.96
99,파주,2020-03,548.89
99,파주,2020-04,594.01
99,파주,2020-05,431.77
99,파주,2020-06,492.36
99,파주,2020-07,385.99
99,파주,2020-08,297.7
99,파주,2020-09,445.45
99,파주,2020-10,501.32
99,파주,2020-11,401.63
99,파주,2020-12,452.78
100,대관령,2020-01,279.03
100,대관령,2020-02,384.2
100,대관령,2020-03,559.7
100,대관령,2020-04,613.78
100,대관령,2020-05,638.57
100,대관령,2020-06,651.1
100,대관령,2020-07,509.92
100,대관령,2020-08,407.6
100,대관령,2020-09,383.28
100,대관령,2020-10,427.69
100,대관령,2020-11,326.01
100,대관령,2020-12,307.9
101,춘천,2020-01,255.19
101,춘천,2020-02,310.84
101,춘천,2020-03,486.87
101,춘천,2020-04,581.2
101,춘천,2020-05,567.78
101,춘천,2020-06,618.77
101,춘천,2020-07,481.37
101,춘천,2020-08,351.26
101,춘천,2020-09,404.53
101,춘천,2020-10,384.61
101,춘천,2020-11,270.91
101,춘천,2020-12,253.75
102,백령도,2020-01,272.53
102,백령도,2020-02,304.91
102,백령도,2020-03,581.49
102,백령도,2020-04,710.41
102,백령도,2020-05,541.13
102,백령도,2020-06,603.06
102,백령도,2020-07,611.74
102,백령도,2020-08,360.34
102,백령도,2020-09,501.19
102,백령도,2020-10,438.38
102,백령도,2020-11,262.91
102,백령도,2020-12,209.37
104,북강릉,2020-01,225.7
104,북강릉,2020-02,333.45
104,북강릉,2020-03,524.42
104,북강릉,2020-04,575.53
104,북강릉,2020-05,610.46
104,북강릉,2020-06,614.57
104,북강릉,2020-07,455.43
104,북강릉,2020-08,381.59
104,북강릉,2020-09,382.88
104,북강릉,2020-10,398.42
104,북강릉,2020-11,287.07
104,북강릉,2020-12,274.19
