지점,지점명,일시,평균지면온도(°C)
90,속초,2022-01,0.2
90,속초,2022-02,0.5
90,속초,2022-03,7.2
90,속초,2022-04,16.2
90,속초,2022-05,24.0
90,속초,2022-06,24.8
90,속초,2022-07,28.5
90,속초,2022-08,27.2
90,속초,2022-09,22.7
90,속초,2022-10,14.6
90,속초,2022-11,9.7
90,속초,2022-12,-0.1
93,북춘천,2022-01,-3.7
93,북춘천,2022-02,-1.6
93,북춘천,2022-03,6.4
93,북춘천,2022-04,16.5
93,북춘천,2022-05,22.7
93,북춘천,2022-06,24.8
93,북춘천,2022-07,29.8
93,북춘천,2022-08,27.3
93,북춘천,2022-09,23.4
93,북춘천,2022-10,14.0
93,북춘천,2022-11,7.5
93,북춘천,2022-12,-2.5
95,철원,2022-01,-4.7
95,철원,2022-02,-2.9
95,철원,2022-03,5.7
95,철원,2022-04,16.2
95,철원,2022-05,23.4
95,철원,2022-06,25.1
95,철원,2022-07,28.2
95,철원,2022-08,26.5
95,철원,2022-09,21.1
95,철원,2022-10,14.1
95,철원,2022-11,8.3
95,철원,2022-12,-0.3
98,동두천,2022-01,-3.2
98,동두천,2022-02,-1.3
98,동두천,2022-03,6.6
98,동두천,2022-04,17.9
98,동두천,2022-05,24.4
98,동두천,2022-06,24.8
98,동두천,2022-07,29.1
98,동두천,2022-08,27.2
98,동두천,2022-09,23.3
98,동두천,2022-10,15.4
98,동두천,2022-11,9.3
98,동두천,2022-12,-1.1
99,파주,2022-01,-3.4
99,파주,2022-02,-1.9
99,파주,2022-03,5.6
99,파주,2022-04,16.3
99,파주,2022-05,23.4
99,파주,2022-06,25.4
99,파주,2022-07,28.6
99,파주,2022-08,26.9
99,파주,2022-09,22.8
99,파주,2022-10,14.7
99,파주,2022-11,8.9
99,파주,2022-12,-1.4
100,대관령,2022-01,-5.2
100,대관령,2022-02,-3.6
100,대관령,2022-03,2.1
100,대관령,2022-04,10.7
100,대관령,2022-05,17.4
100,대관령,2022-06,20.7
100,대관령,2022-07,25.1
100,대관령,2022-08,23.1
100,대관령,2022-09,18.1
100,대관령,2022-10,11.0
100,대관령,2022-11,4.6
100,대관령,2022-12,-4.8
101,춘천,2022-01,-3.7
101,춘천,2022-02,-1.0
101,춘천,2022-03,6.0
101,춘천,2022-04,16.4
101,춘천,2022-05,22.0
101,춘천,2022-06,24.8
101,춘천,2022-07,29.3
101,춘천,2022-08,27.7
101,춘천,2022-09,23.3
101,춘천,2022-10,14.5
101,춘천,2022-11,7.7
101,춘천,2022-12,-2.4
102,백령도,2022-01,0.2
102,백령도,2022-02,1.6
102,백령도,2022-03,8.5
102,백령도,2022-04,16.0
102,백령도,2022-05,22.2
102,백령도,2022-06,24.1
102,백령도,2022-07,28.0
102,백령도,2022-08,26.8
102,백령도,2022-09,23.2
102,백령도,2022-10,15.0
102,백령도,2022-11,9.8
102,백령도,2022-12,0.1
104,북강릉,2022-01,-0.5
104,북강릉,2022-02,1.1
104,북강릉,2022-03,7.7
104,북강릉,2022-04,16.0
104,북강릉,2022-05,22.6
104,북강릉,2022-06,25.0
104,북강릉,2022-07,28.2
104,북강릉,2022-08,26.9
104,북강릉,2022-09,22.4
104,북강릉,2022-10,14.3
104,북강릉,2022-11,9.3
104,북강릉,2022-12,-1.1
105,강릉,2022-01,0.9
105,강릉,2022-02,2.4
105,강릉,2022-03,8.8
105,강릉,2022-04,14.7
105,강릉,2022-05,22.2
105,강릉,2022-06,25.0
105,강릉,2022-07,27.3
105,강릉,2022-08,26.3
105,강릉,2022-09,22.5
105,강릉,2022-10,14.9
105,강릉,2022-11,10.2
105,강릉,2022-12,0.8
106,동해,2022-01,0.9
106,동해,2022-02,2.8
106,동해,2022-03,9.9
106,동해,2022-04,16.9
106,동해,2022-05,22.7
106,동해,2022-06,25.3
106,동해,2022-07,28.4
106,동해,2022-08,27.2
106,동해,2022-09,23.6
106,동해,2022-10,16.0
106,동해,2022-11,10.7
106,동해,2022-12,-0.1
108,서울,2022-01,-1.6
108,서울,2022-02,0.8
108,서울,2022-03,8.3
108,서울,2022-04,18.1
108,서울,2022-05,25.2
108,서울,2022-06,25.8
108,서울,2022-07,29.1
108,서울,2022-08,26.8
108,서울,2022-09,24.0
108,서울,2022-10,15.7
108,서울,2022-11,9.5
108,서울,2022-12,-1.8
112,인천,2022-01,-1.9
112,인천,2022-02,-0.5
112,인천,2022-03,7.0
112,인천,2022-04,15.7
112,인천,2022-05,23.2
112,인천,2022-06,25.9
112,인천,2022-07,29.6
112,인천,2022-08,27.0
112,인천,2022-09,22.8
112,인천,2022-10,15.0
112,인천,2022-11,9.7
112,인천,2022-12,-0.9
114,원주,2022-01,-3.4
114,원주,2022-02,-0.9
114,원주,2022-03,7.1
114,원주,2022-04,15.1
114,원주,2022-05,23.2
114,원주,2022-06,27.3
114,원주,2022-07,29.2
114,원주,2022-08,27.5
114,원주,2022-09,24.0
114,원주,2022-10,15.1
114,원주,2022-11,8.1
114,원주,2022-12,-0.2
115,울릉도,2022-01,0.7
115,울릉도,2022-02,0.9
115,울릉도,2022-03,6.6
115,울릉도,2022-04,14.2
115,울릉도,2022-05,23.5
115,울릉도,2022-06,24.0
115,울릉도,2022-07,26.5
115,울릉도,2022-08,25.8
115,울릉도,2022-09,21.6
115,울릉도,2022-10,14.7
115,울릉도,2022-11,11.4
115,울릉도,2022-12,2.1
119,수원,2022-01,-1.7
119,수원,2022-02,-0.3
119,수원,2022-03,6.6
119,수원,2022-04,15.1
119,수원,2022-05,22.1
119,수원,2022-06,25.4
119,수원,2022-07,28.8
119,수원,2022-08,27.0
119,수원,2022-09,23.4
119,수원,2022-10,15.1
119,수원,2022-11,9.1
119,수원,2022-12,-0.8
121,영월,2022-01,-2.2
121,영월,2022-02,-0.9
121,영월,2022-03,6.5
121,영월,2022-04,15.0
121,영월,2022-05,22.5
121,영월,2022-06,26.2
121,영월,2022-07,28.8
121,영월,2022-08,26.5
121,영월,2022-09,23.3
121,영월,2022-10,15.1
121,영월,2022-11,8.3
121,영월,2022-12,-0.1
127,충주,2022-01,-0.6
127,충주,2022-02,1.3
127,충주,2022-03,8.9
127,충주,2022-04,15.9
127,충주,2022-05,24.2
127,충주,2022-06,27.2
127,충주,2022-07,28.0
127,충주,2022-08,26.8
127,충주,2022-09,23.6
127,충주,2022-10,15.7
127,충주,2022-11,8.5
127,충주,2022-12,-0.2
129,서산,2022-01,-0.3
129,서산,2022-02,1.5
129,서산,2022-03,8.7
129,서산,2022-04,16.7
129,서산,2022-05,22.9
129,서산,2022-06,25.7
129,서산,2022-07,28.9
129,서산,2022-08,27.0
129,서산,2022-09,23.6
129,서산,2022-10,16.1
129,서산,2022-11,10.4
129,서산,2022-12,1.0
130,울진,2022-01,0.1
130,울진,2022-02,1.8
130,울진,2022-03,8.7
130,울진,2022-04,17.0
130,울진,2022-05,23.0
130,울진,2022-06,25.2
130,울진,2022-07,28.3
130,울진,2022-08,27.5
130,울진,2022-09,22.5
130,울진,2022-10,14.8
130,울진,2022-11,10.0
130,울진,2022-12,0.4
131,청주,2022-01,0.1
131,청주,2022-02,2.2
131,청주,2022-03,9.8
131,청주,2022-04,18.4
131,청주,2022-05,25.6
131,청주,2022-06,28.2
131,청주,2022-07,30.2
131,청주,2022-08,29.0
131,청주,2022-09,27.0
131,청주,2022-10,18.3
131,청주,2022-11,11.8
131,청주,2022-12,0.4
133,대전,2022-01,-0.9
133,대전,2022-02,1.5
133,대전,2022-03,9.2
133,대전,2022-04,17.3
133,대전,2022-05,24.5
133,대전,2022-06,27.4
133,대전,2022-07,29.2
133,대전,2022-08,27.5
133,대전,2022-09,25.2
133,대전,2022-10,16.8
133,대전,2022-11,10.5
133,대전,2022-12,-0.1
135,추풍령,2022-01,-1.2
135,추풍령,2022-02,0.3
135,추풍령,2022-03,8.8
135,추풍령,2022-04,16.3
135,추풍령,2022-05,22.3
135,추풍령,2022-06,26.8
135,추풍령,2022-07,28.3
135,추풍령,2022-08,27.4
135,추풍령,2022-09,22.9
135,추풍령,2022-10,15.0
135,추풍령,2022-11,9.2
135,추풍령,2022-12,-2.1
136,안동,2022-01,-2.2
136,안동,2022-02,1.1
136,안동,2022-03,9.4
136,안동,2022-04,17.9
136,안동,2022-05,25.8
136,안동,2022-06,28.4
136,안동,2022-07,30.4
136,안동,2022-08,28.1
136,안동,2022-09,24.6
136,안동,2022-10,16.4
136,안동,2022-11,9.4
136,안동,2022-12,-2.2
137,상주,2022-01,-0.2
137,상주,2022-02,2.0
137,상주,2022-03,9.4
137,상주,2022-04,17.4
137,상주,2022-05,26.1
137,상주,2022-06,28.4
137,상주,2022-07,30.5
137,상주,2022-08,28.5
137,상주,2022-09,25.8
137,상주,2022-10,17.6
137,상주,2022-11,10.6
137,상주,2022-12,0.5
138,포항,2022-01,2.6
138,포항,2022-02,4.1
138,포항,2022-03,11.5
138,포항,2022-04,19.6
138,포항,2022-05,27.0
138,포항,2022-06,28.2
138,포항,2022-07,30.3
138,포항,2022-08,29.8
138,포항,2022-09,24.2
138,포항,2022-10,18.6
138,포항,2022-11,12.8
138,포항,2022-12,2.1
140,군산,2022-01,1.6
140,군산,2022-02,3.6
140,군산,2022-03,7.9
140,군산,2022-04,15.2
140,군산,2022-05,22.3
140,군산,2022-06,26.3
140,군산,2022-07,28.2
140,군산,2022-08,26.6
140,군산,2022-09,23.8
140,군산,2022-10,15.5
140,군산,2022-11,10.3
140,군산,2022-12,1.1
143,대구,2022-01,1.4
143,대구,2022-02,3.3
143,대구,2022-03,11.3
143,대구,2022-04,19.7
143,대구,2022-05,27.0
143,대구,2022-06,29.1
143,대구,2022-07,31.2
143,대구,2022-08,30.3
143,대구,2022-09,26.0
143,대구,2022-10,19.6
143,대구,2022-11,12.9
143,대구,2022-12,1.8
146,전주,2022-01,0.4
146,전주,2022-02,2.5
146,전주,2022-03,9.8
146,전주,2022-04,17.3
146,전주,2022-05,22.9
146,전주,2022-06,27.7
146,전주,2022-07,29.9
146,전주,2022-08,28.5
146,전주,2022-09,25.0
146,전주,2022-10,17.1
146,전주,2022-11,11.5
146,전주,2022-12,2.4
152,울산,2022-01,1.7
152,울산,2022-02,3.3
152,울산,2022-03,10.0
152,울산,2022-04,16.6
152,울산,2022-05,23.3
152,울산,2022-06,24.7
152,울산,2022-07,28.5
152,울산,2022-08,27.7
152,울산,2022-09,22.3
152,울산,2022-10,16.8
152,울산,2022-11,11.8
152,울산,2022-12,1.1
155,창원,2022-01,1.6
155,창원,2022-02,3.9
155,창원,2022-03,10.8
155,창원,2022-04,16.7
155,창원,2022-05,23.1
155,창원,2022-06,24.7
155,창원,2022-07,29.4
155,창원,2022-08,28.7
155,창원,2022-09,23.7
155,창원,2022-10,17.3
155,창원,2022-11,11.4
155,창원,2022-12,1.2
156,광주,2022-01,2.2
156,광주,2022-02,3.8
156,광주,2022-03,11.5
156,광주,2022-04,20.2
156,광주,2022-05,26.5
156,광주,2022-06,28.6
156,광주,2022-07,29.9
156,광주,2022-08,30.4
156,광주,2022-09,27.4
156,광주,2022-10,18.8
156,광주,2022-11,11.7
156,광주,2022-12,2.1
159,부산,2022-01,3.4
159,부산,2022-02,5.6
159,부산,2022-03,12.5
159,부산,2022-04,18.4
159,부산,2022-05,25.1
159,부산,2022-06,26.9
159,부산,2022-07,31.0
159,부산,2022-08,31.1
159,부산,2022-09,26.2
159,부산,2022-10,21.4
159,부산,2022-11,16.2
159,부산,2022-12,6.1
162,통영,2022-01,5.1
162,통영,2022-02,8.5
162,통영,2022-03,15.3
162,통영,2022-04,19.6
162,통영,2022-05,26.6
162,통영,2022-06,27.3
162,통영,2022-07,30.9
162,통영,2022-08,30.0
162,통영,2022-09,27.9
162,통영,2022-10,24.6
162,통영,2022-11,20.7
162,통영,2022-12,10.7
165,목포,2022-01,2.4
165,목포,2022-02,3.3
165,목포,2022-03,10.1
165,목포,2022-04,18.2
165,목포,2022-05,25.0
165,목포,2022-06,27.6
165,목포,2022-07,30.1
165,목포,2022-08,28.6
165,목포,2022-09,24.5
165,목포,2022-10,17.3
165,목포,2022-11,12.4
165,목포,2022-12,3.2
168,여수,2022-01,4.8
168,여수,2022-02,5.8
168,여수,2022-03,11.8
168,여수,2022-04,19.3
168,여수,2022-05,25.3
168,여수,2022-06,26.7
168,여수,2022-07,30.8
168,여수,2022-08,29.3
168,여수,2022-09,25.4
168,여수,2022-10,19.8
168,여수,2022-11,13.7
168,여수,2022-12,3.2
169,흑산도,2022-01,4.6
169,흑산도,2022-02,4.7
169,흑산도,2022-03,9.6
169,흑산도,2022-04,15.0
169,흑산도,2022-05,21.5
169,흑산도,2022-06,24.3
169,흑산도,2022-07,28.5
169,흑산도,2022-08,28.6
169,흑산도,2022-09,23.4
169,흑산도,2022-10,17.5
169,흑산도,2022-11,13.2
169,흑산도,2022-12,5.5
170,완도,2022-01,2.3
170,완도,2022-02,3.9
170,완도,2022-03,10.3
170,완도,2022-04,18.4
170,완도,2022-05,23.8
170,완도,2022-06,25.6
170,완도,2022-07,29.1
170,완도,2022-08,28.6
170,완도,2022-09,24.4
170,완도,2022-10,18.7
