지점,지점명,일시,평균기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),10분최다강수량(mm),일최다강수량 나타난날(yyyymmdd),1시간최다강수량 나타난날(yyyymmdd),10분최다강수량 나타난날(yyyymmdd),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),최대풍속 풍향(16방위),최대순간풍속 풍향(16방위),최대풍속 나타난날(yyyymmdd),최대순간풍속 나타난날(yyyymmdd),최다풍향(16방위),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C),0.05m평균지중온도(°C),0.1m평균지중온도(°C)
93,북춘천,2023-05,17.7,112.4,37.4,8.2,2.4,20230505,20230505.0,20230505.0,1.4,8.0,13.4,200,250,20230518,20230517,200,5.3,2.4,281.4,63.84,663.67,22.0,20.3,20.1
93,북춘천,2023-06,22.4,280.7,83.1,34.3,13.8,20230629,20230629.0,20230629.0,1.3,7.0,13.6,340,320,20230610,20230610,200,5.8,4.0,235.0,54.88,628.49,26.9,25.5,25.4
93,북춘천,2023-07,26.0,318.1,58.2,21.1,6.3,20230713,20230704.0,20230705.0,1.1,6.6,11.7,200,340,20230705,20230709,200,6.9,4.9,192.9,42.9,541.12,29.0,28.2,28.1
93,북춘천,2023-08,26.1,203.6,68.5,32.8,11.3,20230823,20230823.0,20230823.0,1.1,6.2,13.5,340,340,20230810,20230810,230,6.8,4.6,202.8,48.05,513.58,30.1,29.1,29.3
93,북춘천,2023-09,21.8,119.5,26.6,16.9,9.1,20230917,20230917.0,20230930.0,0.9,5.6,9.5,360,360,20230930,20230930,230,6.7,4.3,183.5,49.12,442.32,25.3,24.7,25.0
93,북춘천,2023-10,12.3,25.9,11.2,7.2,5.2,20231026,20231026.0,20231009.0,0.8,7.0,10.7,250,250,20231020,20231020,20,5.2,3.5,195.9,56.26,380.93,14.9,15.3,15.9
93,북춘천,2023-11,4.6,80.3,51.9,,,20231106,,,1.3,8.2,15.1,250,250,20231107,20231106,200,4.2,3.2,181.9,59.64,275.53,5.4,6.8,7.5
93,북춘천,2023-12,-1.6,77.3,31.1,,,20231215,,,1.1,7.0,13.4,250,290,20231216,20231216,20,4.8,3.7,164.6,55.29,226.19,-0.8,0.5,1.2
95,철원,2023-01,-5.8,42.2,28.9,,,20230113,,,0.9,5.0,10.3,290,290,20230124,20230127,290,5.1,3.0,177.1,57.95,267.31,-1.2,,
95,철원,2023-02,-0.9,0.0,0.0,,,20230219,,,1.0,5.0,11.4,290,290,20230219,20230219,20,3.2,1.7,203.1,67.32,341.31,0.7,,
95,철원,2023-03,6.7,12.5,9.2,,,20230312,,,1.2,5.7,12.4,290,320,20230312,20230312,230,3.6,1.8,257.9,69.61,495.74,7.4,,
95,철원,2023-04,11.7,97.5,39.3,5.5,2.1,20230405,20230416.0,20230416.0,1.6,6.2,13.4,200,200,20230407,20230407,200,5.0,3.2,213.9,54.1,493.02,13.3,,
95,철원,2023-05,17.4,161.9,75.5,13.8,4.8,20230505,20230505.0,20230505.0,1.5,5.8,11.3,20,50,20230506,20230506,230,5.2,2.8,280.8,63.62,668.51,20.3,,
95,철원,2023-06,21.7,220.4,60.9,32.4,17.8,20230629,20230609.0,20230609.0,1.3,5.4,16.0,360,180,20230613,20230610,230,5.4,3.3,234.1,54.66,619.53,25.9,,
95,철원,2023-07,25.4,383.4,74.0,52.9,23.1,20230726,20230715.0,20230715.0,1.3,6.7,12.8,360,320,20230709,20230709,230,6.4,4.4,202.3,44.92,565.94,28.9,,
95,철원,2023-08,25.1,241.6,73.7,17.5,6.4,20230823,20230829.0,20230823.0,1.5,6.4,13.9,20,50,20230807,20230810,20,6.8,4.3,198.5,46.97,517.99,28.3,,
95,철원,2023-09,21.3,102.9,30.5,22.9,13.7,20230917,20230917.0,20230930.0,1.2,5.5,11.9,20,20,20230921,20230921,20,6.2,4.0,192.8,51.59,450.16,23.6,,
95,철원,2023-10,12.4,30.5,12.5,7.6,3.5,20231019,20231009.0,20231004.0,0.9,4.9,11.3,340,320,20231004,20231020,230,4.1,2.4,229.3,65.89,418.2,14.2,,
95,철원,2023-11,4.3,104.9,62.8,,,20231106,,,1.3,6.3,17.5,360,230,20231109,20231106,200,3.7,2.9,161.0,52.87,263.88,5.5,,
95,철원,2023-12,-1.9,69.4,21.9,,,20231211,,,1.4,7.1,15.2,360,290,20231211,20231216,230,4.5,3.3,148.4,50.02,208.16,0.0,,
98,동두천,2023-01,-3.7,49.8,32.8,,,20230113,,,0.8,7.3,12.5,290,290,20230127,20230127,320,3.7,2.6,186.5,60.87,273.05,-1.1,,
98,동두천,2023-02,0.6,0.5,0.4,,,20230210,,,0.9,6.8,12.5,290,320,20230219,20230219,360,2.9,1.9,197.0,65.25,344.61,1.7,,
98,동두천,2023-03,8.3,14.4,8.4,,,20230312,,,1.4,7.9,13.6,290,180,20230312,20230308,270,3.5,2.3,251.2,67.78,490.39,8.8,,
98,동두천,2023-04,12.7,94.6,47.3,5.2,2.3,20230405,20230405.0,20230411.0,1.5,8.6,15.2,200,200,20230411,20230411,250,5.3,3.9,198.9,50.32,478.86,14.2,,
98,동두천,2023-05,18.0,158.7,69.3,19.9,6.7,20230505,20230505.0,20230505.0,1.2,6.8,12.2,250,270,20230517,20230517,250,5.3,3.3,244.2,55.39,640.74,21.6,,
98,동두천,2023-06,22.0,218.4,79.5,28.3,10.4,20230629,20230629.0,20230608.0,1.1,5.9,11.7,290,230,20230603,20230626,230,5.3,3.7,193.0,43.6,575.76,25.8,,
98,동두천,2023-07,25.6,355.6,65.3,24.2,15.1,20230711,20230711.0,20230726.0,1.1,6.4,11.8,230,360,20230705,20230709,160,6.1,4.5,164.6,36.61,509.53,28.5,,
98,동두천,2023-08,25.6,255.9,55.7,20.7,5.6,20230810,20230829.0,20230829.0,1.0,4.7,14.4,360,70,20230810,20230810,20,6.6,4.6,161.6,38.28,470.93,29.1,,
98,동두천,2023-09,21.8,56.3,16.5,5.5,2.1,20230913,20230926.0,20230926.0,0.8,3.6,10.0,250,90,20230919,20230921,20,6.2,4.5,165.9,44.41,429.03,25.0,,
98,동두천,2023-10,13.6,38.5,23.1,22.2,14.7,20231026,20231026.0,20231026.0,0.8,5.5,10.1,290,320,20231020,20231020,20,4.2,2.8,206.3,59.21,397.81,15.7,,
98,동두천,2023-11,5.4,93.4,54.8,,,20231106,,,1.5,9.4,18.0,270,290,20231106,20231106,290,3.7,3.2,161.7,53.0,265.0,6.5,,
98,동두천,2023-12,-0.5,76.6,20.0,,,20231215,,,1.3,9.2,16.9,290,270,20231216,20231216,20,4.0,3.4,151.8,50.96,221.07,0.4,,
99,파주,2023-01,-4.5,42.9,31.3,,,20230113,,,1.0,6.7,11.7,320,320,20230124,20230120,320,3.4,2.5,185.3,60.52,274.02,-2.0,,
99,파주,2023-02,-0.4,1.0,0.7,,,20230210,,,1.1,7.2,10.8,320,320,20230219,20230219,320,3.4,2.1,200.7,66.43,348.52,0.9,,
99,파주,2023-03,6.8,14.7,9.7,,,20230308,,,1.5,8.2,13.8,200,320,20230308,20230301,230,3.7,2.3,238.2,64.27,483.55,7.7,,
99,파주,2023-04,11.8,102.3,57.5,6.2,1.4,20230405,20230405.0,20230405.0,1.7,8.4,17.7,230,230,20230411,20230411,230,5.2,3.8,185.5,46.94,485.12,13.6,,
99,파주,2023-05,17.2,139.2,47.0,9.6,3.3,20230505,20230505.0,20230505.0,1.4,6.2,12.0,20,20,20230522,20230522,50,5.2,3.3,232.7,52.79,636.87,20.3,,
99,파주,2023-06,21.5,212.0,62.9,31.1,13.0,20230629,20230608.0,20230629.0,1.1,5.1,11.7,200,200,20230629,20230629,230,5.3,3.5,188.7,42.62,589.53,24.8,,
99,파주,2023-07,25.2,441.0,76.0,36.5,11.6,20230726,20230726.0,20230711.0,1.2,6.4,12.0,180,160,20230714,20230714,200,6.2,4.6,157.9,35.11,514.7,27.7,,
99,파주,2023-08,25.2,247.8,60.5,18.3,8.3,20230823,20230823.0,20230822.0,1.2,5.5,9.5,200,180,20230811,20230811,50,6.5,4.4,160.1,37.93,495.95,27.9,,
99,파주,2023-09,21.6,43.1,30.7,29.6,11.9,20230904,20230904.0,20230904.0,1.2,5.3,11.4,270,270,20230930,20230930,70,6.1,3.9,168.0,44.97,444.31,24.1,,
99,파주,2023-10,12.9,46.5,17.5,17.0,7.7,20231004,20231004.0,20231004.0,1.0,5.3,10.1,340,360,20231021,20231020,90,4.1,2.9,203.0,58.3,410.35,15.5,,
99,파주,2023-11,4.7,75.5,33.7,,,20231106,,,1.6,8.1,15.5,230,340,20231106,20231106,340,3.7,2.9,167.4,54.87,273.12,6.3,,
99,파주,2023-12,-1.1,72.0,17.7,,,20231211,,,1.5,6.9,13.3,340,270,20231216,20231216,70,4.1,3.5,145.6,48.88,220.14,0.6,,
100,대관령,2023-01,-6.3,27.0,12.8,,,20230113,,,3.5,15.6,25.5,270,270,20230120,20230120,270,3.7,2.9,114.6,52.19,319.42,-3.9,,
100,대관령,2023-02,-3.2,3.5,2.2,,,20230210,,,2.7,11.4,20.1,270,290,20230219,20230219,270,4.3,3.8,181.9,60.13,354.19,-1.8,,
100,대관령,2023-03,4.4,17.8,10.6,,,20230312,,,3.1,12.3,20.8,270,250,20230315,20230315,270,3.9,3.1,247.2,66.7,529.28,3.7,,
100,대관령,2023-04,8.1,54.5,24.2,7.5,4.1,20230405,20230411.0,20230411.0,4.0,13.9,23.1,270,290,20230430,20230429,270,4.9,3.9,218.4,55.28,583.13,10.2,,
100,대관령,2023-05,13.5,92.5,53.3,8.1,1.8,20230506,20230506.0,20230506.0,2.6,10.7,18.7,270,270,20230520,20230520,290,5.8,4.6,223.0,50.68,638.07,17.6,,
100,대관령,2023-06,17.9,194.3,45.0,20.8,7.2,20230626,20230629.0,20230629.0,2.7,12.5,20.3,270,270,20230627,20230627,270,5.8,4.3,211.2,49.38,643.72,22.5,,
100,대관령,2023-07,21.9,181.9,35.6,31.2,18.9,20230709,20230709.0,20230709.0,2.6,13.3,22.6,270,270,20230705,20230705,290,6.8,5.5,149.7,33.33,556.43,25.3,,
100,대관령,2023-08,21.4,303.8,101.1,41.7,18.4,20230810,20230820.0,20230820.0,2.1,12.7,22.7,20,360,20230810,20230810,110,7.0,5.8,142.0,33.67,504.06,25.2,,
100,대관령,2023-09,17.0,190.2,62.4,18.5,9.9,20230920,20230913.0,20230913.0,1.7,6.5,12.2,270,90,20230928,20230921,90,6.4,5.5,139.9,37.47,431.29,20.4,,
100,대관령,2023-10,9.0,31.2,16.8,10.6,3.5,20231027,20231027.0,20231027.0,2.1,9.4,16.3,290,320,20231026,20231026,270,4.1,3.5,209.7,60.14,426.47,11.0,,
100,대관령,2023-11,2.7,39.9,23.9,,,20231106,,,4.6,17.0,28.9,270,270,20231107,20231107,270,3.4,2.8,188.2,61.6,308.68,3.1,,
100,대관령,2023-12,-4.1,155.2,92.2,,,20231211,,,3.8,13.6,23.8,290,290,20231216,20231216,270,4.1,3.6,160.8,53.85,249.41,-2.0,,
101,춘천,2023-01,-4.1,52.3,28.6,,,20230113,,,1.2,5.8,11.3,290,270,20230128,20230120,320,3.8,,161.4,52.71,256.75,-2.6,-2.1,-2.0
101,춘천,2023-02,0.3,1.1,1.1,,,20230210,,,1.3,6.7,11.2,250,230,20230201,20230201,290,3.5,,194.6,64.44,344.85,0.6,-0.5,-0.4
101,춘천,2023-03,8.0,9.3,6.9,,,20230312,,,1.5,7.2,13.4,270,290,20230312,20230312,200,3.4,,242.0,65.32,493.82,8.6,6.9,6.8
101,춘천,2023-04,12.5,90.6,40.4,4.7,2.0,20230405,20230411.0,20230411.0,1.8,7.8,15.2,270,340,20230416,20230416,200,5.1,,174.4,44.12,484.96,14.5,14.1,14.0
101,춘천,2023-05,18.0,115.6,41.7,9.4,3.3,20230505,20230505.0,20230505.0,1.6,7.4,12.4,230,160,20230517,20230518,290,5.3,,249.5,56.6,642.24,22.0,21.1,20.9
101,춘천,2023-06,22.5,263.2,75.4,26.8,9.3,20230629,20230629.0,20230629.0,1.6,6.8,10.7,290,290,20230610,20230610,320,5.6,,226.5,51.14,636.34,27.3,26.1,26.0
101,춘천,2023-07,25.9,313.5,68.0,18.2,7.0,20230713,20230704.0,20230711.0,1.3,7.5,13.1,320,290,20230709,20230709,230,6.3,,165.6,36.82,527.54,29.5,28.5,28.5
101,춘천,2023-08,26.0,215.2,76.8,40.5,12.2,20230823,20230823.0,20230823.0,1.6,6.7,12.5,290,20,20230810,20230810,320,6.7,,173.5,41.1,516.99,31.2,29.1,29.1
101,춘천,2023-09,21.9,122.8,29.2,17.0,6.2,20230913,20230917.0,20230916.0,1.5,4.9,8.5,340,340,20230930,20230930,320,6.3,,147.5,39.48,429.48,24.9,25.2,25.1
101,춘천,2023-10,12.9,28.2,11.9,7.2,5.3,20231026,20231026.0,20231009.0,1.1,6.1,10.8,290,250,20231020,20231020,320,4.9,,163.1,46.84,363.99,14.5,16.1,16.2
101,춘천,2023-11,5.2,86.2,54.4,,,20231106,,,1.5,8.0,16.1,200,250,20231106,20231106,230,3.6,,150.1,49.21,259.71,5.6,7.2,7.5
101,춘천,2023-12,-0.8,91.8,36.7,,,20231215,,,1.4,7.3,12.4,250,250,20231216,20231216,320,4.3,,130.4,43.8,208.82,-0.3,1.1,1.3
102,백령도,2023-01,-0.1,37.7,14.5,,,20230113,,,5.5,15.7,22.6,340,340,20230124,20230124,340,4.8,4.3,153.3,50.07,260.65,0.1,,
102,백령도,2023-02,1.9,1.6,1.2,,,20230210,,,4.4,15.1,21.2,340,340,20230201,20230219,340,3.8,2.3,205.9,68.18,355.53,2.8,,
102,백령도,2023-03,6.0,2.4,1.7,,,20230322,,,4.6,15.4,21.0,340,340,20230312,20230312,340,5.3,3.8,207.5,56.01,509.78,9.4,,
102,백령도,2023-04,10.5,52.4,22.1,6.1,1.6,20230405,20230405.0,20230405.0,4.3,12.1,18.6,110,340,20230405,20230421,290,5.1,3.2,192.0,48.56,560.48,14.1,,
102,백령도,2023-05,15.1,136.7,76.0,16.1,7.0,20230527,20230505.0,20230505.0,3.7,9.0,16.7,140,140,20230515,20230505,290,6.0,3.2,216.6,49.12,642.34,20.3,,
102,백령도,2023-06,19.5,95.7,44.5,17.7,7.1,20230629,20230629.0,20230629.0,3.2,9.6,16.2,20,180,20230626,20230629,320,5.8,4.5,230.5,52.06,670.07,25.1,,
102,백령도,2023-07,23.9,141.9,43.4,25.2,8.1,20230704,20230704.0,20230709.0,3.2,10.8,18.9,290,160,20230705,20230722,180,6.8,5.1,177.2,39.37,606.59,28.7,,
102,백령도,2023-08,24.6,249.1,89.6,31.0,13.9,20230828,20230813.0,20230813.0,2.7,12.9,21.6,140,160,20230828,20230828,320,5.6,3.3,208.6,49.41,586.28,29.3,,
102,백령도,2023-09,21.9,18.1,5.7,3.7,3.1,20230926,20230904.0,20230904.0,2.3,7.7,12.0,340,340,20230930,20230930,320,5.6,2.9,199.2,53.33,491.36,25.2,,
102,백령도,2023-10,16.5,19.9,8.4,7.8,2.0,20231014,20231014.0,20231014.0,4.0,15.2,20.3,340,340,20231005,20231005,340,4.0,2.1,214.8,61.65,441.98,18.1,,
102,백령도,2023-11,7.9,107.7,55.1,,,20231105,,,5.9,16.1,25.9,340,340,20231117,20231117,340,6.6,5.7,123.8,40.6,252.2,7.6,,
102,백령도,2023-12,2.2,74.8,27.6,,,20231211,,,4.9,14.2,21.0,320,340,20231216,20231222,340,6.7,5.9,84.4,28.37,174.06,2.1,,
104,북강릉,2023-01,1.1,97.3,51.2,,,20230114,,,1.6,7.6,15.1,270,290,20230120,20230120,180,3.0,1.9,219.3,71.53,314.88,-0.6,0.1,0.3
104,북강릉,2023-02,3.5,50.4,21.5,,,20230215,,,1.5,7.8,13.0,290,290,20230201,20230201,320,4.2,2.5,173.7,57.52,325.72,1.8,1.3,1.2
104,북강릉,2023-03,9.9,9.3,5.5,,,20230323,,,1.5,6.9,13.4,270,290,20230308,20230313,110,3.9,2.4,219.3,61.24,480.05,10.0,9.6,9.3
104,북강릉,2023-04,13.3,32.7,15.6,4.3,2.1,20230405,20230418.0,20230418.0,1.8,11.7,24.2,250,250,20230411,20230411,270,4.5,2.6,222.5,58.31,552.81,15.1,14.4,14.2
104,북강릉,2023-05,17.9,91.4,65.0,7.8,1.7,20230506,20230506.0,20230506.0,1.3,6.5,14.0,270,250,20230521,20230521,110,5.8,3.3,237.2,53.85,621.52,22.3,20.3,19.9
104,북강릉,2023-06,22.0,171.3,45.1,30.6,13.0,20230621,20230609.0,20230609.0,1.2,5.9,12.1,290,250,20230603,20230627,20,5.5,3.3,247.7,55.98,638.46,26.3,24.7,24.7
104,북강릉,2023-07,25.6,109.1,26.0,21.2,13.9,20230709,20230709.0,20230709.0,1.1,9.3,14.1,290,270,20230705,20230705,180,6.5,3.7,178.7,39.75,531.51,28.2,26.9,27.2
104,북강릉,2023-08,24.7,502.9,242.0,51.7,15.9,20230810,20230806.0,20230806.0,1.0,7.6,13.7,360,360,20230810,20230810,320,7.2,5.3,148.8,35.25,449.99,28.1,27.1,27.4
104,북강릉,2023-09,21.1,240.1,95.7,14.7,5.4,20230920,20230913.0,20230913.0,0.8,3.6,9.8,360,90,20230921,20230920,320,6.3,4.4,161.9,43.36,404.17,23.4,23.5,23.7
104,북강릉,2023-10,15.7,21.3,14.8,6.4,3.2,20231027,20231027.0,20231027.0,1.2,5.0,10.1,270,290,20231014,20231020,180,3.7,1.9,218.3,62.64,408.32,15.2,16.2,16.5
104,북강릉,2023-11,9.3,59.9,35.8,,,20231104,,,1.8,9.7,20.6,250,250,20231106,20231106,180,3.0,2.1,222.8,72.98,326.58,7.2,9.0,9.5
104,북강릉,2023-12,2.8,248.4,94.4,,,20231211,,,1.6,8.1,14.9,290,290,20231207,20231207,180,3.6,3.0,188.5,63.15,247.26,1.1,2.0,2.4
105,강릉,2023-01,2.4,77.9,43.4,,,20230114,,,2.6,7.1,15.2,270,290,20230111,20230120,270,3.6,1.9,218.4,71.23,292.78,1.5,1.3,1.6
105,강릉,2023-02,5.2,38.5,15.1,,,20230213,,,2.3,8.6,17.7,290,290,20230228,20230228,270,4.6,2.4,164.1,54.34,301.86,3.0,2.3,2.5
105,강릉,2023-03,12.1,8.8,5.5,,,20230323,,,2.3,7.8,15.3,270,270,20230308,20230308,270,4.1,2.4,229.3,61.89,455.52,10.6,9.0,9.2
105,강릉,2023-04,15.3,33.4,14.0,4.1,3.2,20230405,20230411.0,20230411.0,2.6,13.9,26.2,270,250,20230411,20230411,270,4.8,2.3,221.1,55.96,525.25,15.2,13.9,13.9
105,강릉,2023-05,20.3,91.1,66.4,8.0,1.8,20230506,20230506.0,20230506.0,2.1,7.9,15.9,270,270,20230520,20230520,270,5.9,2.5,223.4,50.72,587.65,22.3,19.0,19.2
105,강릉,2023-06,23.2,160.0,40.6,29.6,14.2,20230621,20230609.0,20230609.0,2.0,7.1,14.6,50,270,20230609,20230627,270,5.6,2.4,220.3,49.79,605.53,26.8,24.0,24.0
105,강릉,2023-07,27.5,104.7,32.7,28.7,15.3,20230709,20230709.0,20230709.0,1.8,7.7,16.9,290,250,20230706,20230705,270,6.4,2.7,161.1,35.83,504.59,28.4,26.6,26.6
105,강릉,2023-08,26.2,520.8,270.5,38.8,8.8,20230810,20230810.0,20230806.0,1.6,9.5,19.4,320,340,20230810,20230810,250,6.6,3.9,139.0,32.93,432.89,28.1,27.0,27.0
105,강릉,2023-09,22.4,236.8,92.1,25.8,9.4,20230920,20230916.0,20230916.0,1.7,4.7,8.7,250,110,20230930,20230923,250,6.1,3.1,149.0,39.9,377.35,23.5,22.9,23.0
105,강릉,2023-10,17.0,26.1,22.0,11.9,4.2,20231027,20231027.0,20231027.0,2.4,6.8,13.8,250,230,20231031,20231031,250,3.9,1.9,213.7,61.32,387.14,17.9,16.5,16.7
105,강릉,2023-11,10.5,41.0,30.0,,,20231104,,,2.9,13.3,27.0,230,230,20231106,20231106,250,3.4,1.8,215.9,70.72,303.29,10.4,9.9,9.9
105,강릉,2023-12,3.6,229.2,91.2,,,20231211,,,2.7,7.8,16.7,250,250,20231216,20231216,250,3.8,2.2,186.1,62.35,237.24,2.3,3.2,3.2
106,동해,2023-01,2.8,63.7,33.2,,,20230114,,,2.2,8.2,15.3,50,320,20230109,20230120,290,3.5,1.7,212.1,69.0,,0.7,,
106,동해,2023-02,4.6,70.7,23.4,,,20230215,,,2.0,8.9,14.1,50,50,20230224,20230224,250,4.8,2.4,175.4,57.96,,2.8,,
106,동해,2023-03,10.6,9.4,8.9,,,20230323,,,2.0,9.1,14.8,50,270,20230302,20230308,250,4.1,2.3,230.6,62.22,,11.3,,
106,동해,2023-04,14.0,11.4,9.4,2.5,0.7,20230405,20230405.0,20230405.0,2.4,17.4,30.6,270,270,20230411,20230411,250,4.6,1.6,225.8,57.18,,17.8,,
106,동해,2023-05,17.4,73.6,40.9,6.2,1.4,20230506,20230506.0,20230506.0,1.8,8.8,15.4,50,50,20230501,20230501,250,5.6,2.3,238.6,54.26,,23.8,,
106,동해,2023-06,21.5,111.6,38.5,18.7,8.0,20230621,20230621.0,20230611.0,1.7,8.3,14.0,360,360,20230609,20230609,50,5.7,2.3,241.2,54.62,,28.6,,
106,동해,2023-07,24.7,75.4,17.2,5.4,2.4,20230715,20230709.0,20230709.0,1.3,7.8,14.1,250,250,20230706,20230706,70,6.5,3.0,175.6,39.14,,30.3,,
106,동해,2023-08,24.8,392.8,203.5,44.5,9.9,20230810,20230810.0,20230809.0,1.6,10.1,19.4,360,20,20230810,20230810,50,6.5,3.8,181.7,43.13,,30.4,,
106,동해,2023-09,21.7,261.2,140.8,19.6,4.3,20230920,20230920.0,20230920.0,1.6,8.8,14.2,50,50,20230920,20230921,250,5.9,3.7,170.5,45.66,,25.2,,
106,동해,2023-10,16.1,31.2,17.9,13.1,5.5,20231027,20231027.0,20231027.0,1.9,7.4,12.8,50,360,20231027,20231027,250,3.9,1.8,213.1,61.13,,15.4,,
106,동해,2023-11,10.5,74.6,73.2,,,20231104,,,2.1,9.4,20.2,250,290,20231107,20231107,250,3.3,1.6,207.0,67.74,,8.4,,
106,동해,2023-12,4.3,181.2,86.1,,,20231211,,,2.1,9.3,16.7,50,320,20231211,20231221,250,3.8,2.6,186.1,62.3,,1.8,,
108,서울,2023-01,-1.5,47.9,37.3,,,20230113,,,2.4,7.5,13.9,290,270,20230127,20230127,50,3.6,2.8,190.9,62.16,290.78,-1.2,-0.5,-0.7
108,서울,2023-02,2.3,1.0,0.6,,,20230210,,,2.3,6.8,11.6,290,290,20230219,20230224,270,3.5,1.9,198.2,65.52,363.91,2.0,0.7,0.3
108,서울,2023-03,9.8,10.5,5.6,,,20230312,,,2.3,7.3,13.6,270,290,20230312,20230312,270,3.4,1.9,239.8,64.71,520.57,9.9,8.8,8.3
108,서울,2023-04,13.8,96.9,50.3,9.0,2.4,20230405,20230405.0,20230405.0,2.5,9.3,18.9,180,180,20230411,20230411,250,5.4,3.9,182.3,46.18,498.03,15.6,14.1,13.7
108,서울,2023-05,19.5,155.6,47.5,9.3,3.7,20230506,20230506.0,20230505.0,2.3,8.6,15.9,50,50,20230506,20230506,50,5.3,3.1,235.6,53.57,648.18,23.2,20.2,19.8
108,서울,2023-06,23.4,195.6,63.8,33.8,12.7,20230629,20230629.0,20230614.0,2.2,7.5,12.6,290,290,20230610,20230610,270,5.7,4.0,195.1,44.13,572.17,26.5,24.5,24.2
108,서울,2023-07,26.7,459.9,91.6,35.0,18.1,20230713,20230713.0,20230709.0,2.1,7.0,16.8,230,200,20230705,20230710,200,6.7,4.9,146.1,32.55,478.8,28.2,27.3,27.0
108,서울,2023-08,27.2,298.1,86.1,29.0,21.5,20230810,20230822.0,20230822.0,2.2,8.9,18.1,340,340,20230810,20230810,50,6.5,4.1,156.1,37.03,469.76,29.2,27.5,27.7
108,서울,2023-09,23.7,134.5,38.7,28.0,8.1,20230916,20230916.0,20230916.0,2.0,5.2,10.6,50,20,20230921,20230921,50,6.2,3.9,157.1,42.06,425.79,25.4,24.5,24.6
