지점,지점명,일시,평균기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),10분최다강수량(mm),일최다강수량 나타난날(yyyymmdd),1시간최다강수량 나타난날(yyyymmdd),10분최다강수량 나타난날(yyyymmdd),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),최대풍속 풍향(16방위),최대순간풍속 풍향(16방위),최대풍속 나타난날(yyyymmdd),최대순간풍속 나타난날(yyyymmdd),최다풍향(16방위),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C),0.05m평균지중온도(°C),0.1m평균지중온도(°C)
95,철원,2022-03,5.2,90.9,36.6,,,20220326.0,,,1.6,6.9,13.7,200,290,20220304,20220305,20,5.0,3.4,219.7,59.23,427.41,5.7,,
95,철원,2022-04,12.6,17.9,13.8,2.9,0.7,20220429.0,20220429.0,20220429.0,1.7,6.4,12.5,20,50,20220415,20220415,230,3.9,2.7,281.5,71.09,623.21,16.2,,
95,철원,2022-05,16.7,14.5,10.7,5.9,2.0,20220525.0,20220525.0,20220525.0,1.6,6.3,15.6,230,230,20220501,20220501,290,4.4,1.8,327.7,74.19,751.88,23.4,,
95,철원,2022-06,21.2,437.2,144.1,29.5,12.5,20220630.0,20220623.0,20220629.0,1.8,7.1,16.5,340,270,20220629,20220628,270,6.7,5.2,195.6,44.14,492.74,25.1,,
95,철원,2022-07,25.2,247.6,75.1,21.9,10.8,20220731.0,20220731.0,20220715.0,1.1,5.6,12.0,360,360,20220715,20220715,20,6.6,4.7,227.5,50.53,573.17,28.2,,
95,철원,2022-08,24.0,420.4,119.9,49.3,16.3,20220808.0,20220808.0,20220808.0,1.2,5.7,15.2,180,200,20220817,20220815,200,6.8,5.1,176.3,41.76,455.87,26.5,,
95,철원,2022-09,19.4,257.4,131.5,21.9,12.9,20220905.0,20220904.0,20220916.0,1.4,6.9,13.9,50,50,20220919,20220919,20,5.3,2.8,236.3,63.28,500.53,21.1,,
95,철원,2022-10,11.4,162.1,109.5,39.5,12.6,20221003.0,20221003.0,20221003.0,1.0,5.0,10.2,290,320,20221010,20221010,20,5.0,3.6,211.6,60.84,383.41,14.1,,
95,철원,2022-11,6.6,85.2,37.1,,,20221112.0,,,0.9,5.7,13.1,200,230,20221125,20221125,200,4.4,3.0,179.3,58.9,271.46,8.3,,
95,철원,2022-12,-6.8,8.1,3.1,,,20221221.0,,,0.9,7.4,15.9,290,290,20221213,20221213,230,4.9,2.5,197.1,66.41,255.07,-0.3,,
98,동두천,2022-01,-3.9,6.5,2.8,,,20220119.0,,,1.1,6.9,12.3,290,290,20220113,20220113,20,3.3,2.1,214.7,70.05,291.73,-3.2,,
98,동두천,2022-02,-2.6,7.1,3.4,,,20220226.0,,,1.8,8.2,15.8,230,230,20220226,20220226,290,3.1,1.9,220.0,72.8,358.65,-1.3,,
98,동두천,2022-03,6.4,91.0,25.9,,,20220313.0,,,1.6,11.2,22.7,200,250,20220304,20220304,360,5.0,3.5,201.9,54.44,420.72,6.6,,
98,동두천,2022-04,13.6,17.8,15.2,3.8,1.0,20220429.0,20220429.0,20220412.0,1.7,7.0,12.3,250,290,20220407,20220426,250,4.0,2.7,262.9,66.47,597.77,17.9,,
98,동두천,2022-05,17.4,16.4,13.3,9.3,3.0,20220525.0,20220525.0,20220525.0,1.6,8.7,15.2,250,270,20220501,20220501,250,4.3,2.6,305.2,69.19,715.03,24.4,,
98,동두천,2022-06,21.5,522.8,219.9,43.7,15.0,20220630.0,20220630.0,20220630.0,1.4,9.1,18.1,200,180,20220628,20220628,200,6.7,5.4,162.2,36.64,457.51,24.8,,
98,동두천,2022-07,25.8,302.7,92.2,38.5,13.2,20220731.0,20220731.0,20220706.0,1.0,5.5,11.5,200,160,20220707,20220713,160,6.7,4.7,189.0,42.04,534.41,29.1,,
98,동두천,2022-08,24.2,506.8,147.2,55.0,27.7,20220808.0,20220808.0,20220808.0,1.1,7.2,14.8,200,200,20220815,20220815,200,6.7,5.1,143.4,33.98,419.33,27.2,,
98,동두천,2022-09,20.0,204.5,106.6,17.3,7.9,20220905.0,20220904.0,20220904.0,0.8,5.5,13.6,270,290,20220923,20220923,20,5.3,3.0,220.0,58.93,483.74,23.3,,
98,동두천,2022-10,12.3,146.3,90.1,37.4,12.7,20221003.0,20221003.0,20221003.0,0.7,6.2,11.1,250,250,20221009,20221009,340,4.6,3.6,204.7,58.82,390.33,15.4,,
98,동두천,2022-11,8.0,88.7,45.7,,,20221128.0,,,0.9,6.6,11.1,290,230,20221129,20221125,320,4.6,3.1,177.6,58.27,275.56,9.3,,
98,동두천,2022-12,-4.9,12.0,5.9,,,20221221.0,,,0.9,7.5,14.3,290,320,20221213,20221213,320,4.0,2.7,198.8,66.78,260.87,-1.1,,
99,파주,2022-01,-5.2,7.2,2.8,,,20220131.0,,,1.0,5.5,10.0,290,340,20220111,20220113,320,3.4,2.2,218.6,71.32,300.18,-3.4,,
99,파주,2022-02,-3.6,2.6,1.5,,,20220214.0,,,1.5,6.5,12.1,290,250,20220206,20220226,320,3.0,1.9,222.0,73.44,359.52,-1.9,,
99,파주,2022-03,5.3,103.3,41.2,,,20220326.0,,,1.5,8.9,16.6,230,200,20220304,20220304,50,5.3,3.7,195.4,52.67,420.08,5.6,,
99,파주,2022-04,12.4,19.5,14.8,5.1,1.7,20220429.0,20220429.0,20220429.0,1.7,6.5,12.9,70,200,20220413,20220409,230,4.4,2.6,271.2,68.57,615.58,16.3,,
99,파주,2022-05,16.4,12.7,8.5,6.8,3.1,20220525.0,20220525.0,20220525.0,1.5,7.4,14.9,250,250,20220501,20220501,230,4.2,2.4,301.9,68.47,724.48,23.4,,
99,파주,2022-06,21.2,509.9,199.1,52.9,18.3,20220630.0,20220630.0,20220630.0,1.6,7.9,17.3,200,200,20220628,20220628,50,6.7,5.2,156.6,35.36,462.03,25.4,,
99,파주,2022-07,25.4,290.2,109.0,31.1,12.5,20220713.0,20220713.0,20220705.0,1.2,5.8,11.9,180,110,20220706,20220706,50,6.7,4.7,187.4,41.69,546.57,28.6,,
99,파주,2022-08,24.1,353.5,134.5,63.1,26.1,20220808.0,20220808.0,20220808.0,1.3,8.7,14.3,250,200,20220808,20220815,200,6.5,4.7,160.6,38.06,458.58,26.9,,
99,파주,2022-09,19.5,152.4,91.4,11.4,3.7,20220905.0,20220905.0,20220917.0,1.1,5.5,12.8,250,200,20220923,20220923,50,5.4,3.1,214.8,57.54,486.17,22.8,,
99,파주,2022-10,11.6,181.6,118.4,53.3,14.5,20221003.0,20221003.0,20221003.0,0.9,5.4,10.7,50,230,20221002,20221003,50,4.4,3.2,217.2,62.41,393.27,14.7,,
99,파주,2022-11,7.1,89.2,42.5,,,20221128.0,,,0.9,6.1,10.3,290,290,20221129,20221129,320,4.8,3.6,171.1,56.1,274.56,8.9,,
99,파주,2022-12,-5.8,8.4,3.9,,,20221221.0,,,0.9,6.9,13.1,340,320,20221213,20221213,320,3.2,2.1,207.1,69.52,278.45,-1.4,,
100,대관령,2022-01,-6.9,1.3,0.7,,,20220124.0,,,3.0,11.3,18.6,270,290,20220116,20220113,270,3.5,2.1,233.1,75.93,338.91,-5.2,,
100,대관령,2022-02,-6.4,2.2,1.2,,,20220226.0,,,4.4,12.7,19.4,290,290,20220226,20220226,270,2.7,1.3,251.3,83.05,417.09,-3.6,,
100,대관령,2022-03,2.2,76.6,16.0,,,20220313.0,,,3.5,13.8,23.6,270,270,20220305,20220304,270,5.0,3.5,226.4,61.04,475.59,2.1,,
100,대관령,2022-04,9.2,43.5,15.9,5.9,1.9,20220426.0,20220426.0,20220426.0,3.7,12.1,19.4,270,270,20220422,20220405,270,4.0,2.2,280.0,70.83,630.56,10.7,,
100,대관령,2022-05,13.4,9.3,3.9,3.0,1.2,20220526.0,20220526.0,20220526.0,3.7,11.0,18.5,270,270,20220503,20220518,270,4.4,2.5,310.7,70.55,750.69,17.4,,
100,대관령,2022-06,17.2,245.2,54.7,32.0,9.3,20220624.0,20220624.0,20220623.0,3.2,13.2,25.4,270,270,20220628,20220628,270,6.6,4.9,184.3,41.67,533.66,20.7,,
100,대관령,2022-07,21.3,173.3,35.6,10.8,6.9,20220711.0,20220713.0,20220715.0,1.9,8.2,13.2,270,270,20220708,20220708,110,7.1,5.5,179.6,40.01,563.54,25.1,,
100,대관령,2022-08,20.6,415.6,101.9,31.4,8.5,20220809.0,20220809.0,20220809.0,2.8,10.9,19.4,270,250,20220815,20220815,290,7.4,5.8,137.1,32.53,428.34,23.1,,
100,대관령,2022-09,15.2,206.5,77.5,12.5,3.7,20220919.0,20220919.0,20220919.0,2.0,10.5,20.1,270,290,20220923,20220923,90,6.0,4.4,199.8,53.54,458.29,18.1,,
100,대관령,2022-10,8.2,145.4,83.0,19.4,4.6,20221004.0,20221004.0,20221004.0,2.0,15.2,26.8,270,270,20221010,20221010,270,5.8,4.9,166.7,47.87,366.8,11.0,,
100,대관령,2022-11,4.5,40.0,11.4,,,20221128.0,,,2.5,12.0,20.4,270,290,20221125,20221126,270,4.2,3.3,208.4,68.24,321.04,4.6,,
100,대관령,2022-12,-7.8,2.3,0.9,,,20221215.0,,,4.4,12.9,21.3,270,290,20221213,20221207,270,3.4,2.8,123.1,60.76,298.2,-4.8,,
101,춘천,2022-01,-4.2,2.8,2.2,,,20220119.0,,,1.0,5.7,8.6,290,320,20220117,20220117,320,,,193.5,63.13,281.03,-3.7,-2.3,-2.9
101,춘천,2022-02,-2.4,6.6,4.7,,,20220226.0,,,1.6,6.3,10.6,250,250,20220214,20220226,250,,,215.8,71.39,357.96,-1.0,-1.5,-1.7
101,춘천,2022-03,6.6,103.0,38.6,,,20220313.0,,,1.6,6.6,11.7,250,250,20220305,20220304,230,,,192.4,51.86,410.29,6.0,5.0,5.2
101,춘천,2022-04,14.0,28.5,18.6,3.5,1.3,20220429.0,20220429.0,20220413.0,1.7,5.9,8.8,230,20,20220407,20220413,230,,,262.3,66.3,597.63,16.4,15.6,15.4
101,춘천,2022-05,18.1,10.9,7.1,6.3,4.3,20220525.0,20220525.0,20220525.0,1.7,6.3,10.7,250,250,20220501,20220501,230,,,302.9,68.68,699.14,22.0,21.1,20.9
101,춘천,2022-06,22.6,402.5,138.9,33.9,9.8,20220630.0,20220623.0,20220629.0,1.7,6.5,10.2,70,20,20220614,20220614,340,,,171.0,38.61,491.59,24.8,24.5,24.4
101,춘천,2022-07,26.6,208.2,75.9,28.1,9.1,20220713.0,20220713.0,20220713.0,1.3,5.0,7.7,90,50,20220704,20220704,320,6.8,,187.3,41.67,559.64,29.3,28.9,28.8
101,춘천,2022-08,25.2,491.7,110.2,39.8,15.7,20220808.0,20220808.0,20220809.0,1.2,5.8,8.7,180,230,20220815,20220815,340,7.2,,141.1,33.44,426.66,27.7,27.4,27.3
101,춘천,2022-09,20.5,256.7,166.4,17.0,4.4,20220905.0,20220905.0,20220904.0,1.5,6.4,8.7,20,250,20220919,20220923,340,6.0,,199.4,53.42,457.96,23.3,22.4,22.4
101,춘천,2022-10,12.7,137.3,102.9,31.4,15.7,20221003.0,20221003.0,20221003.0,1.1,6.6,10.2,320,320,20221003,20221003,340,5.5,,180.9,51.97,354.56,14.5,15.0,15.1
101,춘천,2022-11,7.5,69.5,39.5,,,20221112.0,,,0.9,5.7,9.0,250,270,20221130,20221126,320,4.3,,165.9,54.41,258.62,7.7,8.5,8.7
101,춘천,2022-12,-4.9,10.7,4.1,,,20221221.0,,,1.2,7.6,12.9,270,270,20221213,20221213,250,4.0,,173.5,58.24,230.9,-2.4,-1.3,-1.0
102,백령도,2022-01,0.0,12.2,4.0,,,20220131.0,,,5.2,14.5,21.2,340,340,20220111,20220111,340,4.3,3.2,173.5,56.61,285.68,0.2,,
102,백령도,2022-02,0.2,4.9,2.6,,,20220214.0,,,5.2,15.3,21.3,340,340,20220220,20220220,340,4.6,3.4,172.8,57.22,345.94,1.6,,
102,백령도,2022-03,5.4,69.8,45.0,,,20220325.0,,,4.7,15.8,21.7,340,360,20220326,20220326,340,5.4,3.6,181.2,48.87,467.53,8.5,,
102,백령도,2022-04,10.3,3.7,2.3,0.8,0.6,20220412.0,20220412.0,20220412.0,4.0,10.9,16.2,360,340,20220427,20220427,290,3.7,2.2,252.3,63.76,637.17,16.0,,
102,백령도,2022-05,14.3,5.1,2.3,1.4,1.0,20220530.0,20220525.0,20220525.0,4.0,10.7,16.7,250,250,20220501,20220501,160,4.9,3.0,249.7,56.62,708.6,22.2,,
102,백령도,2022-06,19.3,219.8,68.8,26.1,12.3,20220628.0,20220627.0,20220627.0,3.7,11.4,19.1,180,200,20220627,20220627,140,8.0,6.9,107.8,24.35,464.8,24.1,,
102,백령도,2022-07,23.7,255.0,155.6,37.8,9.4,20220713.0,20220713.0,20220713.0,3.0,11.5,17.5,160,160,20220707,20220707,290,6.7,4.1,174.3,38.74,613.71,28.0,,
102,백령도,2022-08,23.6,155.9,32.8,29.0,10.1,20220819.0,20220819.0,20220807.0,3.2,10.8,16.1,340,230,20220823,20220815,340,6.0,4.2,187.3,44.39,535.72,26.8,,
102,백령도,2022-09,20.2,145.8,52.4,11.0,5.3,20220905.0,20220904.0,20220916.0,3.3,17.2,24.3,340,340,20220919,20220919,320,4.5,2.8,231.4,61.99,534.24,23.2,,
102,백령도,2022-10,13.8,82.9,37.8,19.2,8.1,20221003.0,20221003.0,20221002.0,4.6,16.3,23.2,340,340,20221004,20221004,340,4.5,2.2,217.1,62.37,457.36,15.0,,
102,백령도,2022-11,10.3,40.9,22.4,0.4,0.4,20221128.0,20221125.0,20221125.0,4.5,17.1,23.2,340,340,20221129,20221129,340,5.3,3.9,146.9,48.23,256.85,9.8,,
102,백령도,2022-12,0.1,25.1,6.3,,,20221220.0,,,5.8,17.0,24.3,340,340,20221222,20221222,340,6.2,5.7,121.1,40.73,212.79,0.1,,
104,북강릉,2022-01,0.5,5.8,3.5,,,20220119.0,,,1.4,7.4,14.1,290,270,20220113,20220113,180,2.8,1.6,231.4,75.42,302.22,-0.5,-0.6,-0.2
104,북강릉,2022-02,1.1,3.2,1.7,,,20220214.0,,,2.0,8.2,16.0,250,290,20220226,20220226,290,2.5,0.9,246.4,81.48,396.95,1.1,0.5,0.4
104,북강릉,2022-03,7.7,100.0,32.0,,,20220319.0,,,1.6,8.5,16.0,290,290,20220305,20220305,270,4.8,3.0,192.2,51.82,420.32,7.7,7.3,7.2
104,북강릉,2022-04,14.6,65.1,23.3,10.1,2.3,20220413.0,20220426.0,20220426.0,1.7,7.9,18.1,270,270,20220409,20220409,110,3.8,2.0,255.9,64.69,595.05,16.0,15.1,14.6
104,북강릉,2022-05,18.5,6.5,5.6,1.9,0.7,20220507.0,20220507.0,20220507.0,1.5,6.9,12.2,290,250,20220501,20220501,180,3.9,1.8,305.7,69.34,719.79,22.6,21.1,20.3
104,북강릉,2022-06,21.2,168.4,74.9,13.7,7.1,20220606.0,20220624.0,20220624.0,1.2,5.2,13.5,250,180,20220624,20220628,110,6.4,4.0,178.0,40.22,530.29,25.0,23.8,23.8
104,북강릉,2022-07,24.1,239.4,73.2,26.8,20.2,20220721.0,20220715.0,20220715.0,0.8,3.7,8.3,180,270,20220708,20220715,90,7.6,5.6,135.6,30.17,507.58,28.2,27.4,27.3
104,북강릉,2022-08,24.3,303.3,74.1,21.4,5.5,20220811.0,20220811.0,20220811.0,1.0,6.1,11.6,250,250,20220815,20220815,180,7.1,4.5,136.2,32.29,416.99,26.9,26.4,26.5
104,북강릉,2022-09,20.0,235.9,105.0,15.1,4.4,20220906.0,20220906.0,20220919.0,1.1,5.7,12.3,360,20,20220919,20220906,180,5.6,3.0,200.2,53.64,474.09,22.4,22.1,22.3
104,북강릉,2022-10,13.8,347.7,105.5,19.5,6.1,20221004.0,20221007.0,20221007.0,1.3,8.7,19.7,250,250,20221010,20221010,180,5.8,4.0,151.9,43.62,330.84,14.3,15.0,15.4
104,북강릉,2022-11,11.2,53.4,30.5,,,20221113.0,,,1.3,10.8,20.5,270,230,20221125,20221125,180,3.7,2.1,198.1,64.99,299.58,9.3,10.5,10.8
104,북강릉,2022-12,0.6,0.0,0.0,,,20221224.0,,,1.8,7.5,15.5,250,290,20221222,20221203,180,2.4,1.2,225.3,75.58,300.25,-1.1,0.6,1.1
105,강릉,2022-01,1.5,7.4,2.8,,,20220119.0,,,2.5,7.8,15.2,230,230,20220108,20220108,230,3.4,1.9,222.3,72.46,316.46,0.9,0.9,0.6
105,강릉,2022-02,2.0,1.2,0.7,,,20220226.0,,,3.0,8.9,16.0,230,230,20220226,20220226,230,2.6,1.2,239.3,79.13,407.82,2.4,2.0,1.4
105,강릉,2022-03,9.0,102.9,36.7,,,20220319.0,,,2.3,9.3,19.8,320,250,20220326,20220304,230,4.9,2.5,193.2,52.09,436.39,8.8,7.5,7.2
105,강릉,2022-04,16.1,68.8,23.5,10.9,4.3,20220426.0,20220426.0,20220426.0,2.5,9.1,18.0,250,250,20220409,20220409,230,4.1,1.8,251.0,63.45,608.19,14.7,12.8,13.1
105,강릉,2022-05,20.3,5.8,4.6,2.0,0.9,20220507.0,20220507.0,20220502.0,2.6,8.0,16.0,230,200,20220504,20220529,230,4.4,1.6,273.0,63.99,686.93,22.2,19.2,18.6
105,강릉,2022-06,23.6,186.0,64.5,15.5,7.4,20220606.0,20220624.0,20220623.0,1.9,7.7,15.8,230,290,20220625,20220624,230,6.4,2.9,162.8,36.78,521.63,25.0,23.7,22.8
105,강릉,2022-07,26.3,227.9,69.9,22.6,13.1,20220721.0,20220716.0,20220715.0,1.4,6.4,11.5,140,290,20220715,20220716,230,6.8,4.0,115.8,25.76,501.77,27.3,26.9,26.2
105,강릉,2022-08,26.6,307.5,62.7,19.9,4.7,20220811.0,20220810.0,20220811.0,1.7,6.5,14.2,230,230,20220815,20220815,230,7.1,3.3,126.5,29.99,412.6,26.3,26.3,25.8
105,강릉,2022-09,21.8,202.5,99.4,12.5,4.2,20220906.0,20220906.0,20220919.0,1.8,6.4,13.6,50,250,20220919,20220923,270,5.8,2.7,184.5,49.44,490.88,22.5,22.3,21.9
105,강릉,2022-10,15.3,293.2,116.9,13.3,5.2,20221004.0,20221007.0,20221006.0,2.0,9.4,18.3,270,270,20221010,20221010,290,6.0,3.2,144.7,41.56,357.53,14.9,15.6,15.5
105,강릉,2022-11,12.7,62.3,28.7,,,20221113.0,,,2.2,11.1,21.8,270,250,20221125,20221125,270,4.0,2.0,186.7,61.25,271.9,10.2,11.3,11.2
105,강릉,2022-12,1.5,,,,,,,,3.1,7.5,18.7,290,340,20221214,20221214,270,3.3,1.4,215.4,72.26,204.7,0.8,1.6,2.0
106,동해,2022-01,2.1,10.8,7.8,,,20220120.0,,,2.2,7.1,14.7,50,290,20220106,20220112,250,3.4,1.8,222.6,72.37,,0.9,,
106,동해,2022-02,2.4,0.8,0.5,,,20220227.0,,,2.7,8.4,14.9,270,270,20220226,20220226,290,2.5,1.0,237.0,78.3,,2.8,,
106,동해,2022-03,8.6,94.4,30.5,,,20220319.0,,,2.1,8.8,16.3,20,270,20220326,20220314,250,4.8,2.5,200.3,54.0,,9.9,,
106,동해,2022-04,14.6,42.7,14.9,5.1,1.1,20220426.0,20220426.0,20220426.0,2.3,9.7,17.2,290,290,20220409,20220409,250,4.2,1.6,251.9,63.76,,16.9,,
106,동해,2022-05,18.3,4.4,2.3,1.4,1.2,20220507.0,20220502.0,20220502.0,2.0,7.3,12.4,50,250,20220530,20220518,160,4.1,1.6,283.3,64.4,,22.7,,
106,동해,2022-06,21.1,118.0,66.1,25.9,7.2,20220606.0,20220606.0,20220624.0,1.8,7.3,12.9,270,250,20220625,20220625,160,6.4,3.1,171.7,38.87,,25.3,,
106,동해,2022-07,23.9,159.7,37.5,14.0,7.3,20220721.0,20220715.0,20220715.0,1.4,6.8,10.7,50,50,20220709,20220715,70,6.7,3.8,149.2,33.26,,28.4,,
106,동해,2022-08,24.4,237.2,72.0,13.7,2.9,20220830.0,20220810.0,20220810.0,1.2,6.6,10.7,50,200,20220827,20220815,270,7.1,3.5,134.6,31.96,0.0,27.2,,
106,동해,2022-09,20.2,116.9,65.6,8.8,3.5,20220906.0,20220906.0,20220919.0,2.0,14.2,20.1,50,50,20220919,20220919,250,5.9,2.5,187.6,50.28,,23.6,,
106,동해,2022-10,14.5,260.4,90.3,20.4,6.2,20221004.0,20221004.0,20221004.0,1.9,8.3,14.7,270,250,20221010,20221010,250,5.8,3.7,153.4,44.03,,16.0,,
106,동해,2022-11,12.1,55.7,24.8,,,20221123.0,,,1.8,8.7,17.1,50,250,20221113,20221125,250,4.1,1.9,188.9,61.83,,10.7,,
106,동해,2022-12,2.3,0.4,0.4,,,20221213.0,,,2.4,9.1,17.0,290,320,20221214,20221214,290,3.2,1.4,222.0,74.32,,-0.1,,
108,서울,2022-01,-2.2,5.5,1.7,,,20220119.0,,,2.2,7.6,13.9,270,320,20220113,20220113,270,3.1,1.9,206.9,67.35,301.7,-1.6,-0.4,-0.8
108,서울,2022-02,-1.1,4.7,1.7,,,20220214.0,,,2.6,7.4,14.5,250,290,20220227,20220226,270,3.2,1.7,203.8,67.33,376.05,0.8,-0.1,-0.6
108,서울,2022-03,7.7,102.6,42.1,,,20220313.0,,,2.5,8.8,18.5,180,180,20220304,20220304,270,5.2,3.2,173.0,46.64,425.4,8.3,6.9,6.3
108,서울,2022-04,14.8,20.4,15.5,4.0,0.9,20220429.0,20220429.0,20220429.0,2.7,8.4,14.5,50,50,20220413,20220413,270,4.1,2.7,246.4,62.35,615.24,18.1,15.4,14.6
108,서울,2022-05,19.1,7.5,3.5,2.9,1.4,20220525.0,20220525.0,20220525.0,2.6,7.6,14.1,200,230,20220526,20220501,270,3.9,2.1,302.3,68.69,764.61,25.2,21.3,20.4
108,서울,2022-06,23.3,393.8,176.2,34.4,10.9,20220630.0,20220623.0,20220630.0,2.5,9.9,20.9,200,180,20220628,20220628,50,6.9,5.0,131.9,29.83,440.59,25.8,24.2,23.7
