지점,지점명,일시,평균기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),10분최다강수량(mm),일최다강수량 나타난날(yyyymmdd),1시간최다강수량 나타난날(yyyymmdd),10분최다강수량 나타난날(yyyymmdd),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),최대풍속 풍향(16방위),최대순간풍속 풍향(16방위),최대풍속 나타난날(yyyymmdd),최대순간풍속 나타난날(yyyymmdd),최다풍향(16방위),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C),0.05m평균지중온도(°C),0.1m평균지중온도(°C)
95,철원,2021-08,23.6,219.6,53.4,34.9,18.3,20210821,20210801,20210821,1.4,6.6,14.4,140,140,20210801,20210801,20,6.9,4,211.3,50.06,486.91,26.9,,
95,철원,2021-09,20.3,105.9,44.5,12.2,10,20210921,20210921,20210921,1.4,5.7,11.3,360,70,20210911,20210917,20,5.5,3.6,231.6,62.09,476.77,22.4,,
95,철원,2021-10,12.7,128.3,70.7,24.9,7.9,20211004,20211004,20211004,1,6,11.1,360,180,20211027,20211004,360,4.9,3.4,196.1,56.42,355.35,14.1,,
95,철원,2021-11,5.3,57.3,25,.1,.1,20211130,20211104,20211104,1.1,6.2,15.1,200,270,20211108,20211122,200,4.4,2.9,174.1,57.23,261.99,5,,
95,철원,2021-12,-2.1,4.9,1.6,,,20211215,,,1.1,5.9,14.4,290,290,20211230,20211217,200,3.6,2.5,177.3,59.78,236.21,-1.7,,
98,동두천,2021-01,-4.2,15.4,4.7,,,20210121,,,1.4,10.7,17.7,290,290,20210128,20210128,290,3.9,2.8,188.8,61.56,,-3.1,,
98,동두천,2021-02,1.3,8.5,5.8,,,20210203,,,1.9,9.3,15.9,290,290,20210215,20210217,320,3.9,2.5,189.6,62.7,,2.3,,
98,동두천,2021-03,7.7,107.8,70.7,,,20210301,,,1.6,8.1,14.7,290,270,20210321,20210321,20,4.5,2.9,238.4,64.22,,10.2,,
98,동두천,2021-04,13,99.3,49,8.6,2.6,20210403,20210403,20210403,1.7,9,17.2,320,340,20210417,20210417,20,4.8,3.2,239,60.37,,15.7,,
98,동두천,2021-05,15.8,228.8,79.4,12.4,4.8,20210516,20210531,20210531,1.5,8.2,16.1,290,230,20210509,20210508,230,5.4,3.7,210.8,47.78,,19.3,,
98,동두천,2021-06,21.3,103.3,23.7,21,9,20210628,20210628,20210630,1.1,6.2,12.3,270,180,20210629,20210610,250,6,3.8,207.7,46.9,,25.9,,
98,동두천,2021-07,26.4,100.2,34.8,17.6,10.3,20210703,20210710,20210710,.9,6.9,14.2,140,110,20210716,20210716,20,5.7,3.5,237.8,52.9,,32.2,,
98,동두천,2021-08,24.3,140.6,52.7,18.2,9.1,20210821,20210821,20210801,.9,5.8,10.7,290,290,20210804,20210804,20,6.9,4.5,163.4,38.76,,28.5,,
98,동두천,2021-09,20.8,100.6,50.1,15.9,4.8,20210921,20210921,20210921,1,6,11.3,230,250,20210921,20210922,50,5.4,3.6,203.5,54.54,,23.7,,
98,동두천,2021-10,13.7,71.2,36.8,18.2,6.6,20211004,20211004,20211004,.9,5.6,11.7,230,230,20211005,20211004,20,4.7,3.5,186.5,53.62,261.64,15.8,,
98,동두천,2021-11,6.4,51.6,22.6,,,20211130,,,1.3,8.8,16.6,290,250,20211130,20211108,290,4.6,3,166.8,54.76,258.11,6.6,,
98,동두천,2021-12,-1.1,8.3,3.3,,,20211215,,,1.4,7.9,13.9,290,320,20211217,20211201,320,3.5,2.8,185.1,62.2,248.82,-.5,,
99,파주,2021-01,-5.1,12.9,4.9,,,20210121,,,1.4,9.5,16.4,290,290,20210128,20210128,50,4,2.8,192.8,62.88,,-3.2,,
99,파주,2021-02,.5,10,7.5,,,20210203,,,1.8,7.3,14.4,290,290,20210217,20210215,320,4.1,2.7,197.1,65.16,,1.5,,
99,파주,2021-03,6.7,112.4,64.8,,,20210301,,,1.5,6.8,12.9,320,320,20210321,20210321,50,4.7,3.1,242.6,65.37,,8.4,,
99,파주,2021-04,12.2,106.4,48.5,7.8,2.1,20210403,20210403,20210403,1.8,8.8,17.9,320,340,20210417,20210417,50,4.7,3.3,234.8,59.34,,14.3,,
99,파주,2021-05,15.5,243,100,15,6.6,20210516,20210516,20210516,1.5,7.1,14.2,200,270,20210508,20210509,230,5.4,3.9,212.8,48.23,,18.2,,
99,파주,2021-06,21.1,50.4,14.3,6.9,4.3,20210610,20210610,20210603,1.2,6.5,14.1,160,160,20210611,20210611,50,6.1,3.6,198.9,44.91,,25.2,,
99,파주,2021-07,26.1,93.6,46.2,11.5,11.2,20210703,20210717,20210717,1.1,5.2,10.1,250,180,20210710,20210710,50,5.3,2.9,256.6,57.1,,30.7,,
99,파주,2021-08,24.1,183.3,72.5,42.5,11.9,20210821,20210821,20210821,1.3,5.6,11.2,70,70,20210821,20210821,50,6.8,4.1,180.1,42.72,,27.8,,
99,파주,2021-09,20.6,93.5,47.2,12,3.7,20210921,20210921,20210921,1.6,5,9.9,250,250,20210922,20210922,50,5.3,3.5,209.4,56.12,,22.7,,
99,파주,2021-10,13,79.4,42.5,20.1,8.5,20211004,20211004,20211004,1.1,5.2,13.7,230,250,20211004,20211004,110,4.6,3.6,190.5,54.77,263.31,15.1,,
99,파주,2021-11,5.5,47.2,23.1,,,20211130,,,1.1,7.6,15.8,320,290,20211130,20211130,320,4.4,3.1,176,57.78,266.77,6,,
99,파주,2021-12,-1.9,5.8,1.8,,,20211210,,,1.2,8.2,13.9,320,290,20211217,20211217,320,3.2,2.5,193.1,64.84,250.9,-.7,,
100,대관령,2021-01,-7.3,7.8,2.6,,,20210128,,,4,14.3,25.5,270,270,20210113,20210128,270,3.7,2.5,204.9,66.7,310.63,-4.8,,
100,대관령,2021-02,-2,2.2,1.4,,,20210227,,,4.6,13.6,24.5,270,290,20210219,20210219,270,3.6,1.6,226.8,74.9,379.72,-1.1,,
100,대관령,2021-03,3,86.2,52.8,,,20210301,,,3,12.7,22,250,270,20210323,20210323,270,5,3.8,231.9,62.47,493.87,3.1,,
100,대관령,2021-04,7.5,98.4,41.6,7,1.5,20210403,20210403,20210429,3,12.1,20,270,270,20210428,20210428,270,5.1,3.5,257.8,65.18,604.86,10.6,,
100,대관령,2021-05,11.8,154,59.9,11,2.8,20210516,20210516,20210516,3.1,12,23,270,250,20210507,20210508,270,5.7,4.2,225.5,51.18,587.01,14.6,,
100,대관령,2021-06,16.8,78.6,34.5,5.2,2.4,20210616,20210616,20210615,2.3,10.2,19.3,270,250,20210605,20210605,90,6.6,5,185.1,41.84,565.43,20.5,,
100,대관령,2021-07,21.4,124.8,46.3,16.6,10.4,20210703,20210704,20210730,1.7,6,10.3,250,270,20210711,20210711,90,6.1,4,263.8,58.78,688.81,27.5,,
100,대관령,2021-08,19.6,217.2,34.9,15.2,11.1,20210818,20210818,20210806,1.9,9.3,18,250,250,20210822,20210822,270,7.8,6.3,116,27.53,385.83,22.2,,
100,대관령,2021-09,15.7,153.9,69,11.3,3.3,20210901,20210901,20210901,2,8.9,15.3,270,290,20210922,20210922,90,6.6,5.5,153.9,41.27,406.56,18.6,,
100,대관령,2021-10,9.7,65.2,18.1,3.6,1.2,20211015,20211002,20211002,2,8.9,15.2,270,250,20211005,20211004,270,5.5,4.4,183.6,52.74,369.84,11.9,,
100,대관령,2021-11,2.7,32.6,14.3,,,20211108,,,4.1,13.9,26.1,270,290,20211130,20211123,270,4,2.8,193.8,63.5,305.65,2.8,,
100,대관령,2021-12,-3.9,6.4,6.2,,,20211207,,,4.5,14.3,25.9,290,270,20211217,20211220,270,3.3,2.6,207.9,69.62,291.96,-2.9,,
101,춘천,2021-01,-4.7,17.7,4.5,,,20210121,,,1.2,9.2,14.5,270,250,20210128,20210128,320,,,171.3,55.87,256.88,-2.8,-2.1,-2
101,춘천,2021-02,1.2,6.6,2.6,,,20210203,,,1.6,7,11.9,290,290,20210215,20210215,230,,,195.6,64.66,328.03,1.1,-.1,-.2
101,춘천,2021-03,7.8,104.1,69.7,,,20210301,,,1.5,7.5,11.2,290,290,20210321,20210321,340,,,207.1,55.81,445.14,8.3,7.4,7.1
101,춘천,2021-04,13.1,121.7,63.1,9.2,2.5,20210403,20210403,20210403,1.6,8.6,11.5,270,250,20210417,20210417,230,,,224.3,56.67,537.02,15,14.4,14.2
101,춘천,2021-05,16.4,172.3,69.1,12.4,4.9,20210516,20210516,20210507,1.4,6.6,10.3,270,230,20210509,20210508,230,,,202.2,45.83,539.65,18.8,18.5,18.2
101,춘천,2021-06,22.3,99.7,31.6,22.3,6.5,20210626,20210626,20210622,1.5,4.9,8.9,360,230,20210621,20210611,340,,,207.7,46.9,585.1,25.5,24.4,24.1
101,춘천,2021-07,27.3,169.5,41.4,20.9,6.8,20210703,20210715,20210710,1.4,5.3,7.9,340,320,20210715,20210715,340,,,262.5,58.41,659.51,31.2,29.5,29.2
101,춘천,2021-08,24.9,129.6,34.8,29.5,12.6,20210831,20210801,20210801,1.5,5.9,8.4,340,340,20210810,20210810,340,,,158.6,37.63,449.57,27.6,27.4,27.3
101,춘천,2021-09,21.3,106,38.3,11.1,3.4,20210921,20210921,20210921,1.6,5.4,8.3,70,180,20210905,20210922,340,,,198.2,53.14,454.82,24.1,23.4,23.2
101,춘천,2021-10,14,60.6,24.6,9.2,3.8,20211004,20211004,20211027,1.1,4.3,6.3,340,270,20211005,20211005,340,,,153.7,44.19,322.46,15.1,16.3,15.7
101,춘천,2021-11,6.3,53,30.2,,,20211130,,,1.2,7,10.7,270,250,20211122,20211122,250,,,164.8,54.1,255.2,5.7,7.2,6.5
101,춘천,2021-12,-1.2,5.1,1.4,,,20211215,,,1.2,7.8,11,290,320,20211217,20211217,250,,,157.4,52.85,227.56,-1.1,.3,-.4
102,백령도,2021-01,-1,64.5,13.7,,,20210110,,,4.9,17.1,26.9,340,340,20210128,20210128,340,6.4,5.5,114.8,37.46,231.25,-.4,,
102,백령도,2021-02,2.1,4.6,1.8,,,20210216,,,5.2,16.4,23.6,340,340,20210217,20210201,340,4.8,3.2,176.4,58.31,345.43,2.3,,
102,백령도,2021-03,6.1,68,37.7,,,20210327,,,3.7,12.1,17.3,320,320,20210321,20210321,320,5.3,3.5,205.2,55.3,485.2,7.5,,
102,백령도,2021-04,10.9,67.1,41.5,9.6,1.9,20210403,20210403,20210403,4,13.8,20.4,340,340,20210413,20210413,320,4.9,3,238.5,60.24,601.52,13.4,,
102,백령도,2021-05,14.5,67.3,14.4,5.9,2.1,20210510,20210528,20210528,3.8,12.7,22.9,140,140,20210528,20210528,290,5.3,3.4,248.8,56.39,682.22,19.3,,
102,백령도,2021-06,18.7,178.5,131.6,19.4,6.8,20210610,20210610,20210610,2.9,12.3,18.5,140,140,20210601,20210601,140,7.2,5.6,173.3,39.14,577.25,23.4,,
102,백령도,2021-07,24,39.7,32.3,8.6,1.7,20210703,20210703,20210703,2.8,9.6,16.4,90,160,20210703,20210714,140,5.8,3.6,242.3,53.89,649.78,30.7,,
102,백령도,2021-08,23.6,346.4,81.1,38.6,21,20210821,20210801,20210821,2.7,10,16.2,340,160,20210821,20210821,110,6.4,3.4,175.6,41.63,505.26,26.7,,
102,백령도,2021-09,21.4,164.4,42.1,26.1,10,20210920,20210921,20210920,3.4,14.1,21.9,110,110,20210906,20210906,110,4.8,2.9,211.8,56.8,504.76,23.2,,
102,백령도,2021-10,16.1,60.7,32.9,17.9,7.2,20211010,20211010,20211010,4.1,16,24.3,340,360,20211016,20211001,340,4.8,3.2,193.4,55.65,393.66,15.8,,
102,백령도,2021-11,10.2,46.2,18.7,.5,.5,20211108,20211121,20211121,4.9,18.3,26.1,340,340,20211130,20211130,320,5.3,3.7,129.2,42.42,238,9.1,,
102,백령도,2021-12,3.5,12.4,3.6,,,20211218,,,5.7,18.4,26,340,340,20211201,20211201,340,5.4,4.7,120,40.35,210.76,2.7,,
104,북강릉,2021-01,-.6,13,10.3,,,20210123,,,1.8,7.9,13.5,270,270,20210128,20210128,270,3.2,2.1,205.4,66.93,278.85,-1.8,-1.3,-.2
104,북강릉,2021-02,3.8,5.6,5.5,,,20210227,,,1.9,9.2,16.2,230,230,20210215,20210215,140,3.4,1.8,213.5,70.53,352.26,3.2,3.1,2.5
104,북강릉,2021-03,8.3,115.7,75.6,,,20210301,,,1.6,8.5,15.1,250,250,20210329,20210323,270,4.9,3.1,210.4,56.7,446.67,7.9,7.6,7
104,북강릉,2021-04,12.4,115,50.9,11.6,3.4,20210403,20210430,20210430,1.7,7.8,13.6,250,250,20210419,20210419,70,4.9,2.9,237,59.86,578.24,14.8,14.7,14.3
104,북강릉,2021-05,16.4,157.6,73.2,12.6,3.6,20210516,20210516,20210516,1.7,10.3,20.7,230,200,20210507,20210507,140,5.5,3.2,229,51.93,592.14,18.5,18.3,17.7
104,북강릉,2021-06,20.1,30.4,15.4,5.3,1.6,20210603,20210616,20210616,1.1,6.5,12.6,250,230,20210604,20210605,90,6.6,4.7,181.7,41.04,561.15,24.6,24.1,22.6
104,북강릉,2021-07,24.5,146,64.7,25,7.8,20210703,20210717,20210717,.9,3.9,7.8,90,140,20210716,20210710,90,6.1,3.8,255.7,56.91,671.93,30.9,29.3,26.9
104,북강릉,2021-08,23.5,479.1,145.8,55.7,17.2,20210808,20210808,20210818,1.1,4.9,11.1,230,230,20210809,20210809,180,7.8,5,106.5,25.27,391.2,26.3,26.1,24.7
104,북강릉,2021-09,20,128.7,86.7,14,3.1,20210901,20210901,20210901,1,4.7,8.6,160,360,20210923,20210913,140,6.2,4.2,170.2,45.63,416.25,22.6,22.4,19.7
104,북강릉,2021-10,15.2,143.1,60.7,9.4,5.7,20211006,20211019,20211015,1.2,4.7,10.2,230,230,20211005,20211005,50,5.3,3.6,168.6,48.46,321.45,15.9,16.2,15.7
104,북강릉,2021-11,10,16.6,8.5,,,20211102,,,1.6,8.3,16.7,270,250,20211130,20211130,180,3.4,1.9,213.3,70,296.63,8.1,8.8,8.3
104,북강릉,2021-12,3.3,41.6,18,,,20211225,,,1.8,9,18,270,270,20211217,20211217,270,2.6,1.6,218.1,73.14,266.08,1.9,2.7,3.3
105,강릉,2021-01,.6,11.4,8.8,,,20210123,,,2.6,8.7,17.7,250,320,20210115,20210128,230,3.5,1.5,200.2,65.23,296.02,1,1.2,1.3
105,강릉,2021-02,4.9,5.1,5.1,,,20210227,,,2.9,12.1,22.3,250,230,20210219,20210219,230,3.6,1.7,203.4,67.2,366.73,7.4,5.2,5.1
105,강릉,2021-03,9.7,122,79.7,,,20210301,,,2.3,8.3,16.1,250,230,20210328,20210328,230,5,2.6,201,54.16,461.98,9.3,8.6,8.5
105,강릉,2021-04,13.8,108.1,43.3,8.9,2.1,20210403,20210404,20210404,2.2,7.4,14.9,230,250,20210416,20210416,230,4.9,2.3,217.6,54.96,571.24,16.5,14.8,14.6
105,강릉,2021-05,17.9,157.5,63.5,10.9,3.3,20210516,20210516,20210516,2.4,9.7,22.8,230,230,20210507,20210507,230,5.7,2.5,205.4,46.58,580.52,19.1,18,17.8
105,강릉,2021-06,22,32.5,14.2,7.1,3.4,20210616,20210616,20210616,1.8,8.6,15.1,230,230,20210605,20210605,230,6.3,3.4,159.1,35.94,552.76,25.9,24,23.1
105,강릉,2021-07,26.7,142.2,57.7,23.3,17.3,20210703,20210717,20210710,1.5,4.8,9.7,230,200,20210710,20210710,230,5.7,,214.7,47.79,661.09,31.2,28.7,27.7
105,강릉,2021-08,25.5,438.1,135.9,60.2,15.5,20210808,20210808,20210808,1.8,6.9,15.9,230,230,20210821,20210821,230,7.6,3.5,72.9,17.87,367.38,26.8,26.4,25.6
105,강릉,2021-09,21.7,111.6,76.9,12.8,2.8,20210901,20210901,20210901,1.7,5.3,10.3,290,200,20210922,20210922,230,5.9,2.8,134.2,35.98,404.96,23.8,22.4,21.9
105,강릉,2021-10,16.5,130.9,48.8,14.2,4.7,20211006,20211015,20211015,1.9,6.9,13,320,250,20211005,20211010,230,5.6,2.9,159.1,45.73,328.63,17.3,16.8,16.4
105,강릉,2021-11,11.1,13.1,5.2,,,20211102,,,2.6,9.1,17.3,230,200,20211108,20211108,230,3.6,1.7,197.5,64.82,303.6,9.7,10.2,9.8
105,강릉,2021-12,4.4,43.9,17.6,,,20211225,,,2.9,7.9,17.2,250,250,20211221,20211217,230,3.1,1.6,207.2,69.48,286.04,4,4.6,4.3
106,동해,2021-01,.6,2.7,1.5,,,20210122,,,2.5,9.4,22.8,270,270,20210128,20210115,290,3.3,1.3,203.3,66.07,,-.6,,
106,동해,2021-02,4.6,.9,.9,,,20210227,,,2.5,10.6,18.2,270,270,20210215,20210215,290,3.7,1.2,205.7,67.91,,5.6,,
106,동해,2021-03,8.6,99.8,67.3,,,20210301,,,2.1,8.6,14.6,50,320,20210306,20210321,250,5,2.7,207.7,55.94,,10.2,,
106,동해,2021-04,11.9,80.3,34.8,6.2,3.4,20210403,20210403,20210429,2.3,9.5,15.4,160,160,20210426,20210426,160,4.9,2,229.9,58.13,,16.7,,
106,동해,2021-05,15.8,116.9,49.6,8.2,2.4,20210516,20210516,20210516,2.1,11.2,19.5,270,290,20210507,20210507,250,5.7,2.7,220.6,50.11,,20,,
106,동해,2021-06,19.8,40.6,14.6,7.4,3.5,20210603,20210616,20210616,1.5,8.5,12.9,50,50,20210621,20210621,50,6.3,3.3,187.4,42.43,,25.9,,
106,동해,2021-07,24.6,110.8,51,16.1,4.9,20210703,20210704,20210717,1.2,5.6,9.3,20,360,20210704,20210704,70,5.6,2.1,259.9,57.95,,32.5,,
106,동해,2021-08,23.8,423.3,85.5,34.2,11.6,20210818,20210818,20210818,1.6,8.8,14.7,50,20,20210809,20210809,250,7.5,3.7,108.3,25.72,,27,,
106,동해,2021-09,20.8,176.8,103.5,11.3,5.2,20210901,20210901,20210925,1.6,7.1,15.1,50,320,20210929,20210922,250,6,3.2,169.1,45.35,,24.1,,
106,동해,2021-10,15.8,150.5,43.4,11.9,4.8,20211006,20211006,20211006,1.8,8.1,14,20,20,20211005,20211005,250,5.6,3.7,164.6,47.27,,17,,
106,동해,2021-11,10.9,7.6,3.1,,,20211130,,,2.1,8.9,17.3,270,200,20211108,20211108,250,3.3,1.5,213.2,69.81,,9.1,,
106,동해,2021-12,4.8,34.4,21.3,,,20211225,,,2.4,9.8,19.2,270,290,20211201,20211217,290,3.1,1.8,213.4,71.44,,3.2,,
108,서울,2021-01,-2.4,18.9,9.2,,,20210121,,,2.5,8.7,17.5,250,270,20210128,20210128,50,3.9,2.6,176.4,59.25,270.25,-2,-.6,-1.1
108,서울,2021-02,2.7,7.1,3.4,,,20210203,,,2.6,7.5,15.8,270,270,20210217,20210217,270,4,2.5,181,59.74,348.55,2.3,2.2,1.6
108,서울,2021-03,9,110.9,67.5,,,20210301,,,2.4,6.9,14.8,230,320,20210322,20210321,270,4.7,2.6,213,57.37,476.94,9.7,9.4,8.6
108,서울,2021-04,14.2,124.1,56.2,11.5,2.9,20210403,20210403,20210403,2.6,7.1,12.5,290,180,20210417,20210417,50,4.8,3,208.6,52.74,558.28,15.7,15.1,14.4
108,서울,2021-05,17.1,183.1,66.9,11.3,5.9,20210516,20210530,20210507,2.4,8.4,16,200,270,20210508,20210530,50,5.6,3.3,203.7,46.25,570.5,18.8,18.8,18.1
108,서울,2021-06,22.8,104.6,38.2,37.7,11.7,20210627,20210627,20210627,2.2,7.8,15,200,180,20210627,20210622,50,5.6,3.3,185.5,41.96,563.35,25.2,24.6,23.8
108,서울,2021-07,28.1,168.3,67.4,65.7,26.6,20210719,20210719,20210719,2,7.4,16.5,50,360,20210716,20210716,50,5.9,3.6,195.2,43.51,578.3,29.7,29,28.2
108,서울,2021-08,25.9,211.2,77.4,27.9,11.9,20210831,20210821,20210821,2.1,8.3,16.4,320,290,20210806,20210806,50,7,3.9,127.3,30.24,428.88,28.2,27.5,27
108,서울,2021-09,22.6,131,68.1,27.1,7.5,20210921,20210921,20210921,2.3,7.1,12.5,320,110,20210921,20210920,50,5.4,3.1,182,48.82,474.13,24.6,24,23.5
108,서울,2021-10,15.6,57,14.2,12.7,8.5,20211010,20211001,20211001,2.1,10.6,20.9,290,320,20211001,20211001,50,4.7,3.1,168.4,48.38,353.62,16.7,17.9,17.6
108,서울,2021-11,8.2,62.4,27.2,,,20211130,,,2.1,9.3,16.6,270,270,20211108,20211108,270,4.2,2.7,163.6,53.57,271.64,7.9,9.9,9.7
108,서울,2021-12,.6,7.9,2.8,,,20211218,,,2.3,8.1,15.2,290,320,20211217,20211217,270,3.2,2.2,185.4,62.07,257.25,.8,3,2.7
112,인천,2021-01,-2,20.8,14.4,,,20210121,,,3.4,13.9,22.3,320,320,20210128,20210128,340,4.1,2.6,199.5,64.84,269.39,-1.7,-.3,0
112,인천,2021-02,2.1,6.6,3.3,,,20210203,,,3.6,11.6,18.3,340,340,20210216,20210215,340,4,2.4,197.3,65.14,334.51,2.3,2.7,2.6
112,인천,2021-03,7.7,93.4,58.7,,,20210301,,,2.8,11.1,17.2,340,320,20210321,20210321,230,4.9,2.7,228.4,61.51,455.93,8.6,8.5,8.3
112,인천,2021-04,13.2,116.9,54.7,11,2.4,20210403,20210430,20210403,3.2,8.9,15,320,320,20210417,20210417,340,4.9,3.1,233.8,59.14,547.8,14.5,14,13.6
112,인천,2021-05,16.2,191.5,61.4,14.2,7.6,20210516,20210530,20210530,3,10.9,15.3,340,340,20210501,20210501,250,5.6,3.2,240.1,54.56,571.02,17.9,17.5,17.3
