지점,지점명,일시,평균기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),10분최다강수량(mm),일최다강수량 나타난날(yyyymmdd),1시간최다강수량 나타난날(yyyymmdd),10분최다강수량 나타난날(yyyymmdd),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),최대풍속 풍향(16방위),최대순간풍속 풍향(16방위),최대풍속 나타난날(yyyymmdd),최대순간풍속 나타난날(yyyymmdd),최다풍향(16방위),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C),0.05m평균지중온도(°C),0.1m평균지중온도(°C)
112,인천,2021-06,21.6,45.4,16.1,6.1,2.7,20210603,20210610,20210628,2.4,9.5,17,180,180,20210611,20210610,250,6,3.4,232.7,52.71,580.67,24.6,23,22.5
112,인천,2021-07,27.2,84.2,52.7,12.9,5.7,20210703,20210703,20210710,2.2,8.5,14.3,70,50,20210716,20210716,250,5.6,2.9,270.1,60.25,623.39,31.1,27.9,27.1
112,인천,2021-08,25.5,269,82.7,29.5,14.4,20210831,20210816,20210816,2.5,8.8,15.5,360,360,20210821,20210821,340,6.7,3.3,186.2,44.22,461.24,28.3,26.8,26.5
112,인천,2021-09,22.7,125.8,74.6,37.5,12.3,20210921,20210921,20210921,2.8,7.4,11.6,270,360,20210922,20210921,90,5.5,3.3,211,56.58,445.86,23.1,23.6,23.2
112,인천,2021-10,16,31.6,7.8,5.5,2.5,20211001,20211001,20211001,2.6,10,18.2,340,290,20211001,20211001,20,4.7,3,201.2,57.77,354.86,16.3,17.6,17.5
112,인천,2021-11,8.8,79,31.4,,,20211108,,,2.9,12.4,19.5,340,340,20211130,20211130,340,4.3,2.9,180.7,59.17,253.12,7.9,10,9.8
112,인천,2021-12,1.3,7.6,4.6,,,20211218,,,3.3,12.3,17.3,340,340,20211201,20211217,320,3.1,2.1,192.3,64.38,248.45,.6,3.3,3.3
114,원주,2021-01,-2.9,8.4,3.8,,,20210121,,,.9,8,15.7,270,270,20210128,20210128,270,4.1,2,184.1,59.75,280.29,-2.3,,
114,원주,2021-02,2.5,4.2,1.9,,,20210201,,,1.2,6.5,10.9,270,250,20210215,20210215,270,3.7,1.8,195.1,64.33,346.81,1.9,,
114,원주,2021-03,8.8,73.2,55.5,,,20210301,,,1.2,6,12.3,290,290,20210323,20210328,270,4.7,2.3,214.5,57.77,462.9,8.9,,
114,원주,2021-04,13.8,88.9,53.5,9.9,2.4,20210403,20210403,20210403,1.4,5.3,13.6,270,290,20210414,20210417,230,4.8,2.3,220.9,55.87,550.1,15.2,,
114,원주,2021-05,16.5,142.7,45.1,15.2,6.5,20210516,20210531,20210531,1.1,5.7,11.8,270,290,20210509,20210509,230,5.8,2.8,200.6,45.63,543.93,18.9,,
114,원주,2021-06,22.3,133,67.4,60.8,20,20210622,20210622,20210622,1.1,5.4,10.6,20,20,20210616,20210616,20,6.2,2.6,205.5,46.65,592.1,25.7,,
114,원주,2021-07,26.7,199.8,80.4,46.6,16.4,20210708,20210708,20210708,1,4.1,8.1,200,200,20210715,20210715,20,6,2.3,238.2,53.17,628.49,30.6,,
114,원주,2021-08,24.6,172.9,74.2,49.9,12.5,20210801,20210801,20210801,1,4.9,10,180,180,20210803,20210821,20,7.4,3.1,141.5,33.64,455.88,28,,
114,원주,2021-09,21.1,183.5,68.7,25.6,8,20210901,20210922,20210922,.9,4.4,10.9,140,340,20210907,20210922,20,6.2,2.8,168.8,45.28,433.79,24.2,,
114,원주,2021-10,14.4,45.6,17,5,1.6,20211010,20211001,20211011,.7,3.9,8.9,200,230,20211004,20211001,20,5.1,2.5,172.5,49.54,358.03,16.2,,
114,원주,2021-11,7.3,55.9,25.4,,,20211108,,,.9,6.9,13.5,290,320,20211122,20211122,270,4.4,2.3,168.2,55.02,264.99,6.8,,
114,원주,2021-12,.3,4.9,3.7,,,20211215,,,1,6.7,13.1,290,270,20211217,20211217,270,3.4,2.2,176.4,59,249.55,-.1,,
115,울릉도,2021-01,1.3,105.9,36,,,20210116,,,3.4,14.1,23.4,250,50,20210107,20210127,250,7,5.9,94.5,30.7,196.35,1.7,2,2.1
115,울릉도,2021-02,4.6,74.6,26.6,,,20210208,,,4.2,15.1,24,250,270,20210219,20210215,250,5.9,4.3,121.3,40.02,283.35,4.7,4.5,4.7
115,울릉도,2021-03,8.1,59.3,28.9,,,20210301,,,4.1,18.5,25.8,50,70,20210301,20210301,70,5.2,3.2,179.1,48.22,467.59,9.5,8.6,8.7
115,울릉도,2021-04,11.6,143.9,33.7,13.1,7.6,20210403,20210430,20210430,4.2,15.2,25.3,340,320,20210420,20210420,70,5,2.8,214.2,54.19,607.5,14.8,13.5,13.8
115,울릉도,2021-05,15.7,92.2,20.6,7.4,2.7,20210501,20210501,20210501,3.8,14.5,23.1,250,270,20210516,20210516,250,5.7,3,201.4,45.76,584.7,18.4,16.9,17.2
115,울릉도,2021-06,19.7,82.3,61.9,16.4,3.6,20210603,20210603,20210603,3.1,12.1,20.6,250,360,20210605,20210604,70,6.7,4.7,166.6,37.74,540.7,22.5,21.2,21.5
115,울릉도,2021-07,24.8,89,44,28.4,7.3,20210704,20210704,20210704,2.2,10.4,19.3,230,230,20210704,20210704,70,6.5,4.4,202.1,45.08,623.9,28.4,26.6,27.1
115,울릉도,2021-08,24.2,312.2,92.7,39.8,10.1,20210824,20210824,20210824,3.2,18.1,34.8,70,50,20210824,20210824,70,7.4,4.6,124.5,29.56,446.31,25.8,25.1,25.6
115,울릉도,2021-09,20.6,179.2,80.6,19.6,11.8,20210901,20210903,20210903,3.8,10.1,17.8,70,50,20210917,20210917,70,6.1,4.4,160.7,43.09,444.87,21.3,21,21.2
115,울릉도,2021-10,15.8,191.8,43.1,10.7,3.8,20211022,20211022,20211022,3.8,17.3,27.4,270,290,20211011,20211011,70,5.8,4.1,144.6,41.53,345.67,14.6,15.2,15.7
115,울릉도,2021-11,11.1,38.3,9.8,,,20211120,,,3.6,16,24.7,250,250,20211108,20211130,250,5,3.7,139.9,45.81,279.49,8.5,8.9,10.1
115,울릉도,2021-12,4.9,164.3,29,,,20211226,,,3.5,12.4,23.3,250,320,20211201,20211217,250,6.4,5.6,111.2,37.23,196.73,3,3.5,5.1
119,수원,2021-01,-2.4,24.1,9.1,,,20210121,,,1.9,10.4,17.4,290,290,20210128,20210128,320,3.9,2.7,191.6,62.15,275,-1.1,,
119,수원,2021-02,2.2,9.7,3.8,,,20210203,,,2.2,8.4,13.9,90,270,20210227,20210215,290,3.8,2.3,199.1,65.6,335,2.8,,
119,수원,2021-03,8.1,102.8,70.7,,,20210301,,,1.9,8.2,15.6,270,250,20210321,20210321,270,4.6,2.7,221.4,59.63,457.07,8.7,,
119,수원,2021-04,13.5,106.4,46.7,10.1,3,20210403,20210403,20210430,2.2,7.1,12.3,90,90,20210423,20210423,270,4.7,2.9,226.8,57.4,541.96,14.9,,
119,수원,2021-05,16.5,179.2,32.6,15.5,7.3,20210516,20210528,20210507,2,8.8,14.7,270,290,20210530,20210530,270,5.6,3.4,208.6,47.45,544.33,17.8,,
119,수원,2021-06,22.5,50.1,17.2,7.3,2.5,20210603,20210610,20210626,1.8,6.7,11.3,230,200,20210620,20210620,250,5.4,3.2,225.3,51.17,575.34,24.9,,
119,수원,2021-07,27.7,134.4,33.3,20.1,16.1,20210703,20210718,20210718,1.8,7.5,12.6,140,110,20210718,20210718,110,5.6,3.2,242.6,54.16,608.7,29.3,,
119,수원,2021-08,25.7,161.1,42.1,15.5,6.3,20210831,20210831,20210831,1.8,10.4,19.7,110,110,20210821,20210821,250,6.9,3.5,150.4,35.77,426.72,27.2,,
119,수원,2021-09,22.6,164.1,70.9,43.9,13.7,20210901,20210901,20210901,2.1,6.5,11.4,110,110,20210906,20210920,90,5.5,3.2,190.1,50.99,428.47,23.1,,
119,수원,2021-10,15.6,36,11.3,6.2,1.5,20211019,20211019,20211001,1.7,6.8,12.7,320,180,20211001,20211004,320,4.4,3,205.3,58.93,366.94,16.1,,
119,수원,2021-11,7.9,104.2,38.4,,,20211108,,,1.6,8.5,15.1,290,290,20211121,20211130,290,4.2,2.8,183.7,60.05,261.76,7.6,,
119,수원,2021-12,.7,12.3,3.4,,,20211215,,,1.9,9.1,15.5,290,290,20211217,20211217,320,3.2,2.2,189.8,63.46,244.23,.7,,
121,영월,2021-01,-3,13.1,4.4,,,20210118,,,1.1,9.1,19.4,270,290,20210128,20210128,270,3.9,2.4,189,61.28,,-2.2,,
121,영월,2021-02,2.2,9.4,6.2,,,20210201,,,1.4,7,14.6,270,250,20210215,20210215,270,3.5,2,203.8,67.15,,1.8,,
121,영월,2021-03,8.2,93.8,62.2,,,20210301,,,1.3,6.3,13.1,290,270,20210321,20210321,270,4.7,3,204.4,55.05,,8.4,,
121,영월,2021-04,12.7,95.8,50.5,8.7,3.3,20210403,20210403,20210429,1.5,7.8,14.1,90,270,20210401,20210417,270,4.8,3,214.2,54.24,,14.4,,
121,영월,2021-05,15.4,154.3,63.9,8.5,5.1,20210516,20210516,20210502,1.1,6.5,13.8,290,270,20210509,20210505,270,6,3.4,182.9,41.64,,17.5,,
121,영월,2021-06,21,141,72.9,36.5,15.6,20210622,20210622,20210622,1,5.5,13.2,110,360,20210625,20210622,90,6.6,3.5,195.3,44.36,,24.7,,
121,영월,2021-07,25.4,180.2,30.8,24.2,9.5,20210708,20210701,20210701,.9,6.6,12.9,90,180,20210715,20210715,110,6.2,2.6,222.6,49.72,,31.1,,
121,영월,2021-08,23.3,192.6,31.3,20.6,8.3,20210801,20210801,20210801,.9,7.6,11.9,90,90,20210801,20210801,90,7.7,4.1,116.5,27.72,,27.8,,
121,영월,2021-09,19.9,136.9,53.2,10.8,7.3,20210901,20210901,20210922,1,6.3,15,90,320,20210915,20210922,90,6.5,3.3,163.4,43.83,,22.8,,
121,영월,2021-10,13.5,44.8,12.5,8.4,6.1,20211016,20211002,20211002,.7,5.5,13.1,90,110,20211012,20211012,270,5.7,3.5,155.7,44.66,,15.6,,
121,영월,2021-11,6.6,40.8,20.1,,,20211130,,,1,8.2,15.2,270,290,20211122,20211122,270,4.4,3.1,167.5,54.68,,6.7,,
121,영월,2021-12,.1,3.7,1.5,,,20211215,,,1.1,8.6,17.5,270,340,20211217,20211217,270,3.4,2.6,180.2,60.19,,-.1,,
127,충주,2021-01,-3.6,13.6,4.9,,,20210121,,,1.4,8.3,14.9,270,290,20210128,20210128,270,4.4,2.9,179.7,58.17,,-1.2,,
127,충주,2021-02,1.7,12.3,7.5,,,20210201,,,1.7,7.7,13.6,250,270,20210221,20210221,270,4,2.4,197.3,67.38,,2.8,,
127,충주,2021-03,8.1,80.5,48,,,20210301,,,1.6,6.9,12.8,270,250,20210321,20210321,90,4.8,3.1,213.9,57.62,,9.6,,
127,충주,2021-04,13.1,63.4,36.4,9.1,2.7,20210403,20210403,20210403,1.9,9.9,17.5,230,230,20210430,20210430,90,4.9,3,227.9,57.74,,14.7,,
127,충주,2021-05,16.2,178.4,54.9,13.3,7,20210516,20210531,20210531,1.6,7.5,14.8,250,230,20210508,20210508,90,5.7,3.9,192.9,43.94,,18.8,,
127,충주,2021-06,22.1,130.4,42.3,24.9,17.5,20210629,20210629,20210629,1.4,5.5,11,250,200,20210620,20210611,90,6.2,3.7,194.6,44.22,,25.3,,
127,충주,2021-07,26.4,310.7,85.4,46.4,27.8,20210708,20210711,20210711,1.3,9.4,20,360,360,20210711,20210711,90,6.2,3.1,226.8,50.74,,30.4,,
127,충주,2021-08,24.4,239.9,45.9,21.4,15.8,20210801,20210806,20210806,1.3,6.5,14.6,270,230,20210806,20210806,90,7.4,5.1,143.1,34.07,,27.5,,
127,충주,2021-09,21,240.3,111.5,21.7,6.8,20210901,20210901,20210901,1.4,5.9,11.1,70,90,20210915,20210915,90,6.2,4,185.5,49.77,,23.5,,
127,충주,2021-10,13.8,45.5,13.6,8.7,7.3,20211016,20211002,20211001,1,5.3,13.5,250,250,20211001,20211001,90,5.5,3.9,176.9,50.73,,16.7,,
127,충주,2021-11,6.4,44.9,20.5,,,20211130,,,1.2,7.1,13.6,290,270,20211122,20211130,90,4.5,3.1,156.6,51.08,82.19,7.9,,
127,충주,2021-12,-.5,5.6,2.1,,,20211203,,,1.2,8.3,15.8,250,320,20211217,20211217,270,3.4,2.7,165.6,55.2,239.22,1.4,,
129,서산,2021-01,-1.8,25.3,13.2,,,20210121,,,1.9,10.3,14.7,320,320,20210106,20210128,50,5.9,,170.8,55.22,245.61,.4,1.6,2
129,서산,2021-02,2.5,9.6,4.4,,,20210203,,,2.6,10.1,13.1,320,290,20210215,20210215,200,4.5,,192.8,63.44,337.31,3.4,3.6,3.6
129,서산,2021-03,7.5,112.8,72.5,,,20210301,,,2,9.5,12,290,320,20210321,20210321,50,5.1,,217.7,58.63,471.69,9.8,8.6,8.4
129,서산,2021-04,12.8,110.6,42.5,29.1,6,20210403,20210430,20210430,2.3,8,10.6,290,340,20210413,20210430,70,5.2,,226.3,57.35,556.5,15.1,13.6,13.3
129,서산,2021-05,16.2,132.3,25.8,13.1,5.5,20210528,20210528,20210528,2.3,8,11,180,200,20210507,20210507,200,5.6,,215.5,49.14,569.78,18.7,17.5,17.3
129,서산,2021-06,21.9,70.9,22.3,10.3,6.8,20210623,20210623,20210623,1.9,7.1,10.2,230,230,20210611,20210611,200,6.1,,219.8,50,592.97,24.8,23.1,22.8
129,서산,2021-07,26.7,121.6,67.1,15,5.5,20210703,20210703,20210716,1.8,7.1,10.7,200,200,20210704,20210704,200,5.9,,251.7,56.41,630.42,30.4,27.6,27.4
129,서산,2021-08,25.2,217.8,59.8,15.8,11.2,20210823,20210831,20210824,1.7,9.7,15,160,140,20210821,20210821,70,7.1,,170.5,41.98,457.9,29,27.5,27
129,서산,2021-09,21.9,206,93.4,63.3,16.9,20210901,20210901,20210901,2,7.2,11.1,270,290,20210922,20210922,70,5.6,,197,52.87,447.01,24.8,24.3,23.3
129,서산,2021-10,15.2,55.9,19.9,15.3,9.6,20211019,20211002,20211002,1.5,10.7,14.1,290,290,20211001,20211001,70,4.9,,213.4,61.18,393.01,17.9,18.6,17.8
129,서산,2021-11,8.2,126.2,36,,,20211108,,,1.7,9.5,14.5,290,290,20211130,20211130,50,5,,183.3,59.73,268.56,9,11.2,10.4
129,서산,2021-12,1.6,18.3,4.7,,,20211215,,,2,8.7,13.5,320,320,20211201,20211217,320,4.7,,159.7,53.04,231.07,2.4,4.5,4.2
130,울진,2021-01,.6,7.2,3,,,20210123,,,3,10.7,16.5,290,290,20210107,20210107,250,3.6,2.4,212.1,68.66,,.2,,
130,울진,2021-02,4.8,3.1,2.2,,,20210214,,,3,10.2,16.7,250,230,20210215,20210215,250,3.7,2.1,211.1,69.56,,6.2,,
130,울진,2021-03,8.9,106.6,51.6,,,20210301,,,2.8,10.9,15.6,320,340,20210301,20210301,250,5.5,3.7,205.8,55.43,,10.3,,
130,울진,2021-04,12.1,76.2,30.2,5,2.5,20210404,20210404,20210430,2.7,9.2,12.8,320,320,20210404,20210404,270,5,2.6,223.9,56.73,,16.1,,
130,울진,2021-05,16,137.2,64.1,11.8,4.5,20210516,20210528,20210516,2.4,9.6,15.5,250,250,20210507,20210507,250,5.9,3.3,205.4,46.8,,20.2,,
130,울진,2021-06,19.9,49.5,17,6.7,1.9,20210603,20210630,20210630,2,6.7,10.8,340,340,20210621,20210621,160,6.3,3.8,190,43.18,,25.3,,
130,울진,2021-07,24.7,120.2,44.4,10,2.7,20210703,20210708,20210709,1.7,6.2,7.2,90,90,20210703,20210703,90,6.2,2.8,233.7,52.27,,31.2,,
130,울진,2021-08,24,291.3,53.9,17.7,7.4,20210814,20210831,20210813,2.1,8.1,13,90,320,20210824,20210809,290,7.4,4,134.4,31.98,,27.7,,
130,울진,2021-09,21,142.7,88,20.9,4.9,20210901,20210901,20210901,2.2,6.6,10.1,250,230,20210923,20210923,290,6.4,3.5,158.4,42.5,,23.2,,
130,울진,2021-10,15.7,201.2,101.6,34.3,13.6,20211009,20211009,20211009,2.5,9.6,15,90,340,20211009,20211019,290,5.3,3.4,182.5,52.35,,15.8,,
130,울진,2021-11,10,18.1,10,,,20211130,,,2.6,9.2,17.4,250,270,20211123,20211123,270,3.4,1.7,209.4,68.32,,8.3,,
130,울진,2021-12,3.8,5.6,2.9,,,20211225,,,3,11,21.3,270,290,20211217,20211217,250,2.9,1.9,220.4,73.49,,2,,
131,청주,2021-01,-1.4,12.7,3.5,,,20210121,,,1.3,6.1,13.8,270,250,20210128,20210128,290,4.2,3.1,188.6,60.9,272.83,.1,,
131,청주,2021-02,3.6,7.5,4.2,,,20210201,,,1.6,6.1,14.5,270,270,20210221,20210215,290,3.9,2.5,203.2,66.78,350.53,4.1,,
131,청주,2021-03,9.6,76.6,53.3,,,20210301,,,1.4,5.6,11.6,290,270,20210321,20210323,270,4.7,2.9,220.4,59.38,458.67,10.7,,
131,청주,2021-04,14.8,46.4,23.2,5.2,2,20210403,20210403,20210403,1.8,8.2,19.5,250,250,20210430,20210430,270,4.9,3.2,229.3,58.14,580.04,17.8,,
131,청주,2021-05,17.8,136.4,35.9,12.5,3.9,20210516,20210528,20210516,1.5,7.8,16.1,20,20,20210528,20210528,270,5.8,3.8,200.8,45.84,561.32,20.2,,
131,청주,2021-06,23.8,75.4,25.7,17.2,10,20210603,20210629,20210629,1.5,7,12.8,70,90,20210628,20210628,270,5.7,3.6,205.9,46.86,612.12,27.5,,
131,청주,2021-07,28.3,138.1,38.3,16.1,6.4,20210707,20210708,20210707,1.6,6.1,10.6,20,290,20210716,20210716,140,6,3.4,232.2,52.05,653.71,31.9,,
131,청주,2021-08,26.1,233.1,53.2,17.4,15.3,20210823,20210806,20210806,1.5,7.2,14.6,90,90,20210818,20210818,50,7.3,4.5,149,35.53,473.9,28.6,,
131,청주,2021-09,22.8,185,66.5,20.8,7.4,20210901,20210901,20210922,1.7,6.2,10.5,90,230,20210915,20210922,50,5.7,3.6,181.5,48.71,450.48,24.2,,
131,청주,2021-10,16.1,29.4,10.9,4.2,1.4,20211011,20211011,20211011,1.1,5.9,11,290,320,20211001,20211001,290,4.3,2.6,200.6,57.49,402.13,17.6,,
131,청주,2021-11,9,57.3,23.9,,,20211130,,,1.1,6,12.1,290,290,20211122,20211130,270,4.3,3,182.7,59.47,280.14,9.7,,
131,청주,2021-12,1.7,3.7,1,,,20211210,,,1.3,5.5,11.4,290,320,20211201,20211217,290,3.7,3,178,59.04,249.96,2.2,,
133,대전,2021-01,-1,23.6,4.6,,,20210121,,,1.4,6.3,13.6,20,270,20210128,20210115,20,4.6,3.3,175.5,58.46,263.22,0,1.1,1.1
133,대전,2021-02,4,14.1,8.1,,,20210201,,,1.8,7.4,12.4,180,340,20210227,20210215,20,4,2.4,205.4,67.48,346.85,3.8,4.5,4.2
133,대전,2021-03,9.6,95.2,50.8,,,20210301,,,1.5,7.5,12.5,160,160,20210306,20210306,20,5.3,3.2,208.5,57.92,449.53,9.7,10.4,9.8
133,대전,2021-04,14.7,47.4,22,5.7,1.3,20210403,20210403,20210403,1.9,11.6,17.7,250,270,20210430,20210430,20,5.1,3.3,228.7,59.95,553.13,16.4,16.4,15.5
133,대전,2021-05,17.7,134.2,43.7,21.7,7.9,20210516,20210528,20210528,1.6,6.4,11.9,180,160,20210511,20210511,250,5.8,3.8,203.1,47.92,526.04,19.8,20,19.2
133,대전,2021-06,23.5,105.9,24.2,22.3,11.7,20210629,20210629,20210629,1.5,5.8,11,160,160,20210616,20210616,250,6,3.6,217.7,49.7,565.42,25.7,25.5,24.7
133,대전,2021-07,27.8,151.8,42.2,20.3,9.9,20210703,20210708,20210710,1.6,7.8,14.7,180,360,20210716,20210710,160,6.4,3.5,232.1,55.7,590.14,30.8,30,29
133,대전,2021-08,25.8,289.2,65,17.4,6.7,20210823,20210821,20210802,1.3,7.3,12.3,140,140,20210806,20210806,20,7.6,4.7,152.7,37.67,421.52,27.7,28.1,27.7
133,대전,2021-09,22.4,161.2,52.4,31.4,12.9,20210901,20210901,20210901,1.8,7.1,11.4,160,140,20210915,20210915,180,6.2,3.9,167.5,46.54,401.14,23.9,24.2,24
133,대전,2021-10,15.7,40.8,13.5,3.9,1.7,20211011,20211011,20211010,1.2,4.8,9.9,180,360,20211006,20211019,20,4,2.5,211,62.44,383.07,16.6,18.1,18.3
133,대전,2021-11,8.9,41.7,20.7,,,20211130,,,1.2,6.3,12,180,50,20211107,20211122,20,4.1,2.8,180,60.5,263.73,8.4,10.1,10.5
133,대전,2021-12,1.9,4.4,1.6,,,20211203,,,1.5,7,12.4,50,340,20211217,20211217,20,4.1,3.4,172.1,58.92,241.28,1.7,3.4,3.9
135,추풍령,2021-01,-2.3,18.2,3.9,,,20210126,,,3.1,10.8,21.5,270,250,20210128,20210107,270,4.4,2.9,177.3,58.94,298.46,-1.9,,
135,추풍령,2021-02,2.6,14.8,8.4,,,20210201,,,3.8,13.5,22.2,250,270,20210215,20210217,270,3.7,2.3,195.3,64.05,368.59,3.5,,
135,추풍령,2021-03,7.9,83.8,37.1,,,20210301,,,2.8,10,17.9,270,270,20210329,20210321,270,5.1,3.4,195.6,52.65,471.41,10,,
135,추풍령,2021-04,12.5,43.8,15.1,4.1,1.1,20210412,20210403,20210404,3.1,10.8,20.2,250,230,20210430,20210429,270,5.2,3.1,221.7,56.3,591.76,15.6,,
135,추풍령,2021-05,15.6,165.7,53,22.5,13.4,20210516,20210516,20210516,2.6,12.4,23.3,360,250,20210528,20210505,270,5.8,3.9,156.8,35.87,560.85,18.1,,
135,추풍령,2021-06,20.9,50.8,25.2,6.7,1.9,20210603,20210603,20210603,1.8,8.7,14.2,270,270,20210605,20210605,70,6.1,3.7,182.2,41.66,597.88,25.1,,
135,추풍령,2021-07,24.9,217.1,69.1,36.7,13.2,20210708,20210708,20210708,1.7,8.6,17.4,70,50,20210703,20210703,70,6.7,3.7,191.1,42.93,625.42,29.6,,
135,추풍령,2021-08,23.4,285.6,73.8,45.5,15.8,20210824,20210824,20210802,1.6,8.1,12.3,250,250,20210806,20210806,50,7.6,5.5,118.3,28.25,416.39,26.5,,
135,추풍령,2021-09,19.8,161.2,46.6,17.3,10.7,20210917,20210917,20210929,2.2,7.6,12.6,270,290,20210907,20210923,70,6.4,4.3,123.6,33.19,402.65,22.6,,
135,추풍령,2021-10,13.5,41,15.1,4.5,4,20211011,20211019,20211019,1.9,7.8,13.7,250,270,20211016,20211016,270,4.4,2.9,201.3,57.63,412.27,15.2,,
135,추풍령,2021-11,7.2,43.9,19.1,,,20211130,,,2.7,11,17.7,270,270,20211108,20211130,270,4.1,2.6,176.6,57.34,293.81,7.2,,
135,추풍령,2021-12,1,3.2,1.4,,,20211203,,,3.5,10.5,18.6,270,270,20211225,20211201,270,3.6,2.7,182,60.24,277.62,.9,,
136,안동,2021-01,-2.2,6,4.2,,,20210126,,,1.9,10.1,18.6,290,320,20210128,20210128,290,4,2.9,212.2,68.52,303.13,-1.7,,
136,안동,2021-02,2.6,13.8,10.5,,,20210201,,,2.2,9.6,17.9,290,290,20210215,20210215,290,3.3,1.8,224.8,73.85,383.45,2.7,,
136,안동,2021-03,8.3,110.6,58.7,,,20210301,,,1.8,7.7,13.7,290,290,20210321,20210321,290,5.3,3.3,221.8,59.74,481.56,10,,
136,안동,2021-04,13,107.3,57,12.2,4.1,20210403,20210403,20210403,2,7.1,14.5,290,320,20210413,20210417,110,5,3.3,243.8,61.83,587.67,16.6,,
136,안동,2021-05,16.1,143.8,65.3,14.2,4.1,20210516,20210516,20210516,1.6,8.3,14.7,290,290,20210509,20210525,290,6,3.8,199.5,45.57,557.44,19.4,,
136,안동,2021-06,21.8,58.2,28.6,5.9,2.4,20210603,20210622,20210622,1.4,6,12.2,110,140,20210621,20210621,110,6.5,4.3,205.9,46.88,596.19,26.6,,
136,안동,2021-07,26,127.5,34.6,13.2,4.9,20210708,20210708,20210710,1.5,5.8,10.7,140,160,20210716,20210715,110,6.5,3.9,237.5,53.28,643.43,31.8,,
136,안동,2021-08,24.3,188.9,42.7,10.7,6.4,20210823,20210824,20210807,1.1,5.6,13.3,140,230,20210812,20210806,140,7.7,5.8,134,31.95,441.58,27.7,,
136,안동,2021-09,20.4,132.5,53.3,14.8,6.6,20210901,20210901,20210929,1.3,6.2,11.9,290,320,20210923,20210923,110,7,5,165.7,44.47,411.84,23.4,,
136,안동,2021-10,14.2,50.8,20.2,4.1,.9,20211011,20211016,20211016,1,4.5,8,110,250,20211028,20211005,290,5.8,4.6,174.6,50.01,378.6,16.9,,
136,안동,2021-11,7.1,34.6,17.4,,,20211108,,,1.6,8.4,14.1,290,290,20211122,20211122,290,4.1,2.8,193.6,62.94,307.68,7.3,,
136,안동,2021-12,.8,0,0,,,20211229,,,2,10.9,20.2,290,290,20211217,20211217,290,3.6,2.6,201.1,66.68,276.55,.1,,
137,상주,2021-01,-1.8,16.5,3.9,,,20210126,,,1.9,10.4,18.5,290,290,20210107,20210107,270,3.9,2.9,182.1,58.65,,-1.2,,
137,상주,2021-02,3.2,9.7,7.9,,,20210201,,,2.3,9.4,19.1,290,250,20210215,20210217,270,3.6,2.3,202.2,66.43,,2.9,,
137,상주,2021-03,8.9,98.4,44.1,,,20210301,,,1.6,8.9,16.4,290,270,20210321,20210321,270,5.1,3.8,203,54.66,,10.1,,
137,상주,2021-04,13.6,70.5,27.5,4.9,2.2,20210403,20210403,20210404,1.6,7.1,14,250,250,20210430,20210430,270,5.2,3.6,227.3,57.68,,16.6,,
137,상주,2021-05,16.7,166.5,53,17,7.7,20210516,20210516,20210516,1.3,6.5,17.3,290,270,20210525,20210505,270,5.6,4,201,45.94,,20.1,,
137,상주,2021-06,22.5,57,26.6,6.6,2.8,20210603,20210603,20210622,.9,3.8,8,270,290,20210604,20210604,50,6.2,4.1,210.8,48.12,,27.4,,
137,상주,2021-07,26.2,216.1,51.2,50.9,14.6,20210727,20210727,20210727,.8,7,15.2,340,360,20210711,20210711,70,6.6,3.6,219.9,49.37,,31.3,,
137,상주,2021-08,24.4,324.9,56.5,27.8,18.1,20210823,20210801,20210802,.8,4.9,10.4,250,200,20210802,20210802,230,7.4,5.6,131.2,31.31,.94,28,,
137,상주,2021-09,20.6,188.8,54.7,21.8,7.8,20210917,20210917,20210917,.8,3.4,9,250,250,20210922,20210923,230,6.5,4.7,130.5,35.02,,24.4,,
137,상주,2021-10,14.5,41.4,17.7,3.7,1,20211011,20211016,20211019,.8,4.5,11,250,200,20211005,20211016,230,5,3.5,171.2,49.04,245.68,16.8,,
137,상주,2021-11,8,39.8,18.5,,,20211108,,,1.5,8.5,17.9,250,250,20211130,20211130,250,4,2.4,175.7,57.05,282.82,8.2,,
137,상주,2021-12,1.7,1.2,.4,,,20211230,,,2.1,9.1,18.8,250,250,20211201,20211201,250,3.2,2.4,183.6,60.83,274.22,2,,
138,포항,2021-01,1.8,26.9,15.7,,,20210123,,,2.9,8.4,15.4,270,320,20210128,20210128,250,3.7,1.9,214.3,68.84,303.58,1.8,2.5,2.9
138,포항,2021-02,6.2,15.5,7.2,,,20210201,,,3,8.7,14.3,250,290,20210217,20210217,230,3.5,1.9,216.7,71.05,365.34,6.1,6.2,6.3
138,포항,2021-03,10.7,88.6,41.1,,,20210301,,,2.8,8.7,13.8,50,20,20210306,20210301,230,5.6,3.1,196.2,52.84,444.21,11.6,11.4,11.3
138,포항,2021-04,13.9,69.8,31.3,9.9,3.5,20210403,20210409,20210409,3,7.6,12.4,230,250,20210430,20210430,230,5.2,2.7,250.6,63.67,579.94,17.3,16.4,16.1
