지점,지점명,일시,월합강수량(00~24h만)(mm)
90,속초,2020-01,148.1
90,속초,2020-02,55.8
90,속초,2020-03,38.0
90,속초,2020-04,38.4
90,속초,2020-05,245.1
90,속초,2020-06,271.9
90,속초,2020-07,374.7
90,속초,2020-08,411.3
90,속초,2020-09,482.8
90,속초,2020-10,0.0
90,속초,2020-11,19.2
90,속초,2020-12,0.5
93,북춘천,2020-01,55.9
93,북춘천,2020-02,35.3
93,북춘천,2020-03,13.7
93,북춘천,2020-04,17.0
93,북춘천,2020-05,122.2
93,북춘천,2020-06,79.1
93,북춘천,2020-07,183.6
93,북춘천,2020-08,821.2
93,북춘천,2020-09,153.1
93,북춘천,2020-10,0.3
93,북춘천,2020-11,75.2
93,북춘천,2020-12,4.8
95,철원,2020-01,79.7
95,철원,2020-02,46.8
95,철원,2020-03,16.9
95,철원,2020-04,20.9
95,철원,2020-05,161.7
95,철원,2020-06,92.2
95,철원,2020-07,184.5
95,철원,2020-08,903.0
95,철원,2020-09,166.0
95,철원,2020-10,4.1
95,철원,2020-11,72.3
95,철원,2020-12,1.2
98,동두천,2020-01,71.4
98,동두천,2020-02,54.8
98,동두천,2020-03,19.7
98,동두천,2020-04,19.5
98,동두천,2020-05,134.3
98,동두천,2020-06,128.6
98,동두천,2020-07,248.0
98,동두천,2020-08,757.8
98,동두천,2020-09,130.4
98,동두천,2020-10,2.9
98,동두천,2020-11,73.9
98,동두천,2020-12,0.6
99,파주,2020-01,82.3
99,파주,2020-02,54.3
99,파주,2020-03,12.1
99,파주,2020-04,17.5
99,파주,2020-05,131.8
99,파주,2020-06,131.4
99,파주,2020-07,231.2
99,파주,2020-08,682.6
99,파주,2020-09,195.7
99,파주,2020-10,3.5
99,파주,2020-11,64.2
99,파주,2020-12,5.7
100,대관령,2020-01,86.3
100,대관령,2020-02,45.5
100,대관령,2020-03,39.1
100,대관령,2020-04,64.2
100,대관령,2020-05,104.6
100,대관령,2020-06,157.5
100,대관령,2020-07,382.3
100,대관령,2020-08,296.7
100,대관령,2020-09,551.0
100,대관령,2020-10,1.8
100,대관령,2020-11,22.6
100,대관령,2020-12,4.2
101,춘천,2020-01,80.0
101,춘천,2020-02,54.2
101,춘천,2020-03,13.8
101,춘천,2020-04,14.4
101,춘천,2020-05,118.3
101,춘천,2020-06,75.8
101,춘천,2020-07,174.3
101,춘천,2020-08,773.7
101,춘천,2020-09,157.2
101,춘천,2020-10,0.1
101,춘천,2020-11,84.2
101,춘천,2020-12,4.9
102,백령도,2020-01,40.9
102,백령도,2020-02,28.4
102,백령도,2020-03,6.9
102,백령도,2020-04,20.5
102,백령도,2020-05,223.2
102,백령도,2020-06,119.4
102,백령도,2020-07,214.3
102,백령도,2020-08,302.9
102,백령도,2020-09,232.9
102,백령도,2020-10,22.5
102,백령도,2020-11,37.4
102,백령도,2020-12,9.1
104,북강릉,2020-01,102.7
104,북강릉,2020-02,70.7
104,북강릉,2020-03,48.8
104,북강릉,2020-04,68.5
104,북강릉,2020-05,111.5
104,북강릉,2020-06,244.4
104,북강릉,2020-07,435.7
104,북강릉,2020-08,171.1
104,북강릉,2020-09,541.7
104,북강릉,2020-10,0.2
104,북강릉,2020-11,5.8
104,북강릉,2020-12,0.6
105,강릉,2020-01,107.5
105,강릉,2020-02,77.5
105,강릉,2020-03,47.1
105,강릉,2020-04,65.6
105,강릉,2020-05,95.5
105,강릉,2020-06,270.4
