지점,지점명,일시,평균지면온도(°C)
284,거창,2020-03,9.1
284,거창,2020-04,13.5
284,거창,2020-05,20.7
284,거창,2020-06,26.1
284,거창,2020-07,24.7
284,거창,2020-08,28.8
284,거창,2020-09,21.7
284,거창,2020-10,16.6
284,거창,2020-11,8.1
284,거창,2020-12,0.7
285,합천,2020-01,2.9
285,합천,2020-02,5.3
285,합천,2020-03,11.0
285,합천,2020-04,16.1
285,합천,2020-05,23.2
285,합천,2020-06,29.1
285,합천,2020-07,25.3
285,합천,2020-08,31.0
285,합천,2020-09,23.4
285,합천,2020-10,17.7
285,합천,2020-11,9.6
285,합천,2020-12,1.4
288,밀양,2020-01,3.2
288,밀양,2020-02,5.8
288,밀양,2020-03,11.8
288,밀양,2020-04,16.5
288,밀양,2020-05,23.7
288,밀양,2020-06,29.3
288,밀양,2020-07,26.5
288,밀양,2020-08,31.7
288,밀양,2020-09,24.6
288,밀양,2020-10,19.2
288,밀양,2020-11,10.9
288,밀양,2020-12,2.1
289,산청,2020-01,2.5
289,산청,2020-02,4.6
289,산청,2020-03,10.0
289,산청,2020-04,15.7
289,산청,2020-05,23.2
289,산청,2020-06,28.1
289,산청,2020-07,24.9
289,산청,2020-08,29.5
289,산청,2020-09,22.1
289,산청,2020-10,16.2
289,산청,2020-11,8.8
289,산청,2020-12,1.2
294,거제,2020-01,4.7
294,거제,2020-02,7.3
294,거제,2020-03,12.4
294,거제,2020-04,15.7
294,거제,2020-05,21.4
294,거제,2020-06,28.1
294,거제,2020-07,24.1
294,거제,2020-08,30.7
294,거제,2020-09,23.8
294,거제,2020-10,18.6
294,거제,2020-11,11.6
294,거제,2020-12,3.2
295,남해,2020-01,4.3
295,남해,2020-02,7.1
295,남해,2020-03,12.5
295,남해,2020-04,15.6
295,남해,2020-05,21.4
295,남해,2020-06,26.9
295,남해,2020-07,25.2
295,남해,2020-08,29.6
295,남해,2020-09,23.3
295,남해,2020-10,18.5
295,남해,2020-11,11.7
295,남해,2020-12,3.5
