지점,지점명,일시,평균지면온도(°C)
90,속초,2023-01,0.1
90,속초,2023-02,1.4
90,속초,2023-03,9.2
90,속초,2023-04,13.9
90,속초,2023-05,21.2
90,속초,2023-06,26.1
90,속초,2023-07,29.6
90,속초,2023-08,28.5
90,속초,2023-09,24.3
90,속초,2023-10,16.4
90,속초,2023-11,8.2
90,속초,2023-12,1.6
93,북춘천,2023-01,-2.6
93,북춘천,2023-02,0.4
93,북춘천,2023-03,8.9
93,북춘천,2023-04,14.4
93,북춘천,2023-05,22.0
93,북춘천,2023-06,26.9
93,북춘천,2023-07,29.0
93,북춘천,2023-08,30.1
93,북춘천,2023-09,25.3
93,북춘천,2023-10,14.9
93,북춘천,2023-11,5.4
93,북춘천,2023-12,-0.8
95,철원,2023-01,-1.2
95,철원,2023-02,0.7
95,철원,2023-03,7.4
95,철원,2023-04,13.3
95,철원,2023-05,20.3
95,철원,2023-06,25.9
95,철원,2023-07,28.9
95,철원,2023-08,28.3
95,철원,2023-09,23.6
95,철원,2023-10,14.2
95,철원,2023-11,5.5
95,철원,2023-12,0.0
98,동두천,2023-01,-1.1
98,동두천,2023-02,1.7
98,동두천,2023-03,8.8
98,동두천,2023-04,14.2
98,동두천,2023-05,21.6
98,동두천,2023-06,25.8
98,동두천,2023-07,28.5
98,동두천,2023-08,29.1
98,동두천,2023-09,25.0
98,동두천,2023-10,15.7
98,동두천,2023-11,6.5
98,동두천,2023-12,0.4
99,파주,2023-01,-2.0
99,파주,2023-02,0.9
99,파주,2023-03,7.7
99,파주,2023-04,13.6
99,파주,2023-05,20.3
99,파주,2023-06,24.8
99,파주,2023-07,27.7
99,파주,2023-08,27.9
99,파주,2023-09,24.1
99,파주,2023-10,15.5
99,파주,2023-11,6.3
99,파주,2023-12,0.6
100,대관령,2023-01,-3.9
100,대관령,2023-02,-1.8
100,대관령,2023-03,3.7
100,대관령,2023-04,10.2
100,대관령,2023-05,17.6
100,대관령,2023-06,22.5
100,대관령,2023-07,25.3
100,대관령,2023-08,25.2
100,대관령,2023-09,20.4
100,대관령,2023-10,11.0
100,대관령,2023-11,3.1
100,대관령,2023-12,-2.0
101,춘천,2023-01,-2.6
101,춘천,2023-02,0.6
101,춘천,2023-03,8.6
101,춘천,2023-04,14.5
101,춘천,2023-05,22.0
101,춘천,2023-06,27.3
101,춘천,2023-07,29.5
101,춘천,2023-08,31.2
101,춘천,2023-09,24.9
101,춘천,2023-10,14.5
101,춘천,2023-11,5.6
101,춘천,2023-12,-0.3
102,백령도,2023-01,0.1
102,백령도,2023-02,2.8
102,백령도,2023-03,9.4
102,백령도,2023-04,14.1
102,백령도,2023-05,20.3
102,백령도,2023-06,25.1
102,백령도,2023-07,28.7
102,백령도,2023-08,29.3
102,백령도,2023-09,25.2
102,백령도,2023-10,18.1
102,백령도,2023-11,7.6
102,백령도,2023-12,2.1
104,북강릉,2023-01,-0.6
104,북강릉,2023-02,1.8
104,북강릉,2023-03,10.0
104,북강릉,2023-04,15.1
104,북강릉,2023-05,22.3
104,북강릉,2023-06,26.3
104,북강릉,2023-07,28.2
104,북강릉,2023-08,28.1
104,북강릉,2023-09,23.4
104,북강릉,2023-10,15.2
104,북강릉,2023-11,7.2
