지점,지점명,일시,평균기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),10분최다강수량(mm),일최다강수량 나타난날(yyyymmdd),1시간최다강수량 나타난날(yyyymmdd),10분최다강수량 나타난날(yyyymmdd),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),최대풍속 풍향(16방위),최대순간풍속 풍향(16방위),최대풍속 나타난날(yyyymmdd),최대순간풍속 나타난날(yyyymmdd),최다풍향(16방위),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C),0.05m평균지중온도(°C),0.1m평균지중온도(°C)
169,흑산도,2020-03,8.1,15.8,7.3,,,20200326,,,6.5,18,24.3,360,360,20200315,20200315,360,4.4,3,249.1,67,382.5,11.2,,
169,흑산도,2020-04,10.3,52.2,20.6,5.2,1.3,20200419,20200417,20200417,5.5,16.3,21.4,160,180,20200417,20200417,360,3.7,2.2,270.1,71.14,543.17,15.3,,
169,흑산도,2020-05,14.9,203.6,57,25.6,10.9,20200509,20200503,20200503,4.9,18.5,25.5,160,160,20200508,20200508,160,6.5,4.4,176.3,40.64,559.3,19.5,,
169,흑산도,2020-06,19.3,305.2,71,36.5,15.3,20200614,20200614,20200613,3.9,17.5,24.7,160,160,20200629,20200629,180,7.1,5.2,167.7,38.66,475.94,23.7,,
169,흑산도,2020-07,20.9,205,57.3,20.9,5.7,20200712,20200713,20200723,3.9,17.7,22.8,160,160,20200723,20200723,180,8.1,6.3,105.4,23.91,454.26,24.5,,
169,흑산도,2020-08,25.4,179.7,61.2,21.5,11.7,20200826,20200805,20200807,5.3,36.4,47.4,160,160,20200826,20200826,180,7.6,6.3,135.9,34.85,442.17,28,,
169,흑산도,2020-09,21.8,71.9,23.7,5.9,1.9,20200902,20200902,20200916,4.1,21.5,27.5,360,360,20200907,20200907,360,5.9,3.3,186.8,50.24,294.51,23.5,,
169,흑산도,2020-10,17.1,11.3,5.8,2.2,.8,20201004,20201004,20201004,5.5,15.4,21.4,360,340,20201023,20201023,360,5.4,3.1,206.9,59.05,417.29,18,,
169,흑산도,2020-11,12.7,23.3,9.5,,,20201101,,,6.4,19.7,26.6,160,160,20201118,20201118,360,6,4.6,143.5,46.13,209.18,13,,
169,흑산도,2020-12,6.4,33,12.2,,,20201227,,,6.4,20,26.8,360,340,20201229,20201230,360,7.2,5.7,112.4,36.7,205.38,7.1,,
170,완도,2020-01,5.9,95.4,31.3,,,20200106,,,2.4,12.4,20.4,290,250,20200108,20200107,320,6.3,4.9,130.6,41.5,,4.8,,
170,완도,2020-02,6.3,49,24.9,,,20200212,,,2.7,11.1,18,290,290,20200217,20200217,290,5.3,4.2,176.9,55.65,,5.6,,
170,완도,2020-03,9.5,55.9,32.4,,,20200326,,,2.7,11.8,18.4,290,250,20200315,20200315,320,4.8,3.2,230.1,61.89,,10.2,,
170,완도,2020-04,11.9,87.1,32.6,8.3,2,20200417,20200417,20200419,3,11.5,17,290,200,20200422,20200425,290,4,2.8,244.2,62.3,,13.9,,
170,완도,2020-05,17.8,258.6,111.2,21.9,10.4,20200509,20200509,20200503,2.9,11.3,17.8,290,290,20200519,20200519,140,6.1,4,185.2,42.76,,20.3,,
170,완도,2020-06,22.1,343.3,110.6,24.4,8.4,20200618,20200624,20200613,2.3,10.4,17.3,180,250,20200629,20200630,140,6.2,3.5,200.1,46.21,,25.1,,
170,완도,2020-07,22.8,282.1,72.7,29.6,8.8,20200713,20200723,20200723,2.3,10.5,16.5,140,250,20200712,20200723,140,7.9,5.9,79.7,18.11,,24.5,,
170,완도,2020-08,27.5,100.4,49.6,20.7,7,20200826,20200826,20200827,2.9,16.5,26.4,140,140,20200826,20200826,140,5.7,3.5,177.8,42.76,,30.4,,
170,완도,2020-09,21.9,266.3,86.2,27.9,8.5,20200902,20200911,20200911,1.9,13.5,24.1,290,290,20200903,20200903,160,6.4,3.9,152.9,41.12,,24,,
170,완도,2020-10,16.7,20.1,20,3.4,.7,20201021,20201021,20201021,1.6,6.2,12,290,320,20201023,20201023,320,5,3.1,235.5,67.13,,18.3,,
170,완도,2020-11,12,3.4,1.4,,,20201102,,,2.2,9.6,17.7,160,250,20201118,20201119,320,5.3,3.8,158.6,50.88,,11.8,,
170,완도,2020-12,4.4,19.1,12.8,,,20201227,,,1.8,10,18.7,290,290,20201230,20201230,320,4.8,2.9,172.4,56.05,,3.2,,
172,고창,2020-01,3.3,58,31.6,,,20200107,,,2.6,13.6,18.2,140,110,20200106,20200106,20,6.8,2.5,125.4,40.14,177.44,3.7,,
172,고창,2020-02,4,41.6,11.3,,,20200216,,,3,11.2,17.5,290,290,20200217,20200217,320,5.5,1.6,181.8,57.42,257.76,5,,
172,고창,2020-03,7.4,42.9,25.2,,,20200326,,,3.2,11.9,17.5,270,320,20200315,20200315,320,4.7,1.3,243.2,65.41,404.36,9.1,,
172,고창,2020-04,9.8,33.9,23.8,5.4,1.1,20200419,20200419,20200419,3.3,13.7,21.3,140,160,20200417,20200417,290,4,.8,288.2,73.31,503.29,12.8,,
172,고창,2020-05,17.6,100.3,41,23.2,7.7,20200503,20200503,20200503,3,15.1,21.4,140,140,20200515,20200515,290,6.3,2.1,204.9,47.07,437.58,20.4,,
172,고창,2020-06,22.4,136.4,31.6,10.3,3.2,20200629,20200613,20200629,2.5,13.4,19.9,140,140,20200624,20200624,290,6.2,1.5,166.4,38.24,423.26,25.3,,
172,고창,2020-07,23,454.2,126,55.6,13,20200729,20200729,20200729,2.3,12.9,17.8,140,140,20200723,20200723,160,8,2.3,74.4,16.81,299.53,24.6,,
172,고창,2020-08,27.4,362.3,179.3,53,16.8,20200808,20200808,20200807,2.9,14.5,20.6,110,110,20200826,20200826,180,6.2,1.3,173.9,41.68,386.87,28.8,,
172,고창,2020-09,20.7,227.9,66.8,23.3,6.8,20200907,20200903,20200903,2.4,17.3,21.5,320,340,20200903,20200903,50,6,1.1,155.2,41.75,322.06,22.3,,
172,고창,2020-10,14,10.2,4,2,1.1,20201021,20201021,20201004,2.3,8.9,14.5,340,340,20201004,20201023,320,5.1,1.4,212.9,62.88,335.68,16.3,,
172,고창,2020-11,9,58.3,43.6,,,20201119,,,3,10.1,17,200,180,20201119,20201119,320,5.6,2.2,152.6,49.29,192.64,9.5,,
172,고창,2020-12,1.1,28.7,7.9,,,20201230,,,2.8,10.6,18,290,290,20201230,20201230,20,6.1,1.1,151.3,49.66,267.08,1.7,,
174,순천,2020-01,3.5,100.1,34.3,,,20200107,,,2.5,11.6,24,270,270,20200107,20200107,290,5.9,4.1,119.2,39.31,,2.9,,
174,순천,2020-02,3.9,35.9,17.8,,,20200212,,,2.5,8.8,19.4,290,250,20200222,20200222,290,4.7,3.4,175.2,55.3,,4.9,,
174,순천,2020-03,7.3,50.7,30.6,,,20200326,,,2.4,10.5,19.8,290,250,20200319,20200319,290,4.1,2.4,237.1,63.75,,9.1,,
174,순천,2020-04,10.2,73.4,34.7,6.9,1.5,20200417,20200417,20200419,2.9,10.2,20.5,290,320,20200422,20200422,290,3.8,2.3,268.1,68.25,,11.1,,
174,순천,2020-05,17.1,112.3,43.3,12.3,4.3,20200509,20200503,20200503,2.2,7.8,18.8,270,250,20200512,20200512,290,6.2,3.9,190.1,43.74,,18.4,,
174,순천,2020-06,22,246.7,59.8,17.1,7.4,20200629,20200629,20200606,1.7,7.2,15.4,90,160,20200629,20200629,270,6.1,3.5,183.5,42.24,,24.9,,
174,순천,2020-07,22.3,453.1,111.8,21.4,5.7,20200713,20200713,20200723,1.3,5.5,10.3,290,140,20200701,20200719,110,,,55.8,12.63,,23.9,,
174,순천,2020-08,26.7,544.1,169.4,48.6,15,20200808,20200826,20200808,1.6,9.9,19.5,90,160,20200826,20200826,110,,,138.1,33.13,,28,,
174,순천,2020-09,19.7,239.3,71.5,28.8,10.8,20200902,20200911,20200911,1.3,9.1,18.5,290,270,20200903,20200903,270,6.5,2.9,138.4,37.23,,21.8,,
174,순천,2020-10,13.7,17.9,17.1,3.9,.8,20201021,20201021,20201021,1.7,7.3,15.1,290,270,20201023,20201023,290,4.9,2.3,220.6,62.97,,15.4,,
174,순천,2020-11,8.9,22.4,14.6,,,20201119,,,2.2,7.9,15.9,290,290,20201108,20201108,290,4.6,2.7,170.7,55.01,,9,,
174,순천,2020-12,1.1,10.2,7.6,,,20201227,,,2.5,8.2,17.8,290,270,20201224,20201224,290,4.2,2.2,194.1,63.58,,1.3,,
177,홍성,2020-01,1.6,73,56.7,,,20200107,,,1.1,9,17.7,250,250,20200108,20200107,20,6.2,4.1,157,50.78,246.57,2.2,,
177,홍성,2020-02,2.6,85.2,50.3,,,20200225,,,1.2,7,12.2,270,290,20200222,20200222,160,5.1,3.8,184.4,58.58,324.04,4,,
177,홍성,2020-03,6.9,26.6,12.5,,,20200327,,,1.9,8.9,16.9,230,320,20200319,20200315,230,3.7,2.4,254.3,68.43,528.2,10,,
177,홍성,2020-04,10.3,13.8,12.2,3,.8,20200419,20200419,20200412,2.3,9.2,15.7,230,230,20200425,20200425,230,3,1.4,308.8,78.3,668.3,15,,
177,홍성,2020-05,17.4,91.3,23.7,15.8,8.6,20200509,20200518,20200518,1.6,10.6,17.6,270,290,20200518,20200518,230,6.6,4.5,214.6,48.97,592.68,20.9,,
177,홍성,2020-06,22.4,191.7,80.7,24.3,5.2,20200629,20200629,20200610,1.7,6.5,12,160,180,20200624,20200624,230,6.3,4,213.7,48.65,586.28,26.4,,
177,홍성,2020-07,23.2,353.6,96.7,26.4,10,20200713,20200719,20200719,1.4,5.6,12.3,230,180,20200720,20200720,20,8,5.8,109.2,24.49,418.27,25.4,,
177,홍성,2020-08,26.8,456.4,89.6,38.3,13.3,20200803,20200803,20200810,1.9,7.8,14.7,140,230,20200827,20200809,230,7.5,5.5,139.2,33.19,419.97,29.2,,
177,홍성,2020-09,20.7,251.2,101,37.3,15.3,20200907,20200930,20200930,1.8,12.1,21.3,320,320,20200903,20200903,20,6,3.2,197.3,53.01,446.43,22.9,,
177,홍성,2020-10,13.2,19.5,18.4,8.3,4.2,20201003,20201003,20201003,1.3,6.3,10.9,50,340,20201008,20201004,160,4.3,1.7,231.1,66.26,418.15,15.3,,
177,홍성,2020-11,8.1,41.7,23.4,,,20201119,,,1.2,7.2,14,200,200,20201119,20201119,180,5.1,3.9,167.1,54.39,264.39,8.8,,
177,홍성,2020-12,.3,5.7,3.7,,,20201213,,,1.2,6.7,13.5,320,320,20201213,20201213,180,5.1,3.9,180.2,59.77,250.25,1.4,,
184,제주,2020-01,8.9,116.7,60.3,,,20200127,,,3.5,11.5,23.5,200,250,20200107,20200107,320,8,6.5,47.5,15,163.1,8.1,9.4,9.7
184,제주,2020-02,9.1,29.8,14.2,,,20200229,,,3.3,12.9,23.5,320,340,20200217,20200217,320,6.2,4.9,115.7,36.32,283.9,8.9,9.6,9.9
184,제주,2020-03,11.5,81.6,25.3,,,20200309,,,3.2,10.4,17.7,320,250,20200310,20200319,320,5.1,3.1,196.3,52.78,463.7,12.7,12.1,12.3
184,제주,2020-04,13.2,82.3,25.4,7,2.9,20200412,20200412,20200412,3.3,10.1,19.5,230,230,20200425,20200425,290,3.9,2,261.7,66.9,631.61,15.9,15,15.5
184,제주,2020-05,18.8,20.6,5.3,3.2,1.5,20200516,20200509,20200509,2.9,12.1,21.5,250,200,20200519,20200509,270,5.6,3.3,210,48.69,614.98,21.5,20.5,21.1
184,제주,2020-06,22.4,221.5,49.3,23.3,10.4,20200618,20200624,20200614,2.7,12.8,27.2,250,230,20200630,20200629,50,6.7,3.7,164.4,38.16,514.61,24.4,23.7,24.6
184,제주,2020-07,24.2,184.7,71.5,36,10.7,20200727,20200727,20200727,2.9,12.1,20.3,200,200,20200720,20200719,270,7.9,5.1,114.4,26.14,466.66,25.3,25.1,26.1
184,제주,2020-08,29.4,140.4,114.3,26,9,20200826,20200826,20200826,2.9,13.5,27.3,140,140,20200826,20200826,20,5.2,2.6,239.5,57.82,609.75,30.4,29.1,30.3
184,제주,2020-09,22.9,400.5,183.6,27.6,6.9,20200902,20200902,20200902,3,25,37.1,20,20,20200902,20200902,50,6.7,4.3,134.3,36.16,376.53,23.8,23.8,24.3
184,제주,2020-10,18.4,53.7,46.4,12,6,20201021,20201021,20201021,2.9,8.8,18.5,70,340,20201008,20201023,180,5.5,3.7,180,51.21,404.97,19.5,19.8,20.1
184,제주,2020-11,14.1,28.2,12.2,,,20201119,,,2.9,9.9,17.2,200,230,20201119,20201119,360,5.8,4.5,130.3,41.59,268.92,13,15.2,15.6
184,제주,2020-12,7.7,29.5,14.4,,,20201227,,,3.4,12.7,23.8,320,340,20201230,20201230,360,6.7,5.6,96.2,31.07,205.64,7.1,9.6,9.8
185,고산,2020-01,8.5,76.1,37,,,20200122,,,8.1,26.6,29.6,270,290,20200107,20200108,340,8.1,6.1,84.7,26.72,176.89,7.8,,
185,고산,2020-02,8.9,41.6,14.9,,,20200212,,,7.8,26.8,32.5,340,320,20200217,20200217,340,6.2,4.7,163.7,51.3,297.91,9.4,,
185,고산,2020-03,10.7,61.2,26.8,,,20200326,,,7.5,22.4,26.3,340,320,20200310,20200310,360,5.4,3.7,215.5,57.91,446.79,12.6,,
185,고산,2020-04,12.3,32.5,12.7,6.5,2.4,20200411,20200417,20200417,7.5,18.4,23,340,340,20200413,20200413,360,4.3,2.5,273.8,70.03,597.68,15.4,,
185,고산,2020-05,17.4,90.3,41.8,13.8,4.8,20200509,20200509,20200509,5.3,17,19.5,290,290,20200519,20200519,140,6.2,3.7,197,45.74,527.07,21.4,,
185,고산,2020-06,21.5,290.5,100,43.2,12.2,20200613,20200613,20200613,4.7,22.1,25.5,250,250,20200629,20200629,140,6.9,4.5,158.3,36.81,439.79,25.6,,
185,고산,2020-07,23.1,247.8,92.4,36.2,12.4,20200707,20200707,20200709,5.2,19.3,22.3,270,270,20200723,20200723,160,7.4,5.2,130.6,29.85,410.76,26.1,,
185,고산,2020-08,27.7,181.2,67.4,50.2,20.7,20200826,20200822,20200822,5.9,23.5,27.7,160,160,20200826,20200826,160,5.2,3,242.2,58.53,549.59,31.4,,
185,고산,2020-09,22.5,132.8,37.2,12.3,3.8,20200902,20200902,20200902,5,45,49.2,200,270,20200902,20200902,110,6.3,3.5,180.3,48.57,385.26,23.8,,
185,고산,2020-10,18,34.7,30.9,8.6,2.3,20201021,20201021,20201021,6.3,19.4,23.5,50,50,20201023,20201023,70,5.4,3.3,236.3,67.19,412.32,19.9,,
185,고산,2020-11,14.1,19.4,5.9,,,20201102,,,7.1,19.6,23.6,50,50,20201127,20201127,70,5.7,4.1,166.2,52.96,271.98,14.7,,
185,고산,2020-12,7.8,20.8,14,,,20201227,,,8,27.5,32.5,340,320,20201230,20201230,340,7,5.5,141.2,45.46,209.24,7.8,,
188,성산,2020-01,8.1,94.4,39.7,,,20200127,,,2.8,8.5,13.3,270,340,20200108,20200127,270,7.4,4.9,118.6,37.44,,7.1,,
188,성산,2020-02,8.4,98.7,31.2,,,20200212,,,2.8,9.2,13.9,340,270,20200225,20200216,320,5.9,4,159.7,50.06,,8,,
188,성산,2020-03,10.8,110.7,43,,,20200309,,,3,8.4,13.2,270,290,20200310,20200327,290,5.5,3.4,222.6,59.82,,11.7,,
188,성산,2020-04,12.6,87,27.1,12.2,3.4,20200417,20200417,20200417,3.1,8.5,12.2,320,320,20200425,20200425,320,4.2,2.7,279.3,71.4,,14.3,,
188,성산,2020-05,18.2,246.4,98.3,31.4,10.1,20200509,20200509,20200515,2.4,9.6,15.2,290,340,20200519,20200519,290,6.1,3.9,203.2,47.16,,20.7,,
188,성산,2020-06,21.8,326.6,66.8,40.8,14,20200624,20200624,20200624,2.1,11.2,15.6,320,290,20200629,20200629,290,7,4.1,163.2,37.91,,24,,
188,성산,2020-07,23.5,378.1,82.3,41,16.9,20200710,20200706,20200706,2.4,7.2,11.8,230,230,20200724,20200724,200,7.7,5.2,129.2,29.52,,25,,
188,성산,2020-08,27.9,204.7,68.8,32.7,16.2,20200826,20200811,20200826,3.3,11,15.8,160,140,20200826,20200826,230,5.3,3.2,217.9,52.62,,29.4,,
188,성산,2020-09,22.4,469.3,262.9,59.5,13.8,20200902,20200902,20200902,2.8,16.3,29.4,340,320,20200902,20200902,70,6.5,3.8,160,43.12,,22.6,,
188,성산,2020-10,17.7,34.4,20.8,3.5,1,20201021,20201021,20201022,2.7,8.1,13.9,320,90,20201024,20201008,340,5.6,3.5,226.4,64.39,,18.5,,
188,성산,2020-11,13.5,14.9,6.7,,,20201102,,,2.7,8.1,12.5,200,200,20201119,20201119,320,5.7,3.6,159.8,50.97,,12.8,,
188,성산,2020-12,6.7,51,34.4,,,20201227,,,2.4,9.3,16,320,320,20201230,20201230,320,6.4,4.3,168.3,54.24,,6.2,,
189,서귀포,2020-01,9.4,110.1,32.6,,,20200127,,,1.7,9.1,16,200,250,20200107,20200108,360,6.7,5.1,127.7,40.25,,9.4,,
189,서귀포,2020-02,9.7,95.5,60.1,,,20200212,,,1.7,7.6,17.8,270,340,20200216,20200218,360,5.4,4.2,176.4,55.28,,11,,
189,서귀포,2020-03,12.3,132.2,80.4,,,20200326,,,1.7,6.4,13.1,270,250,20200310,20200310,50,5.4,3.2,213.6,57.43,,15.6,,
189,서귀포,2020-04,13.9,81.8,32.6,13.5,3.2,20200417,20200417,20200417,1.7,6.8,11.9,200,250,20200417,20200421,360,4.2,2.3,265.3,67.89,,18.4,,
189,서귀포,2020-05,18.7,244,108.4,23.9,8.3,20200509,20200509,20200509,1.6,6.6,14.1,270,250,20200519,20200519,50,6.1,3.9,196.7,45.67,,22.4,,
189,서귀포,2020-06,22.4,406.1,123.2,45.3,15.2,20200624,20200624,20200624,1.6,9.9,15.5,200,230,20200629,20200629,50,7.2,4.7,151.6,35.26,,26,,
189,서귀포,2020-07,23.4,322,70.8,24.7,10.2,20200707,20200706,20200710,1.6,7.3,13.6,180,160,20200710,20200710,230,8.1,6,112.9,25.83,,26.6,,
189,서귀포,2020-08,27.4,159.2,67.4,25,10.8,20200826,20200825,20200826,1.8,10,17.2,180,200,20200826,20200826,230,6.5,4.8,183,44.19,,32,,
189,서귀포,2020-09,22.1,424.9,235,48.4,13,20200902,20200902,20200913,2.1,12.3,23.4,360,20,20200902,20200902,50,6.7,3.8,164.6,44.33,,25.1,,
189,서귀포,2020-10,18.5,39.2,25,3.9,1.1,20201021,20201021,20201021,1.7,8.7,17,70,70,20201008,20201008,360,4.8,2.9,217.4,66,,22.2,,
189,서귀포,2020-11,15.1,11.7,3.8,,,20201102,,,1.5,5.9,11.2,180,180,20201119,20201119,20,5,3.7,175.3,55.85,,15.3,,
189,서귀포,2020-12,8.3,62.9,53.2,,,20201227,,,1.4,4.9,13.2,180,180,20201204,20201224,360,5.2,3.9,182.4,58.73,,8.2,,
192,진주,2020-01,3,105.7,40.3,,,20200107,,,.7,8,14.1,250,250,20200108,20200108,360,5.2,4,172,54.97,278.89,3.3,,
192,진주,2020-02,4.5,46.1,20.8,,,20200212,,,1,7.7,12.9,270,270,20200222,20200222,340,4,2.8,213.6,67.47,381.28,5.3,,
192,진주,2020-03,8.7,41.1,18.6,,,20200326,,,1.2,8.5,16.3,290,290,20200315,20200315,340,4,2.8,255.3,68.7,546.23,11,,
192,진주,2020-04,11.4,67.9,30,6.4,1.6,20200419,20200417,20200419,1.1,7,15.6,250,320,20200424,20200421,250,3.2,2.2,284.9,72.48,649.95,15.5,,
192,진주,2020-05,18.2,110.1,45.9,11.8,5.3,20200509,20200503,20200518,.9,6,11.2,250,250,20200512,20200512,250,5.7,3.5,238.5,54.84,624.39,22.1,,
192,진주,2020-06,23,234.2,92.6,26.8,7.6,20200629,20200629,20200629,.9,7.5,13.5,250,250,20200630,20200630,250,5.9,3.7,233.9,53.84,639.16,27.3,,
192,진주,2020-07,22.7,587.5,121.1,40.1,15.6,20200713,20200730,20200730,.8,4.5,12.3,70,90,20200730,20200730,110,8,6.6,94.5,21.38,373.42,25,,
192,진주,2020-08,27.3,356.7,107.5,53.7,15.1,20200808,20200808,20200808,1.1,6.8,16.5,110,110,20200826,20200826,160,6.2,4.2,205.1,49.18,531.29,30.1,,
192,진주,2020-09,20.7,200,50.5,29,7.2,20200903,20200903,20200910,1.1,8.6,15.4,250,290,20200903,20200903,360,6.4,4.6,166.8,44.87,417.63,23,,
192,진주,2020-10,14.5,28.6,27.6,6.3,1.3,20201021,20201021,20201021,.8,5.2,11.3,70,50,20201009,20201009,360,4.7,3.2,243.7,69.63,465.88,17.5,,
192,진주,2020-11,9.1,25.6,20.4,,,20201119,,,.8,5.2,12.5,270,320,20201119,20201103,360,3.9,2.9,200.4,64.62,326.85,10,,
192,진주,2020-12,1.3,9.2,5.3,,,20201227,,,1,6.1,12.2,340,340,20201230,20201230,360,3.5,2.3,215.9,70.79,312.07,1.8,,
201,강화,2020-01,.7,63.4,51,,,20200107,,,1.8,6.8,10.4,270,270,20200108,20200120,50,4.9,2.2,191.7,62.54,,.7,,
201,강화,2020-02,1.5,43.1,15,,,20200225,,,1.8,6.8,9.6,230,270,20200222,20200222,230,4.9,2.8,171.2,54.63,,2.4,,
201,강화,2020-03,6.4,6.7,5,,,20200310,,,2.5,9.7,13.6,230,200,20200319,20200319,230,3.8,2,254.7,68.56,,8.2,,
201,강화,2020-04,9.9,10.5,6,2.5,2,20200419,20200417,20200417,3,9.7,15.4,230,230,20200421,20200424,230,3.3,1.3,280.6,70.89,,14.5,,
201,강화,2020-05,16.1,124.2,54.8,12,11.2,20200509,20200509,20200518,1.9,7.8,15.4,250,200,20200524,20200518,270,6.3,4.4,153.4,34.79,,19.6,,
201,강화,2020-06,21.2,152.4,78.8,8.8,3.1,20200624,20200624,20200624,2,6.6,12.6,250,360,20200615,20200630,270,5.7,3,194.9,44.06,,26.5,,
201,강화,2020-07,22.5,285.9,106.1,21.1,8.8,20200723,20200723,20200723,1.9,9.2,17.1,250,200,20200720,20200720,270,7.3,4.6,136.3,30.37,,25.5,,
201,강화,2020-08,25.3,479.4,133.6,24.9,16.3,20200809,20200802,20200822,2.2,9,17.9,230,250,20200827,20200810,270,7.6,5.5,73.9,17.56,,26.7,,
201,강화,2020-09,20.2,215.6,70.5,28.4,12.6,20200907,20200909,20200909,2.1,7.7,16.4,270,290,20200903,20200907,70,5.4,2.4,184.3,49.46,,22.3,,
201,강화,2020-10,13.2,3.4,3.3,3.1,1.4,20201002,20201002,20201002,1.6,6.1,11.6,270,270,20201004,20201004,250,3.9,1.6,223.1,64.16,,15.7,,
201,강화,2020-11,6.9,45.1,16.2,,,20201119,,,1.6,10.7,18.5,250,200,20201119,20201119,250,4.3,2.6,167.7,55.04,,7.6,,
201,강화,2020-12,-1.2,7.2,3.9,,,20201213,,,1.5,6.9,13.8,270,320,20201224,20201214,270,3.7,1.9,195.8,65.62,,0,,
202,양평,2020-01,1.1,64.1,57.1,,,20200107,,,1,5.6,12,70,250,20200126,20200108,290,4.9,.5,159.1,51.77,,.7,,
202,양평,2020-02,2.3,50.1,18.6,,,20200225,,,1.2,6.6,13,250,320,20200222,20200222,290,4.3,1.8,164.8,52.53,,3.4,,
202,양평,2020-03,7.6,15.7,8.1,,,20200310,,,1.6,9.9,17.8,250,230,20200319,20200319,290,3.6,2.7,238.7,64.27,,8.6,,
202,양평,2020-04,10.8,17.4,11.5,4.3,1,20200419,20200419,20200419,1.8,8.6,15.1,250,290,20200424,20200421,290,3.3,1.8,268.9,67.96,,15.1,,
202,양평,2020-05,17.8,102.8,40.8,15.4,6.1,20200518,20200518,20200518,1.4,6.1,13.1,250,270,20200513,20200513,180,6.1,4.4,177.7,40.33,,21.7,,
202,양평,2020-06,23.5,102.1,39.7,15.4,5,20200630,20200630,20200630,1.4,7.5,15.8,160,70,20200602,20200630,290,5.8,3.5,204.3,46.27,,28.9,,
202,양평,2020-07,23.4,183.9,73.7,12.2,5.1,20200723,20200723,20200731,1.3,7.9,16.1,50,50,20200724,20200724,180,7.4,5.6,127.5,28.45,,26.9,,
202,양평,2020-08,25.6,624.1,116.1,35.2,16.5,20200806,20200806,20200815,1.3,8.7,15.9,360,360,20200821,20200821,110,7.6,6.4,86.1,20.48,,27.8,,
202,양평,2020-09,19.9,139.4,37.1,10.7,4.8,20200903,20200903,20200909,1.4,8.2,17.9,250,320,20200903,20200903,250,5.8,4,164.7,44.2,,23.1,,
202,양평,2020-10,12.5,4.2,4.1,2.9,.7,20201003,20201003,20201003,1,5.6,11.3,290,320,20201004,20201004,290,4.2,2.5,215.9,62.06,,15.9,,
202,양평,2020-11,7,58,40.1,,,20201119,,,1.2,7.3,15.6,290,270,20201103,20201103,290,4.1,3.4,169.1,55.37,,8.2,,
202,양평,2020-12,-1.4,4.6,3.5,,,20201213,,,1.2,5.6,11.8,290,290,20201224,20201224,290,3.4,2.5,191.8,64.21,,-.2,,
203,이천,2020-01,.9,72.6,64,,,20200107,,,1,7.2,15.2,290,320,20200108,20200108,320,5,3.9,148.1,48.1,,.9,,
203,이천,2020-02,2,59.5,24,,,20200225,,,1.2,8.3,16.3,340,340,20200222,20200222,320,4.1,3.2,165.3,52.64,,3.4,,
203,이천,2020-03,7.4,20.4,8.7,,,20200310,,,1.6,8.8,16.9,290,340,20200319,20200319,320,3.6,2.5,226,60.83,,8.6,,
203,이천,2020-04,10.8,28.3,13.5,3.6,2.6,20200419,20200417,20200417,1.9,7.1,15,250,320,20200424,20200421,270,3.2,1.9,268,67.8,,13.9,,
203,이천,2020-05,17.8,115.3,44.7,19.1,6.7,20200518,20200518,20200518,1.2,5.3,12.6,230,290,20200505,20200518,270,5.9,4.4,179.1,40.72,,20.3,,
203,이천,2020-06,23.5,98.1,32.2,12.2,3.3,20200630,20200630,20200630,1.2,5.7,10.6,200,160,20200613,20200602,270,5.7,3.5,199.3,45.26,,27.5,,
203,이천,2020-07,23.2,414,86.3,44,12.8,20200723,20200722,20200730,1.1,4.5,8.9,230,70,20200720,20200724,50,7.1,5.6,112.4,25.11,,25.9,,
203,이천,2020-08,26.1,616.7,143.2,40.5,13.7,20200802,20200802,20200802,1.1,6.6,13.5,200,250,20200827,20200806,250,7.5,6.2,83.3,19.82,,27.8,,
203,이천,2020-09,19.9,191.9,49,17.7,8.5,20200903,20200903,20200909,1.1,7.1,15.6,320,320,20200903,20200903,50,5.9,4.2,143.4,38.52,,22.2,,
203,이천,2020-10,12.5,7.1,7.1,4.8,2,20201003,20201003,20201003,.9,3.9,9.7,250,290,20201023,20201005,290,4.3,2.3,196.6,56.46,,14.1,,
203,이천,2020-11,6.8,39.6,30.2,0,0,20201119,20201109,20201109,1,6.5,12,200,360,20201119,20201103,290,4.1,2.9,161.6,52.85,,7.3,,
203,이천,2020-12,-1.5,5.3,3.7,,,20201213,,,1,5.1,9.7,270,290,20201224,20201224,290,3.4,2.6,184.2,61.61,,-.3,,
211,인제,2020-01,-.1,83.3,51.5,,,20200107,,,1.5,6.2,10.2,360,200,20200128,20200120,160,4.8,2.5,148,48.4,,.9,,
211,인제,2020-02,.8,43.6,25,,,20200225,,,1.7,6.9,10.8,180,160,20200222,20200222,160,4.8,2.3,145.5,46.49,,2.6,,
211,인제,2020-03,5.8,17.6,5.5,,,20200310,,,1.9,8.7,15.3,160,200,20200319,20200319,160,4.2,2.1,211.2,56.84,,8,,
211,인제,2020-04,9,33.9,12.5,5,1.5,20200412,20200417,20200417,2.1,7.7,18.9,160,180,20200421,20200421,180,4.2,1.7,213.9,53.96,,12.6,,
211,인제,2020-05,16.6,140.8,43,12.2,5.5,20200509,20200518,20200518,1.6,7.1,17.4,180,180,20200513,20200513,180,6.3,3.7,162.6,36.82,,20.1,,
