지점,지점명,일시,월합강수량(00~24h만)(mm)
105,강릉,2023-01-01,77.9
105,강릉,2023-02-01,38.5
105,강릉,2023-03-01,8.8
105,강릉,2023-04-01,33.4
105,강릉,2023-05-01,91.1
105,강릉,2023-06-01,160.0
105,강릉,2023-07-01,104.7
105,강릉,2023-08-01,520.8
105,강릉,2023-09-01,236.8
105,강릉,2023-10-01,26.1
105,강릉,2023-11-01,41.0
105,강릉,2023-12-01,229.2
259,강진군,2023-01-01,76.0
259,강진군,2023-02-01,39.7
259,강진군,2023-03-01,38.2
259,강진군,2023-04-01,95.7
259,강진군,2023-05-01,321.7
259,강진군,2023-06-01,171.5
259,강진군,2023-07-01,562.6
259,강진군,2023-08-01,349.2
259,강진군,2023-09-01,124.4
259,강진군,2023-10-01,6.3
259,강진군,2023-11-01,85.7
259,강진군,2023-12-01,62.3
201,강화,2023-01-01,45.8
201,강화,2023-02-01,0.8
201,강화,2023-03-01,6.4
201,강화,2023-04-01,109.5
201,강화,2023-05-01,148.1
201,강화,2023-06-01,168.4
201,강화,2023-07-01,381.2
201,강화,2023-08-01,201.1
201,강화,2023-09-01,81.3
201,강화,2023-10-01,59.6
201,강화,2023-11-01,86.1
201,강화,2023-12-01,89.0
294,거제,2023-01-01,113.8
294,거제,2023-02-01,41.4
294,거제,2023-03-01,80.4
294,거제,2023-04-01,136.5
294,거제,2023-05-01,345.6
294,거제,2023-06-01,280.5
294,거제,2023-07-01,636.8
294,거제,2023-08-01,427.5
294,거제,2023-09-01,377.2
294,거제,2023-10-01,4.2
294,거제,2023-11-01,53.3
294,거제,2023-12-01,88.3
284,거창,2023-01-01,26.7
284,거창,2023-02-01,11.1
284,거창,2023-03-01,30.5
284,거창,2023-04-01,47.9
284,거창,2023-05-01,211.3
284,거창,2023-06-01,180.2
284,거창,2023-07-01,482.1
284,거창,2023-08-01,334.8
284,거창,2023-09-01,125.6
284,거창,2023-10-01,9.5
284,거창,2023-11-01,44.2
284,거창,2023-12-01,121.5
283,경주시,2023-01-01,16.3
283,경주시,2023-02-01,22.2
283,경주시,2023-03-01,51.5
283,경주시,2023-04-01,31.0
283,경주시,2023-05-01,141.8
283,경주시,2023-06-01,118.8
283,경주시,2023-07-01,187.7
283,경주시,2023-08-01,255.0
283,경주시,2023-09-01,113.1
283,경주시,2023-10-01,3.9
283,경주시,2023-11-01,28.8
283,경주시,2023-12-01,176.4
185,고산,2023-01-01,56.1
185,고산,2023-02-01,55.4
185,고산,2023-03-01,42.7
185,고산,2023-04-01,102.7
185,고산,2023-05-01,298.9
185,고산,2023-06-01,272.3
185,고산,2023-07-01,170.8
185,고산,2023-08-01,203.6
185,고산,2023-09-01,76.1
185,고산,2023-10-01,2.8
185,고산,2023-11-01,44.6
185,고산,2023-12-01,74.0
172,고창,2023-01-01,28.2
172,고창,2023-02-01,7.7
172,고창,2023-03-01,26.1
172,고창,2023-04-01,52.4
172,고창,2023-05-01,174.2
172,고창,2023-06-01,33.6
172,고창,2023-07-01,377.0
172,고창,2023-08-01,164.3
172,고창,2023-09-01,174.3
172,고창,2023-10-01,14.1
172,고창,2023-11-01,70.2
172,고창,2023-12-01,109.9
251,고창군,2023-01-01,24.6
251,고창군,2023-02-01,6.2
251,고창군,2023-03-01,26.6
251,고창군,2023-04-01,63.7
251,고창군,2023-05-01,173.0
251,고창군,2023-06-01,122.5
251,고창군,2023-07-01,526.2
251,고창군,2023-08-01,190.2
251,고창군,2023-09-01,190.5
251,고창군,2023-10-01,11.5
251,고창군,2023-11-01,67.5
251,고창군,2023-12-01,110.8
262,고흥,2023-01-01,53.7
262,고흥,2023-02-01,37.1
262,고흥,2023-03-01,47.5
262,고흥,2023-04-01,88.3
262,고흥,2023-05-01,288.4
262,고흥,2023-06-01,267.9
262,고흥,2023-07-01,414.6
262,고흥,2023-08-01,222.2
262,고흥,2023-09-01,121.0
262,고흥,2023-10-01,4.5
262,고흥,2023-11-01,105.2
262,고흥,2023-12-01,51.6
266,광양시,2023-01-01,84.7
266,광양시,2023-02-01,51.4
266,광양시,2023-03-01,54.3
266,광양시,2023-04-01,111.0
266,광양시,2023-05-01,258.7
266,광양시,2023-06-01,284.1
266,광양시,2023-07-01,743.3
266,광양시,2023-08-01,371.2
266,광양시,2023-09-01,181.5
266,광양시,2023-10-01,3.3
266,광양시,2023-11-01,71.6
266,광양시,2023-12-01,59.5
156,광주,2023-01-01,26.8
156,광주,2023-02-01,14.8
156,광주,2023-03-01,34.8
156,광주,2023-04-01,66.5
156,광주,2023-05-01,190.1
156,광주,2023-06-01,441.2
156,광주,2023-07-01,684.6
156,광주,2023-08-01,341.2
156,광주,2023-09-01,152.5
156,광주,2023-10-01,11.5
156,광주,2023-11-01,71.9
156,광주,2023-12-01,80.2
279,구미,2023-01-01,21.5
279,구미,2023-02-01,10.0
279,구미,2023-03-01,27.5
279,구미,2023-04-01,44.9
279,구미,2023-05-01,161.1
279,구미,2023-06-01,164.3
279,구미,2023-07-01,481.3
279,구미,2023-08-01,498.3
279,구미,2023-09-01,219.0
279,구미,2023-10-01,3.4
279,구미,2023-11-01,40.5
279,구미,2023-12-01,100.8
140,군산,2023-01-01,27.0
140,군산,2023-02-01,4.9
140,군산,2023-03-01,19.6
140,군산,2023-04-01,66.1
140,군산,2023-05-01,336.0
140,군산,2023-06-01,179.1
140,군산,2023-07-01,870.3
140,군산,2023-08-01,178.8
140,군산,2023-09-01,199.3
140,군산,2023-10-01,20.5
140,군산,2023-11-01,80.2
140,군산,2023-12-01,139.0
238,금산,2023-01-01,28.7
238,금산,2023-02-01,8.7
238,금산,2023-03-01,22.0
238,금산,2023-04-01,46.1
238,금산,2023-05-01,211.5
238,금산,2023-06-01,196.9
238,금산,2023-07-01,624.5
238,금산,2023-08-01,248.7
238,금산,2023-09-01,218.5
238,금산,2023-10-01,7.6
238,금산,2023-11-01,60.0
238,금산,2023-12-01,127.7
253,김해시,2023-01-01,81.9
253,김해시,2023-02-01,24.2
253,김해시,2023-03-01,60.7
253,김해시,2023-04-01,106.8
253,김해시,2023-05-01,291.6
253,김해시,2023-06-01,131.8
253,김해시,2023-07-01,448.9
253,김해시,2023-08-01,347.0
253,김해시,2023-09-01,238.1
253,김해시,2023-10-01,3.8
253,김해시,2023-11-01,64.8
253,김해시,2023-12-01,80.0
247,남원,2023-01-01,26.4
247,남원,2023-02-01,19.9
247,남원,2023-03-01,45.5
247,남원,2023-04-01,37.9
247,남원,2023-05-01,172.6
247,남원,2023-06-01,273.0
247,남원,2023-07-01,628.9
247,남원,2023-08-01,294.2
247,남원,2023-09-01,107.1
247,남원,2023-10-01,9.9
247,남원,2023-11-01,83.5
247,남원,2023-12-01,106.8
295,남해,2023-01-01,108.5
295,남해,2023-02-01,34.5
295,남해,2023-03-01,62.4
295,남해,2023-04-01,144.7
295,남해,2023-05-01,415.5
295,남해,2023-06-01,364.9
295,남해,2023-07-01,709.8
295,남해,2023-08-01,404.2
295,남해,2023-09-01,280.9
295,남해,2023-10-01,4.5
295,남해,2023-11-01,79.7
295,남해,2023-12-01,89.6
100,대관령,2023-01-01,27.0
100,대관령,2023-02-01,3.5
100,대관령,2023-03-01,17.8
100,대관령,2023-04-01,54.5
100,대관령,2023-05-01,92.5
100,대관령,2023-06-01,194.3
100,대관령,2023-07-01,181.9
100,대관령,2023-08-01,303.8
100,대관령,2023-09-01,190.2
100,대관령,2023-10-01,31.2
100,대관령,2023-11-01,39.9
100,대관령,2023-12-01,155.2
143,대구,2023-01-01,11.5
143,대구,2023-02-01,11.2
143,대구,2023-03-01,27.3
143,대구,2023-04-01,30.8
143,대구,2023-05-01,200.0
143,대구,2023-06-01,178.7
143,대구,2023-07-01,298.7
143,대구,2023-08-01,312.8
143,대구,2023-09-01,123.6
143,대구,2023-10-01,5.7
143,대구,2023-11-01,31.6
143,대구,2023-12-01,89.9
133,대전,2023-01-01,28.4
133,대전,2023-02-01,5.4
133,대전,2023-03-01,23.8
133,대전,2023-04-01,54.5
133,대전,2023-05-01,192.9
133,대전,2023-06-01,147.5
133,대전,2023-07-01,776.3
133,대전,2023-08-01,326.9
133,대전,2023-09-01,310.2
133,대전,2023-10-01,12.2
133,대전,2023-11-01,40.3
133,대전,2023-12-01,124.1
98,동두천,2023-01-01,49.8
98,동두천,2023-02-01,0.5
98,동두천,2023-03-01,14.4
98,동두천,2023-04-01,94.6
98,동두천,2023-05-01,158.7
98,동두천,2023-06-01,218.4
98,동두천,2023-07-01,355.6
98,동두천,2023-08-01,255.9
98,동두천,2023-09-01,56.3
98,동두천,2023-10-01,38.5
98,동두천,2023-11-01,93.4
98,동두천,2023-12-01,76.6
106,동해,2023-01-01,63.7
106,동해,2023-02-01,70.7
106,동해,2023-03-01,9.4
106,동해,2023-04-01,11.4
106,동해,2023-05-01,73.6
106,동해,2023-06-01,111.6
106,동해,2023-07-01,75.4
106,동해,2023-08-01,392.8
106,동해,2023-09-01,261.2
106,동해,2023-10-01,31.2
106,동해,2023-11-01,74.6
106,동해,2023-12-01,181.2
165,목포,2023-01-01,35.2
165,목포,2023-02-01,26.8
165,목포,2023-03-01,22.6
165,목포,2023-04-01,88.8
165,목포,2023-05-01,158.1
165,목포,2023-06-01,168.8
165,목포,2023-07-01,629.2
165,목포,2023-08-01,152.9
165,목포,2023-09-01,146.7
165,목포,2023-10-01,7.1
165,목포,2023-11-01,75.7
165,목포,2023-12-01,66.0
273,문경,2023-01-01,30.9
273,문경,2023-02-01,7.0
273,문경,2023-03-01,31.7
273,문경,2023-04-01,63.4
