지점,지점명,일시,일조율(%)
129,서산,2023-01-01,58.1
129,서산,2023-02-01,64.8
129,서산,2023-03-01,64.9
129,서산,2023-04-01,50.1
129,서산,2023-05-01,51.5
129,서산,2023-06-01,48.9
129,서산,2023-07-01,35.6
129,서산,2023-08-01,51.0
129,서산,2023-09-01,41.1
129,서산,2023-10-01,61.4
129,서산,2023-11-01,43.3
129,서산,2023-12-01,30.5
108,서울,2023-01-01,62.2
108,서울,2023-02-01,65.5
108,서울,2023-03-01,64.7
108,서울,2023-04-01,46.2
108,서울,2023-05-01,53.6
108,서울,2023-06-01,44.1
108,서울,2023-07-01,32.6
108,서울,2023-08-01,37.0
108,서울,2023-09-01,42.1
108,서울,2023-10-01,59.8
108,서울,2023-11-01,56.2
108,서울,2023-12-01,49.2
181,서청주,2023-05-01,52.6
181,서청주,2023-06-01,52.1
181,서청주,2023-07-01,33.6
181,서청주,2023-08-01,42.6
181,서청주,2023-09-01,41.5
181,서청주,2023-10-01,57.7
181,서청주,2023-11-01,55.5
181,서청주,2023-12-01,40.5
188,성산,2023-01-01,44.9
188,성산,2023-02-01,48.2
188,성산,2023-03-01,54.6
188,성산,2023-04-01,53.9
188,성산,2023-05-01,38.0
188,성산,2023-06-01,34.0
188,성산,2023-07-01,22.5
188,성산,2023-08-01,54.3
188,성산,2023-09-01,49.1
188,성산,2023-10-01,60.8
188,성산,2023-11-01,50.2
188,성산,2023-12-01,26.2
239,세종,2023-01-01,58.1
239,세종,2023-02-01,55.6
239,세종,2023-03-01,62.9
239,세종,2023-04-01,47.7
239,세종,2023-05-01,47.8
239,세종,2023-06-01,49.8
239,세종,2023-07-01,31.2
239,세종,2023-08-01,42.0
239,세종,2023-09-01,37.7
239,세종,2023-10-01,56.8
239,세종,2023-11-01,51.5
239,세종,2023-12-01,38.4
90,속초,2023-01-01,70.6
90,속초,2023-02-01,61.9
90,속초,2023-03-01,60.5
90,속초,2023-04-01,53.6
90,속초,2023-05-01,52.7
90,속초,2023-06-01,55.3
90,속초,2023-07-01,41.0
90,속초,2023-08-01,47.4
90,속초,2023-09-01,41.9
90,속초,2023-10-01,62.7
90,속초,2023-11-01,68.6
90,속초,2023-12-01,58.7
119,수원,2023-01-01,65.3
119,수원,2023-02-01,64.9
119,수원,2023-03-01,66.3
119,수원,2023-04-01,47.9
119,수원,2023-05-01,53.6
119,수원,2023-06-01,48.8
119,수원,2023-07-01,36.8
119,수원,2023-08-01,46.1
119,수원,2023-09-01,45.3
119,수원,2023-10-01,62.0
119,수원,2023-11-01,57.2
119,수원,2023-12-01,47.9
254,순창군,2023-01-01,55.5
254,순창군,2023-02-01,56.7
254,순창군,2023-03-01,64.0
254,순창군,2023-04-01,46.0
254,순창군,2023-05-01,42.6
254,순창군,2023-06-01,44.9
254,순창군,2023-07-01,27.6
254,순창군,2023-08-01,47.8
254,순창군,2023-09-01,39.0
254,순창군,2023-10-01,55.9
254,순창군,2023-11-01,48.7
254,순창군,2023-12-01,36.6
174,순천,2023-01-01,63.1
174,순천,2023-02-01,57.4
174,순천,2023-03-01,59.6
174,순천,2023-04-01,47.5
174,순천,2023-05-01,41.4
174,순천,2023-06-01,41.8
174,순천,2023-07-01,20.3
174,순천,2023-08-01,46.1
174,순천,2023-09-01,38.8
174,순천,2023-10-01,62.0
174,순천,2023-11-01,56.1
174,순천,2023-12-01,45.8
136,안동,2023-01-01,68.9
136,안동,2023-02-01,62.8
136,안동,2023-03-01,67.7
136,안동,2023-04-01,51.0
136,안동,2023-05-01,50.6
136,안동,2023-06-01,49.4
136,안동,2023-07-01,29.0
136,안동,2023-08-01,47.5
136,안동,2023-09-01,42.0
136,안동,2023-10-01,58.7
136,안동,2023-11-01,66.4
136,안동,2023-12-01,56.3
257,양산시,2023-01-01,67.2
257,양산시,2023-02-01,55.8
257,양산시,2023-03-01,55.9
257,양산시,2023-04-01,50.1
257,양산시,2023-05-01,41.6
257,양산시,2023-06-01,39.4
257,양산시,2023-07-01,27.5
257,양산시,2023-08-01,45.7
257,양산시,2023-09-01,37.4
257,양산시,2023-10-01,62.3
257,양산시,2023-11-01,62.4
257,양산시,2023-12-01,55.3
202,양평,2023-01-01,58.3
202,양평,2023-02-01,59.0
202,양평,2023-03-01,61.5
202,양평,2023-04-01,45.3
202,양평,2023-05-01,52.8
202,양평,2023-06-01,47.5
202,양평,2023-07-01,32.0
202,양평,2023-08-01,42.6
202,양평,2023-09-01,41.3
202,양평,2023-10-01,50.8
202,양평,2023-11-01,52.0
202,양평,2023-12-01,45.4
168,여수,2023-01-01,69.9
168,여수,2023-02-01,59.2
168,여수,2023-03-01,59.8
168,여수,2023-04-01,49.2
168,여수,2023-05-01,42.8
168,여수,2023-06-01,44.8
168,여수,2023-07-01,23.9
168,여수,2023-08-01,55.7
168,여수,2023-09-01,45.6
168,여수,2023-10-01,68.8
168,여수,2023-11-01,65.7
168,여수,2023-12-01,59.6
252,영광군,2023-01-01,52.9
252,영광군,2023-02-01,59.6
252,영광군,2023-03-01,64.7
252,영광군,2023-04-01,47.5
252,영광군,2023-05-01,41.4
252,영광군,2023-06-01,39.5
252,영광군,2023-07-01,23.9
252,영광군,2023-08-01,52.4
252,영광군,2023-09-01,44.6
252,영광군,2023-10-01,60.8
252,영광군,2023-11-01,43.0
252,영광군,2023-12-01,29.4
277,영덕,2023-01-01,69.8
277,영덕,2023-02-01,57.8
277,영덕,2023-03-01,60.7
277,영덕,2023-04-01,54.0
277,영덕,2023-05-01,54.9
277,영덕,2023-06-01,57.2
277,영덕,2023-07-01,36.5
277,영덕,2023-08-01,51.6
277,영덕,2023-09-01,42.1
277,영덕,2023-10-01,67.2
277,영덕,2023-11-01,65.3
277,영덕,2023-12-01,60.7
121,영월,2023-01-01,61.6
121,영월,2023-02-01,61.9
121,영월,2023-03-01,67.6
121,영월,2023-04-01,48.2
121,영월,2023-05-01,51.2
121,영월,2023-06-01,48.9
121,영월,2023-07-01,34.1
121,영월,2023-08-01,42.9
121,영월,2023-09-01,44.6
121,영월,2023-10-01,49.0
121,영월,2023-11-01,60.4
121,영월,2023-12-01,50.2
272,영주,2023-01-01,63.6
272,영주,2023-02-01,60.7
272,영주,2023-03-01,65.3
272,영주,2023-04-01,48.3
272,영주,2023-05-01,50.0
272,영주,2023-06-01,49.3
272,영주,2023-07-01,30.7
272,영주,2023-08-01,39.5
272,영주,2023-09-01,42.3
272,영주,2023-10-01,61.8
272,영주,2023-11-01,61.4
272,영주,2023-12-01,52.4
281,영천,2023-01-01,58.1
281,영천,2023-02-01,52.3
281,영천,2023-03-01,62.1
281,영천,2023-04-01,57.3
281,영천,2023-05-01,48.7
281,영천,2023-06-01,49.6
281,영천,2023-07-01,34.2
281,영천,2023-08-01,44.6
281,영천,2023-09-01,39.6
281,영천,2023-10-01,62.2
281,영천,2023-11-01,58.8
281,영천,2023-12-01,54.0
170,완도,2023-01-01,58.4
170,완도,2023-02-01,57.6
170,완도,2023-03-01,61.1
170,완도,2023-04-01,48.4
170,완도,2023-05-01,42.5
170,완도,2023-06-01,44.6
170,완도,2023-07-01,24.5
170,완도,2023-08-01,61.8
170,완도,2023-09-01,49.0
170,완도,2023-10-01,66.6
170,완도,2023-11-01,53.4
170,완도,2023-12-01,37.6
115,울릉도,2023-01-01,35.5
115,울릉도,2023-02-01,38.4
115,울릉도,2023-03-01,54.6
115,울릉도,2023-04-01,56.8
115,울릉도,2023-05-01,54.7
115,울릉도,2023-06-01,44.8
115,울릉도,2023-07-01,40.0
115,울릉도,2023-08-01,39.6
115,울릉도,2023-09-01,37.0
115,울릉도,2023-10-01,55.4
115,울릉도,2023-11-01,40.2
115,울릉도,2023-12-01,31.9
152,울산,2023-01-01,71.6
152,울산,2023-02-01,56.2
152,울산,2023-03-01,62.4
152,울산,2023-04-01,57.3
152,울산,2023-05-01,46.0
152,울산,2023-06-01,47.0
152,울산,2023-07-01,37.6
152,울산,2023-08-01,46.9
152,울산,2023-09-01,38.4
152,울산,2023-10-01,65.5
152,울산,2023-11-01,67.5
152,울산,2023-12-01,62.8
130,울진,2023-01-01,71.9
130,울진,2023-02-01,58.2
130,울진,2023-03-01,62.1
130,울진,2023-04-01,57.2
130,울진,2023-05-01,56.0
130,울진,2023-06-01,56.3
130,울진,2023-07-01,37.0
130,울진,2023-08-01,51.4
130,울진,2023-09-01,45.4
130,울진,2023-10-01,69.3
130,울진,2023-11-01,75.1
130,울진,2023-12-01,65.2
114,원주,2023-01-01,63.5
114,원주,2023-02-01,62.4
114,원주,2023-03-01,67.4
114,원주,2023-04-01,48.1
114,원주,2023-05-01,54.6
114,원주,2023-06-01,52.7
114,원주,2023-07-01,35.2
114,원주,2023-08-01,36.2
114,원주,2023-09-01,43.0
114,원주,2023-10-01,57.9
114,원주,2023-11-01,59.4
114,원주,2023-12-01,50.9
263,의령군,2023-01-01,68.7
263,의령군,2023-02-01,59.4
263,의령군,2023-03-01,60.8
263,의령군,2023-04-01,48.2
263,의령군,2023-05-01,38.8
263,의령군,2023-06-01,42.4
263,의령군,2023-07-01,24.9
263,의령군,2023-08-01,46.0
263,의령군,2023-09-01,37.8
263,의령군,2023-10-01,59.9
263,의령군,2023-11-01,66.0
263,의령군,2023-12-01,60.4
278,의성,2023-01-01,62.5
278,의성,2023-02-01,56.4
278,의성,2023-03-01,61.0
278,의성,2023-04-01,49.3
278,의성,2023-05-01,49.1
278,의성,2023-06-01,46.4
278,의성,2023-07-01,32.4
278,의성,2023-08-01,42.8
278,의성,2023-09-01,37.6
278,의성,2023-10-01,58.4
278,의성,2023-11-01,62.5
278,의성,2023-12-01,54.7
203,이천,2023-01-01,56.7
203,이천,2023-02-01,55.8
203,이천,2023-03-01,60.7
203,이천,2023-04-01,44.5
203,이천,2023-05-01,47.4
203,이천,2023-06-01,42.9
203,이천,2023-07-01,29.3
203,이천,2023-08-01,39.0
203,이천,2023-09-01,34.7
203,이천,2023-10-01,45.9
203,이천,2023-11-01,50.7
203,이천,2023-12-01,40.6
211,인제,2023-01-01,49.4
211,인제,2023-02-01,57.7
211,인제,2023-03-01,58.9
211,인제,2023-04-01,40.4
211,인제,2023-05-01,50.0
211,인제,2023-06-01,41.1
211,인제,2023-07-01,33.6
211,인제,2023-08-01,37.3
211,인제,2023-09-01,37.1
211,인제,2023-10-01,44.6
211,인제,2023-11-01,45.8
211,인제,2023-12-01,33.5
112,인천,2023-01-01,63.4
112,인천,2023-02-01,67.0
112,인천,2023-03-01,64.2
112,인천,2023-04-01,47.9
112,인천,2023-05-01,52.3
112,인천,2023-06-01,52.1
112,인천,2023-07-01,40.7
112,인천,2023-08-01,45.1
112,인천,2023-09-01,45.1
112,인천,2023-10-01,64.4
112,인천,2023-11-01,51.3
112,인천,2023-12-01,46.8
244,임실,2023-01-01,50.3
244,임실,2023-02-01,54.2
244,임실,2023-03-01,62.7
244,임실,2023-04-01,46.6
244,임실,2023-05-01,44.3
244,임실,2023-06-01,47.1
244,임실,2023-07-01,27.7
244,임실,2023-08-01,45.0
244,임실,2023-09-01,39.1
244,임실,2023-10-01,60.4
244,임실,2023-11-01,47.5
244,임실,2023-12-01,38.6
248,장수,2023-01-01,54.1
248,장수,2023-02-01,54.1
248,장수,2023-03-01,61.0
248,장수,2023-04-01,45.8
248,장수,2023-05-01,40.6
248,장수,2023-06-01,47.7
248,장수,2023-07-01,28.2
248,장수,2023-08-01,39.6
248,장수,2023-09-01,37.7
248,장수,2023-10-01,57.5
248,장수,2023-11-01,50.4
248,장수,2023-12-01,40.4
260,장흥,2023-01-01,61.0
260,장흥,2023-02-01,57.9
260,장흥,2023-03-01,61.0
