지점,지점명,일시,평균기온(°C)
105,강릉,2023-01-01,2.4
105,강릉,2023-02-01,5.2
105,강릉,2023-03-01,12.1
105,강릉,2023-04-01,15.3
105,강릉,2023-05-01,20.3
105,강릉,2023-06-01,23.2
105,강릉,2023-07-01,27.5
105,강릉,2023-08-01,26.2
105,강릉,2023-09-01,22.4
105,강릉,2023-10-01,17.0
105,강릉,2023-11-01,10.5
105,강릉,2023-12-01,3.6
259,강진군,2023-01-01,1.8
259,강진군,2023-02-01,4.0
259,강진군,2023-03-01,10.0
259,강진군,2023-04-01,13.5
259,강진군,2023-05-01,18.3
259,강진군,2023-06-01,22.9
259,강진군,2023-07-01,26.1
259,강진군,2023-08-01,27.6
259,강진군,2023-09-01,24.1
259,강진군,2023-10-01,16.4
259,강진군,2023-11-01,9.9
259,강진군,2023-12-01,4.8
201,강화,2023-01-01,-3.1
201,강화,2023-02-01,0.4
201,강화,2023-03-01,7.1
201,강화,2023-04-01,11.8
201,강화,2023-05-01,16.7
201,강화,2023-06-01,20.9
201,강화,2023-07-01,24.8
201,강화,2023-08-01,25.2
201,강화,2023-09-01,21.9
201,강화,2023-10-01,14.3
201,강화,2023-11-01,5.8
201,강화,2023-12-01,-0.1
294,거제,2023-01-01,3.1
294,거제,2023-02-01,5.8
294,거제,2023-03-01,11.4
294,거제,2023-04-01,14.2
294,거제,2023-05-01,17.7
294,거제,2023-06-01,22.2
294,거제,2023-07-01,25.2
294,거제,2023-08-01,27.1
294,거제,2023-09-01,23.6
294,거제,2023-10-01,16.6
294,거제,2023-11-01,11.0
294,거제,2023-12-01,5.8
284,거창,2023-01-01,-0.9
284,거창,2023-02-01,2.2
284,거창,2023-03-01,9.1
284,거창,2023-04-01,12.5
284,거창,2023-05-01,17.3
284,거창,2023-06-01,22.1
284,거창,2023-07-01,24.9
284,거창,2023-08-01,25.7
284,거창,2023-09-01,21.4
284,거창,2023-10-01,12.8
284,거창,2023-11-01,6.6
284,거창,2023-12-01,1.5
283,경주시,2023-01-01,0.8
283,경주시,2023-02-01,3.8
283,경주시,2023-03-01,10.5
283,경주시,2023-04-01,13.9
283,경주시,2023-05-01,18.2
283,경주시,2023-06-01,23.2
283,경주시,2023-07-01,26.4
283,경주시,2023-08-01,26.9
283,경주시,2023-09-01,22.9
283,경주시,2023-10-01,14.9
283,경주시,2023-11-01,9.0
283,경주시,2023-12-01,3.2
185,고산,2023-01-01,6.8
185,고산,2023-02-01,7.4
185,고산,2023-03-01,11.6
185,고산,2023-04-01,14.6
185,고산,2023-05-01,17.7
185,고산,2023-06-01,21.2
185,고산,2023-07-01,25.7
185,고산,2023-08-01,27.3
185,고산,2023-09-01,24.9
185,고산,2023-10-01,19.0
185,고산,2023-11-01,13.7
185,고산,2023-12-01,9.6
