지점,지점명,일시,합계 일조시간(hr)
105,강릉,2023-01-01,218.4
105,강릉,2023-02-01,164.1
105,강릉,2023-03-01,229.3
105,강릉,2023-04-01,221.1
105,강릉,2023-05-01,223.4
105,강릉,2023-06-01,220.3
105,강릉,2023-07-01,161.1
105,강릉,2023-08-01,139.0
105,강릉,2023-09-01,149.0
105,강릉,2023-10-01,213.7
105,강릉,2023-11-01,215.9
105,강릉,2023-12-01,186.1
259,강진군,2023-01-01,168.7
259,강진군,2023-02-01,170.2
259,강진군,2023-03-01,218.8
259,강진군,2023-04-01,184.0
259,강진군,2023-05-01,176.2
259,강진군,2023-06-01,181.8
259,강진군,2023-07-01,88.6
259,강진군,2023-08-01,219.1
259,강진군,2023-09-01,147.7
259,강진군,2023-10-01,200.1
259,강진군,2023-11-01,131.7
259,강진군,2023-12-01,112.5
201,강화,2023-01-01,180.8
201,강화,2023-02-01,204.6
201,강화,2023-03-01,227.9
201,강화,2023-04-01,178.6
201,강화,2023-05-01,219.3
201,강화,2023-06-01,185.4
201,강화,2023-07-01,149.3
201,강화,2023-08-01,174.4
201,강화,2023-09-01,175.7
201,강화,2023-10-01,213.2
201,강화,2023-11-01,161.7
201,강화,2023-12-01,81.5
294,거제,2023-01-01,187.8
294,거제,2023-02-01,157.7
294,거제,2023-03-01,207.7
294,거제,2023-04-01,202.8
294,거제,2023-05-01,198.8
294,거제,2023-06-01,192.8
294,거제,2023-07-01,113.4
294,거제,2023-08-01,194.1
294,거제,2023-09-01,138.4
294,거제,2023-10-01,209.3
294,거제,2023-11-01,165.5
294,거제,2023-12-01,146.6
284,거창,2023-01-01,211.5
284,거창,2023-02-01,187.1
284,거창,2023-03-01,238.3
284,거창,2023-04-01,210.4
284,거창,2023-05-01,201.1
284,거창,2023-06-01,221.3
284,거창,2023-07-01,153.3
284,거창,2023-08-01,201.5
284,거창,2023-09-01,161.1
284,거창,2023-10-01,224.9
284,거창,2023-11-01,208.7
284,거창,2023-12-01,171.5
283,경주시,2023-01-01,218.0
283,경주시,2023-02-01,162.9
283,경주시,2023-03-01,204.6
283,경주시,2023-04-01,222.1
283,경주시,2023-05-01,211.7
283,경주시,2023-06-01,218.4
283,경주시,2023-07-01,146.7
283,경주시,2023-08-01,182.2
283,경주시,2023-09-01,134.7
283,경주시,2023-10-01,225.3
283,경주시,2023-11-01,210.4
283,경주시,2023-12-01,187.3
185,고산,2023-01-01,109.9
185,고산,2023-02-01,122.4
185,고산,2023-03-01,199.3
185,고산,2023-04-01,192.0
185,고산,2023-05-01,153.4
185,고산,2023-06-01,143.6
185,고산,2023-07-01,86.5
185,고산,2023-08-01,273.3
185,고산,2023-09-01,203.4
185,고산,2023-10-01,234.4
185,고산,2023-11-01,136.3
185,고산,2023-12-01,79.2
172,고창,2023-01-01,165.4
172,고창,2023-02-01,180.0
172,고창,2023-03-01,241.5
172,고창,2023-04-01,191.0
172,고창,2023-05-01,191.4
172,고창,2023-06-01,202.7
172,고창,2023-07-01,72.3
172,고창,2023-08-01,232.0
172,고창,2023-09-01,158.8
172,고창,2023-10-01,213.2
172,고창,2023-11-01,138.0
172,고창,2023-12-01,92.6
251,고창군,2023-01-01,154.7
251,고창군,2023-02-01,171.1
251,고창군,2023-03-01,230.5
251,고창군,2023-04-01,180.1
251,고창군,2023-05-01,175.8
251,고창군,2023-06-01,178.5
251,고창군,2023-07-01,104.9
251,고창군,2023-08-01,184.0
251,고창군,2023-09-01,140.2
251,고창군,2023-10-01,206.1
251,고창군,2023-11-01,130.5
251,고창군,2023-12-01,84.6
262,고흥,2023-01-01,193.6
262,고흥,2023-02-01,169.6
262,고흥,2023-03-01,221.5
262,고흥,2023-04-01,184.8
262,고흥,2023-05-01,175.1
262,고흥,2023-06-01,181.0
262,고흥,2023-07-01,87.6
262,고흥,2023-08-01,216.6
262,고흥,2023-09-01,166.0
262,고흥,2023-10-01,229.2
262,고흥,2023-11-01,182.5
262,고흥,2023-12-01,153.7
266,광양시,2023-01-01,205.5
266,광양시,2023-02-01,180.7
266,광양시,2023-03-01,222.4
266,광양시,2023-04-01,190.5
266,광양시,2023-05-01,190.5
266,광양시,2023-06-01,203.8
266,광양시,2023-07-01,94.0
266,광양시,2023-08-01,203.3
266,광양시,2023-09-01,156.9
266,광양시,2023-10-01,211.2
266,광양시,2023-11-01,176.8
266,광양시,2023-12-01,163.5
156,광주,2023-01-01,186.1
156,광주,2023-02-01,184.0
156,광주,2023-03-01,237.6
156,광주,2023-04-01,196.0
156,광주,2023-05-01,194.5
156,광주,2023-06-01,210.0
156,광주,2023-07-01,119.2
156,광주,2023-08-01,212.9
156,광주,2023-09-01,159.9
156,광주,2023-10-01,231.7
156,광주,2023-11-01,154.0
156,광주,2023-12-01,125.6
279,구미,2023-01-01,179.7
279,구미,2023-02-01,164.4
279,구미,2023-03-01,223.6
279,구미,2023-04-01,209.0
279,구미,2023-05-01,214.0
279,구미,2023-06-01,229.3
279,구미,2023-07-01,141.2
279,구미,2023-08-01,188.1
279,구미,2023-09-01,152.2
279,구미,2023-10-01,210.8
279,구미,2023-11-01,171.3
279,구미,2023-12-01,146.1
140,군산,2023-01-01,200.8
140,군산,2023-02-01,185.8
140,군산,2023-03-01,242.1
140,군산,2023-04-01,192.8
140,군산,2023-05-01,218.5
140,군산,2023-06-01,224.8
140,군산,2023-07-01,150.4
140,군산,2023-08-01,225.4
140,군산,2023-09-01,166.2
140,군산,2023-10-01,229.8
140,군산,2023-11-01,163.4
140,군산,2023-12-01,102.9
238,금산,2023-01-01,192.6
238,금산,2023-02-01,173.9
238,금산,2023-03-01,241.9
238,금산,2023-04-01,194.0
238,금산,2023-05-01,191.2
238,금산,2023-06-01,225.9
238,금산,2023-07-01,132.5
238,금산,2023-08-01,171.2
238,금산,2023-09-01,143.0
238,금산,2023-10-01,197.4
238,금산,2023-11-01,169.9
238,금산,2023-12-01,136.7
253,김해시,2023-01-01,226.5
253,김해시,2023-02-01,177.0
253,김해시,2023-03-01,211.9
253,김해시,2023-04-01,213.6
253,김해시,2023-05-01,197.6
253,김해시,2023-06-01,196.1
253,김해시,2023-07-01,136.0
253,김해시,2023-08-01,197.5
253,김해시,2023-09-01,148.8
253,김해시,2023-10-01,221.6
253,김해시,2023-11-01,204.9
253,김해시,2023-12-01,193.9
247,남원,2023-01-01,179.4
247,남원,2023-02-01,172.9
247,남원,2023-03-01,240.3
247,남원,2023-04-01,191.3
247,남원,2023-05-01,193.0
247,남원,2023-06-01,203.8
247,남원,2023-07-01,130.1
247,남원,2023-08-01,197.6
247,남원,2023-09-01,154.9
247,남원,2023-10-01,221.4
247,남원,2023-11-01,125.8
247,남원,2023-12-01,133.1
295,남해,2023-01-01,204.7
295,남해,2023-02-01,174.5
295,남해,2023-03-01,217.0
295,남해,2023-04-01,194.0
295,남해,2023-05-01,186.0
295,남해,2023-06-01,192.6
295,남해,2023-07-01,99.8
295,남해,2023-08-01,206.7
295,남해,2023-09-01,148.8
295,남해,2023-10-01,225.7
295,남해,2023-11-01,186.8
295,남해,2023-12-01,171.8
100,대관령,2023-01-01,114.6
100,대관령,2023-02-01,181.9
100,대관령,2023-03-01,247.2
100,대관령,2023-04-01,218.4
100,대관령,2023-05-01,223.0
100,대관령,2023-06-01,211.2
100,대관령,2023-07-01,149.7
100,대관령,2023-08-01,142.0
100,대관령,2023-09-01,139.9
100,대관령,2023-10-01,209.7
100,대관령,2023-11-01,188.2
100,대관령,2023-12-01,160.8
143,대구,2023-01-01,218.4
143,대구,2023-02-01,183.4
143,대구,2023-03-01,241.1
143,대구,2023-04-01,224.8
143,대구,2023-05-01,217.2
143,대구,2023-06-01,219.6
143,대구,2023-07-01,138.4
143,대구,2023-08-01,189.4
143,대구,2023-09-01,155.1
143,대구,2023-10-01,235.6
143,대구,2023-11-01,211.3
143,대구,2023-12-01,189.8
133,대전,2023-01-01,192.5
133,대전,2023-02-01,177.3
133,대전,2023-03-01,253.4
133,대전,2023-04-01,202.5
133,대전,2023-05-01,226.3
133,대전,2023-06-01,229.5
133,대전,2023-07-01,147.9
133,대전,2023-08-01,186.4
133,대전,2023-09-01,157.5
133,대전,2023-10-01,227.8
133,대전,2023-11-01,167.7
133,대전,2023-12-01,141.1
98,동두천,2023-01-01,186.5
98,동두천,2023-02-01,197.0
98,동두천,2023-03-01,251.2
98,동두천,2023-04-01,198.9
98,동두천,2023-05-01,244.2
98,동두천,2023-06-01,193.0
98,동두천,2023-07-01,164.6
98,동두천,2023-08-01,161.6
98,동두천,2023-09-01,165.9
98,동두천,2023-10-01,206.3
98,동두천,2023-11-01,161.7
98,동두천,2023-12-01,151.8
106,동해,2023-01-01,212.1
106,동해,2023-02-01,175.4
106,동해,2023-03-01,230.6
106,동해,2023-04-01,225.8
106,동해,2023-05-01,238.6
106,동해,2023-06-01,241.2
106,동해,2023-07-01,175.6
106,동해,2023-08-01,181.7
106,동해,2023-09-01,170.5
106,동해,2023-10-01,213.1
106,동해,2023-11-01,207.0
106,동해,2023-12-01,186.1
165,목포,2023-01-01,168.4
165,목포,2023-02-01,170.3
165,목포,2023-03-01,227.1
165,목포,2023-04-01,192.8
165,목포,2023-05-01,183.7
