지점,지점명,일시,합계 일사량(MJ/m2)
105,강릉,2023-01-01,292.8
105,강릉,2023-02-01,301.9
105,강릉,2023-03-01,455.5
105,강릉,2023-04-01,525.2
105,강릉,2023-05-01,587.6
105,강릉,2023-06-01,605.5
105,강릉,2023-07-01,504.6
105,강릉,2023-08-01,432.9
105,강릉,2023-09-01,377.4
105,강릉,2023-10-01,387.1
105,강릉,2023-11-01,303.3
105,강릉,2023-12-01,237.2
259,강진군,2023-01-01,310.9
259,강진군,2023-02-01,363.6
259,강진군,2023-03-01,510.3
259,강진군,2023-04-01,511.4
259,강진군,2023-05-01,557.6
259,강진군,2023-06-01,551.1
259,강진군,2023-07-01,398.7
259,강진군,2023-08-01,609.1
259,강진군,2023-09-01,457.8
259,강진군,2023-10-01,426.2
259,강진군,2023-11-01,271.8
259,강진군,2023-12-01,211.8
201,강화,2023-01-01,
201,강화,2023-02-01,
201,강화,2023-03-01,
201,강화,2023-04-01,
201,강화,2023-05-01,
201,강화,2023-06-01,
201,강화,2023-07-01,
201,강화,2023-08-01,
201,강화,2023-09-01,
201,강화,2023-10-01,
201,강화,2023-11-01,
201,강화,2023-12-01,
294,거제,2023-01-01,
294,거제,2023-02-01,
294,거제,2023-03-01,
294,거제,2023-04-01,
294,거제,2023-05-01,
294,거제,2023-06-01,
294,거제,2023-07-01,
294,거제,2023-08-01,
294,거제,2023-09-01,
294,거제,2023-10-01,
294,거제,2023-11-01,
294,거제,2023-12-01,
284,거창,2023-01-01,
284,거창,2023-02-01,
284,거창,2023-03-01,
284,거창,2023-04-01,
284,거창,2023-05-01,
284,거창,2023-06-01,
284,거창,2023-07-01,
284,거창,2023-08-01,
284,거창,2023-09-01,
284,거창,2023-10-01,
284,거창,2023-11-01,
284,거창,2023-12-01,
283,경주시,2023-01-01,335.8
283,경주시,2023-02-01,346.9
283,경주시,2023-03-01,515.7
283,경주시,2023-04-01,572.6
283,경주시,2023-05-01,597.6
283,경주시,2023-06-01,640.7
283,경주시,2023-07-01,487.6
283,경주시,2023-08-01,529.2
283,경주시,2023-09-01,403.4
283,경주시,2023-10-01,456.2
283,경주시,2023-11-01,351.0
283,경주시,2023-12-01,276.3
185,고산,2023-01-01,215.1
185,고산,2023-02-01,304.2
185,고산,2023-03-01,486.9
