지점,지점명,일시,일조율(%)
90,속초,2021-01,65.58
90,속초,2021-02,70.93
90,속초,2021-03,56.29
90,속초,2021-04,57.62
90,속초,2021-05,54.21
90,속초,2021-06,41.89
90,속초,2021-07,59.92
90,속초,2021-08,31.51
90,속초,2021-09,52.49
90,속초,2021-10,50.09
90,속초,2021-11,70.99
90,속초,2021-12,74.21
93,북춘천,2021-01,59.23
93,북춘천,2021-02,69.65
93,북춘천,2021-03,58.5
93,북춘천,2021-04,56.97
93,북춘천,2021-05,43.13
93,북춘천,2021-06,42.13
93,북춘천,2021-07,56.01
93,북춘천,2021-08,36.54
93,북춘천,2021-09,50.56
93,북춘천,2021-10,46.06
93,북춘천,2021-11,53.55
93,북춘천,2021-12,58.36
95,철원,2021-01,61.95
95,철원,2021-02,67.17
95,철원,2021-03,64.83
95,철원,2021-04,66.14
95,철원,2021-05,56.02
95,철원,2021-06,55.83
95,철원,2021-07,64.22
95,철원,2021-08,50.06
95,철원,2021-09,62.09
95,철원,2021-10,56.42
95,철원,2021-11,57.23
95,철원,2021-12,59.78
98,동두천,2021-01,61.56
98,동두천,2021-02,62.7
98,동두천,2021-03,64.22
98,동두천,2021-04,60.37
98,동두천,2021-05,47.78
98,동두천,2021-06,46.9
98,동두천,2021-07,52.9
98,동두천,2021-08,38.76
98,동두천,2021-09,54.54
98,동두천,2021-10,53.62
98,동두천,2021-11,54.76
98,동두천,2021-12,62.2
99,파주,2021-01,62.88
99,파주,2021-02,65.16
99,파주,2021-03,65.37
99,파주,2021-04,59.34
99,파주,2021-05,48.23
99,파주,2021-06,44.91
99,파주,2021-07,57.1
99,파주,2021-08,42.72
99,파주,2021-09,56.12
99,파주,2021-10,54.77
99,파주,2021-11,57.78
99,파주,2021-12,64.84
100,대관령,2021-01,66.7
100,대관령,2021-02,74.9
100,대관령,2021-03,62.47
100,대관령,2021-04,65.18
100,대관령,2021-05,51.18
100,대관령,2021-06,41.84
100,대관령,2021-07,58.78
100,대관령,2021-08,27.53
100,대관령,2021-09,41.27
100,대관령,2021-10,52.74
100,대관령,2021-11,63.5
100,대관령,2021-12,69.62
101,춘천,2021-01,55.87
101,춘천,2021-02,64.66
101,춘천,2021-03,55.81
101,춘천,2021-04,56.67
101,춘천,2021-05,45.83
101,춘천,2021-06,46.9
101,춘천,2021-07,58.41
101,춘천,2021-08,37.63
101,춘천,2021-09,53.14
101,춘천,2021-10,44.19
101,춘천,2021-11,54.1
101,춘천,2021-12,52.85
102,백령도,2021-01,37.46
102,백령도,2021-02,58.31
102,백령도,2021-03,55.3
102,백령도,2021-04,60.24
102,백령도,2021-05,56.39
102,백령도,2021-06,39.14
102,백령도,2021-07,53.89
102,백령도,2021-08,41.63
102,백령도,2021-09,56.8
102,백령도,2021-10,55.65
102,백령도,2021-11,42.42
102,백령도,2021-12,40.35
104,북강릉,2021-01,66.93
104,북강릉,2021-02,70.53
104,북강릉,2021-03,56.7
104,북강릉,2021-04,59.86
104,북강릉,2021-05,51.93
104,북강릉,2021-06,41.04
104,북강릉,2021-07,56.91
104,북강릉,2021-08,25.27
104,북강릉,2021-09,45.63
104,북강릉,2021-10,48.46
104,북강릉,2021-11,70.0
104,북강릉,2021-12,73.14
105,강릉,2021-01,65.23
105,강릉,2021-02,67.2
105,강릉,2021-03,54.16
105,강릉,2021-04,54.96
105,강릉,2021-05,46.58
105,강릉,2021-06,35.94
105,강릉,2021-07,47.79
105,강릉,2021-08,17.87
105,강릉,2021-09,35.98
105,강릉,2021-10,45.73
105,강릉,2021-11,64.82
105,강릉,2021-12,69.48
106,동해,2021-01,66.07
106,동해,2021-02,67.91
106,동해,2021-03,55.94
106,동해,2021-04,58.13
106,동해,2021-05,50.11
106,동해,2021-06,42.43
106,동해,2021-07,57.95
106,동해,2021-08,25.72
106,동해,2021-09,45.35
106,동해,2021-10,47.27
106,동해,2021-11,69.81
106,동해,2021-12,71.44
108,서울,2021-01,59.25
108,서울,2021-02,59.74
108,서울,2021-03,57.37
108,서울,2021-04,52.74
108,서울,2021-05,46.25
108,서울,2021-06,41.96
108,서울,2021-07,43.51
108,서울,2021-08,30.24
108,서울,2021-09,48.82
108,서울,2021-10,48.38
108,서울,2021-11,53.57
108,서울,2021-12,62.07
112,인천,2021-01,64.84
112,인천,2021-02,65.14
112,인천,2021-03,61.51
112,인천,2021-04,59.14
112,인천,2021-05,54.56
112,인천,2021-06,52.71
112,인천,2021-07,60.25
112,인천,2021-08,44.22
112,인천,2021-09,56.58
112,인천,2021-10,57.77
112,인천,2021-11,59.17
112,인천,2021-12,64.38
114,원주,2021-01,59.75
114,원주,2021-02,64.33
114,원주,2021-03,57.77
114,원주,2021-04,55.87
114,원주,2021-05,45.63
114,원주,2021-06,46.65
114,원주,2021-07,53.17
114,원주,2021-08,33.64
114,원주,2021-09,45.28
114,원주,2021-10,49.54
114,원주,2021-11,55.02
114,원주,2021-12,59.0
115,울릉도,2021-01,30.7
115,울릉도,2021-02,40.02
115,울릉도,2021-03,48.22
115,울릉도,2021-04,54.19
115,울릉도,2021-05,45.76
115,울릉도,2021-06,37.74
115,울릉도,2021-07,45.08
115,울릉도,2021-08,29.56
115,울릉도,2021-09,43.09
115,울릉도,2021-10,41.53
115,울릉도,2021-11,45.81
115,울릉도,2021-12,37.23
119,수원,2021-01,62.15
119,수원,2021-02,65.6
119,수원,2021-03,59.63
119,수원,2021-04,57.4
119,수원,2021-05,47.45
119,수원,2021-06,51.17
119,수원,2021-07,54.16
119,수원,2021-08,35.77
119,수원,2021-09,50.99
119,수원,2021-10,58.93
119,수원,2021-11,60.05
119,수원,2021-12,63.46
121,영월,2021-01,61.28
121,영월,2021-02,67.15
121,영월,2021-03,55.05
121,영월,2021-04,54.24
121,영월,2021-05,41.64
121,영월,2021-06,44.36
121,영월,2021-07,49.72
121,영월,2021-08,27.72
121,영월,2021-09,43.83
121,영월,2021-10,44.66
121,영월,2021-11,54.68
121,영월,2021-12,60.19
127,충주,2021-01,58.17
127,충주,2021-02,67.38
127,충주,2021-03,57.62
127,충주,2021-04,57.74
127,충주,2021-05,43.94
127,충주,2021-06,44.22
127,충주,2021-07,50.74
127,충주,2021-08,34.07
127,충주,2021-09,49.77
127,충주,2021-10,50.73
127,충주,2021-11,51.08
127,충주,2021-12,55.2
129,서산,2021-01,55.22
129,서산,2021-02,63.44
129,서산,2021-03,58.63
129,서산,2021-04,57.35
129,서산,2021-05,49.14
129,서산,2021-06,50.0
129,서산,2021-07,56.41
129,서산,2021-08,41.98
129,서산,2021-09,52.87
129,서산,2021-10,61.18
129,서산,2021-11,59.73
129,서산,2021-12,53.04
130,울진,2021-01,68.66
130,울진,2021-02,69.56
130,울진,2021-03,55.43
130,울진,2021-04,56.73
130,울진,2021-05,46.8
130,울진,2021-06,43.18
130,울진,2021-07,52.27
130,울진,2021-08,31.98
130,울진,2021-09,42.5
130,울진,2021-10,52.35
130,울진,2021-11,68.32
130,울진,2021-12,73.49
131,청주,2021-01,60.9
131,청주,2021-02,66.78
131,청주,2021-03,59.38
131,청주,2021-04,58.14
131,청주,2021-05,45.84
131,청주,2021-06,46.86
131,청주,2021-07,52.05
131,청주,2021-08,35.53
131,청주,2021-09,48.71
131,청주,2021-10,57.49
131,청주,2021-11,59.47
131,청주,2021-12,59.04
133,대전,2021-01,58.46
133,대전,2021-02,67.48
133,대전,2021-03,57.92
133,대전,2021-04,59.95
133,대전,2021-05,47.92
133,대전,2021-06,49.7
133,대전,2021-07,55.7
133,대전,2021-08,37.67
133,대전,2021-09,46.54
133,대전,2021-10,62.44
133,대전,2021-11,60.5
133,대전,2021-12,58.92
135,추풍령,2021-01,58.94
135,추풍령,2021-02,64.05
135,추풍령,2021-03,52.65
135,추풍령,2021-04,56.3
135,추풍령,2021-05,35.87
135,추풍령,2021-06,41.66
135,추풍령,2021-07,42.93
135,추풍령,2021-08,28.25
135,추풍령,2021-09,33.19
135,추풍령,2021-10,57.63
135,추풍령,2021-11,57.34
135,추풍령,2021-12,60.24
136,안동,2021-01,68.52
136,안동,2021-02,73.85
136,안동,2021-03,59.74
136,안동,2021-04,61.83
136,안동,2021-05,45.57
136,안동,2021-06,46.88
136,안동,2021-07,53.28
136,안동,2021-08,31.95
