지점,지점명,일시,평균운량(1/10)
277,영덕,2021-11,3.3
277,영덕,2021-12,3.2
278,의성,2021-01,3.6
278,의성,2021-02,3.3
278,의성,2021-03,5.0
278,의성,2021-04,4.9
278,의성,2021-05,5.9
278,의성,2021-06,6.4
278,의성,2021-07,6.5
278,의성,2021-08,7.5
278,의성,2021-09,6.6
278,의성,2021-10,5.4
278,의성,2021-11,3.7
278,의성,2021-12,2.9
279,구미,2021-01,3.9
279,구미,2021-02,3.6
279,구미,2021-03,5.1
279,구미,2021-04,5.1
279,구미,2021-05,5.8
279,구미,2021-06,6.1
279,구미,2021-07,6.7
279,구미,2021-08,7.4
279,구미,2021-09,6.6
279,구미,2021-10,4.7
279,구미,2021-11,3.8
279,구미,2021-12,3.0
281,영천,2021-01,3.8
281,영천,2021-02,3.3
281,영천,2021-03,5.2
281,영천,2021-04,5.0
281,영천,2021-05,5.9
281,영천,2021-06,6.6
281,영천,2021-07,6.7
281,영천,2021-08,7.1
281,영천,2021-09,6.8
281,영천,2021-10,4.8
281,영천,2021-11,3.3
281,영천,2021-12,2.7
283,경주시,2021-01,3.5
283,경주시,2021-02,3.4
283,경주시,2021-03,5.2
283,경주시,2021-04,5.3
283,경주시,2021-05,5.8
283,경주시,2021-06,6.6
283,경주시,2021-07,6.6
283,경주시,2021-08,7.2
283,경주시,2021-09,7.0
283,경주시,2021-10,4.7
283,경주시,2021-11,3.1
283,경주시,2021-12,2.6
284,거창,2021-01,4.7
284,거창,2021-02,3.7
284,거창,2021-03,5.4
284,거창,2021-04,5.2
284,거창,2021-05,6.0
284,거창,2021-06,6.6
284,거창,2021-07,7.0
284,거창,2021-08,7.4
284,거창,2021-09,6.9
284,거창,2021-10,4.6
284,거창,2021-11,3.9
284,거창,2021-12,3.4
285,합천,2021-01,3.9
285,합천,2021-02,3.4
285,합천,2021-03,5.3
285,합천,2021-04,5.3
285,합천,2021-05,5.6
285,합천,2021-06,6.4
285,합천,2021-07,6.9
285,합천,2021-08,7.1
285,합천,2021-09,6.7
285,합천,2021-10,4.6
285,합천,2021-11,3.4
285,합천,2021-12,2.9
288,밀양,2021-01,3.6
288,밀양,2021-02,3.5
288,밀양,2021-03,5.1
288,밀양,2021-04,5.0
288,밀양,2021-05,5.9
288,밀양,2021-06,6.3
288,밀양,2021-07,6.9
288,밀양,2021-08,7.2
288,밀양,2021-09,6.7
288,밀양,2021-10,4.3
288,밀양,2021-11,3.2
288,밀양,2021-12,2.5
289,산청,2021-01,4.4
289,산청,2021-02,3.7
289,산청,2021-03,5.4
289,산청,2021-04,5.2
289,산청,2021-05,5.9
289,산청,2021-06,6.5
289,산청,2021-07,7.1
289,산청,2021-08,7.2
289,산청,2021-09,6.8
289,산청,2021-10,4.5
289,산청,2021-11,3.6
289,산청,2021-12,3.4
294,거제,2021-01,4.1
294,거제,2021-02,4.0
294,거제,2021-03,5.1
294,거제,2021-04,5.0
294,거제,2021-05,5.9
294,거제,2021-06,6.2
294,거제,2021-07,6.9
294,거제,2021-08,6.7
294,거제,2021-09,7.3
294,거제,2021-10,4.1
294,거제,2021-11,3.2
294,거제,2021-12,2.5
295,남해,2021-01,4.5
295,남해,2021-02,4.3
295,남해,2021-03,5.1
295,남해,2021-04,5.3
295,남해,2021-05,5.8
295,남해,2021-06,6.3
295,남해,2021-07,7.0
295,남해,2021-08,6.7
295,남해,2021-09,7.4
295,남해,2021-10,4.4
295,남해,2021-11,3.6
295,남해,2021-12,3.1
