지점,지점명,일시,합계 일조시간(hr)
90,속초,2023-01,215.7
90,속초,2023-02,186.6
90,속초,2023-03,224.0
90,속초,2023-04,212.2
90,속초,2023-05,232.6
90,속초,2023-06,244.9
90,속초,2023-07,184.5
90,속초,2023-08,121.9
90,속초,2023-09,156.6
90,속초,2023-10,218.1
90,속초,2023-11,208.7
90,속초,2023-12,174.0
93,북춘천,2023-01,183.1
93,북춘천,2023-02,216.2
93,북춘천,2023-03,272.6
93,북춘천,2023-04,208.2
93,북춘천,2023-05,281.4
93,북춘천,2023-06,235.0
93,북춘천,2023-07,192.9
93,북춘천,2023-08,202.8
93,북춘천,2023-09,183.5
93,북춘천,2023-10,195.9
93,북춘천,2023-11,181.9
93,북춘천,2023-12,164.6
95,철원,2023-01,177.1
95,철원,2023-02,203.1
95,철원,2023-03,257.9
95,철원,2023-04,213.9
95,철원,2023-05,280.8
95,철원,2023-06,234.1
95,철원,2023-07,202.3
95,철원,2023-08,198.5
95,철원,2023-09,192.8
95,철원,2023-10,229.3
95,철원,2023-11,161.0
95,철원,2023-12,148.4
98,동두천,2023-01,186.5
98,동두천,2023-02,197.0
98,동두천,2023-03,251.2
98,동두천,2023-04,198.9
98,동두천,2023-05,244.2
98,동두천,2023-06,193.0
98,동두천,2023-07,164.6
98,동두천,2023-08,161.6
98,동두천,2023-09,165.9
98,동두천,2023-10,206.3
98,동두천,2023-11,161.7
98,동두천,2023-12,151.8
99,파주,2023-01,185.3
99,파주,2023-02,200.7
99,파주,2023-03,238.2
99,파주,2023-04,185.5
99,파주,2023-05,232.7
99,파주,2023-06,188.7
99,파주,2023-07,157.9
99,파주,2023-08,160.1
99,파주,2023-09,168.0
99,파주,2023-10,203.0
99,파주,2023-11,167.4
99,파주,2023-12,145.6
100,대관령,2023-01,114.6
100,대관령,2023-02,181.9
100,대관령,2023-03,247.2
100,대관령,2023-04,218.4
100,대관령,2023-05,223.0
100,대관령,2023-06,211.2
100,대관령,2023-07,149.7
100,대관령,2023-08,142.0
100,대관령,2023-09,139.9
100,대관령,2023-10,209.7
100,대관령,2023-11,188.2
100,대관령,2023-12,160.8
101,춘천,2023-01,161.4
101,춘천,2023-02,194.6
101,춘천,2023-03,242.0
101,춘천,2023-04,174.4
101,춘천,2023-05,249.5
101,춘천,2023-06,226.5
101,춘천,2023-07,165.6
101,춘천,2023-08,173.5
101,춘천,2023-09,147.5
101,춘천,2023-10,163.1
101,춘천,2023-11,150.1
101,춘천,2023-12,130.4
102,백령도,2023-01,153.3
102,백령도,2023-02,205.9
102,백령도,2023-03,207.5
102,백령도,2023-04,192.0
102,백령도,2023-05,216.6
102,백령도,2023-06,230.5
102,백령도,2023-07,177.2
102,백령도,2023-08,208.6
102,백령도,2023-09,199.2
102,백령도,2023-10,214.8
102,백령도,2023-11,123.8
102,백령도,2023-12,84.4
104,북강릉,2023-01,219.3
104,북강릉,2023-02,173.7
104,북강릉,2023-03,219.3
104,북강릉,2023-04,222.5
104,북강릉,2023-05,237.2
104,북강릉,2023-06,247.7
104,북강릉,2023-07,178.7
104,북강릉,2023-08,148.8
104,북강릉,2023-09,161.9
104,북강릉,2023-10,218.3
104,북강릉,2023-11,222.8
104,북강릉,2023-12,188.5
105,강릉,2023-01,218.4
105,강릉,2023-02,164.1
105,강릉,2023-03,229.3
105,강릉,2023-04,221.1
105,강릉,2023-05,223.4
105,강릉,2023-06,220.3
105,강릉,2023-07,161.1
105,강릉,2023-08,139.0
105,강릉,2023-09,149.0
105,강릉,2023-10,213.7
105,강릉,2023-11,215.9
105,강릉,2023-12,186.1
106,동해,2023-01,212.1
106,동해,2023-02,175.4
106,동해,2023-03,230.6
106,동해,2023-04,225.8
106,동해,2023-05,238.6
106,동해,2023-06,241.2
106,동해,2023-07,175.6
106,동해,2023-08,181.7
106,동해,2023-09,170.5
106,동해,2023-10,213.1
106,동해,2023-11,207.0
106,동해,2023-12,186.1
108,서울,2023-01,190.9
108,서울,2023-02,198.2
108,서울,2023-03,239.8
108,서울,2023-04,182.3
108,서울,2023-05,235.6
108,서울,2023-06,195.1
108,서울,2023-07,146.1
108,서울,2023-08,156.1
108,서울,2023-09,157.1
108,서울,2023-10,208.7
108,서울,2023-11,171.9
108,서울,2023-12,142.2
112,인천,2023-01,194.9
112,인천,2023-02,202.8
112,인천,2023-03,237.9
112,인천,2023-04,189.1
112,인천,2023-05,229.9
112,인천,2023-06,229.9
112,인천,2023-07,182.6
112,인천,2023-08,189.9
112,인천,2023-09,168.5
112,인천,2023-10,224.4
112,인천,2023-11,156.7
112,인천,2023-12,139.9
114,원주,2023-01,195.6
114,원주,2023-02,189.0
114,원주,2023-03,249.9
114,원주,2023-04,189.7
114,원주,2023-05,239.9
114,원주,2023-06,232.0
114,원주,2023-07,157.7
114,원주,2023-08,152.7
114,원주,2023-09,160.7
114,원주,2023-10,201.9
114,원주,2023-11,181.8
114,원주,2023-12,152.3
115,울릉도,2023-01,109.2
115,울릉도,2023-02,116.1
115,울릉도,2023-03,202.5
115,울릉도,2023-04,224.1
115,울릉도,2023-05,240.6
115,울릉도,2023-06,197.8
115,울릉도,2023-07,179.3
115,울릉도,2023-08,166.8
115,울릉도,2023-09,138.3
115,울릉도,2023-10,193.3
115,울릉도,2023-11,122.8
115,울릉도,2023-12,95.4
119,수원,2023-01,201.3
119,수원,2023-02,196.6
119,수원,2023-03,245.7
119,수원,2023-04,188.9
119,수원,2023-05,235.2
119,수원,2023-06,214.7
119,수원,2023-07,164.8
119,수원,2023-08,194.1
119,수원,2023-09,169.0
119,수원,2023-10,216.4
119,수원,2023-11,175.3
119,수원,2023-12,143.3
121,영월,2023-01,189.7
121,영월,2023-02,187.6
121,영월,2023-03,250.5
121,영월,2023-04,190.2
121,영월,2023-05,225.0
121,영월,2023-06,215.4
121,영월,2023-07,152.9
121,영월,2023-08,180.5
121,영월,2023-09,166.6
121,영월,2023-10,170.9
121,영월,2023-11,185.0
121,영월,2023-12,150.4
127,충주,2023-01,180.9
127,충주,2023-02,179.2
127,충주,2023-03,244.8
127,충주,2023-04,192.5
127,충주,2023-05,239.6
127,충주,2023-06,196.8
127,충주,2023-07,139.3
127,충주,2023-08,172.2
127,충주,2023-09,173.1
127,충주,2023-10,191.4
127,충주,2023-11,178.4
127,충주,2023-12,129.3
129,서산,2023-01,179.6
129,서산,2023-02,196.8
129,서산,2023-03,240.5
