지점,지점명,일시,월합강수량(00~24h만)(mm)
90,속초,2023-01,94.7
90,속초,2023-02,43.4
90,속초,2023-03,10.1
90,속초,2023-04,57.0
90,속초,2023-05,81.0
90,속초,2023-06,200.1
90,속초,2023-07,108.2
90,속초,2023-08,669.6
90,속초,2023-09,208.2
90,속초,2023-10,31.4
90,속초,2023-11,60.1
90,속초,2023-12,205.0
93,북춘천,2023-01,43.8
93,북춘천,2023-02,1.1
93,북춘천,2023-03,8.4
93,북춘천,2023-04,95.7
93,북춘천,2023-05,112.4
93,북춘천,2023-06,280.7
93,북춘천,2023-07,318.1
93,북춘천,2023-08,203.6
93,북춘천,2023-09,119.5
93,북춘천,2023-10,25.9
93,북춘천,2023-11,80.3
93,북춘천,2023-12,77.3
95,철원,2023-01,42.2
95,철원,2023-02,0.0
95,철원,2023-03,12.5
95,철원,2023-04,97.5
95,철원,2023-05,161.9
95,철원,2023-06,220.4
95,철원,2023-07,383.4
95,철원,2023-08,241.6
95,철원,2023-09,102.9
95,철원,2023-10,30.5
95,철원,2023-11,104.9
95,철원,2023-12,69.4
98,동두천,2023-01,49.8
98,동두천,2023-02,0.5
98,동두천,2023-03,14.4
98,동두천,2023-04,94.6
98,동두천,2023-05,158.7
98,동두천,2023-06,218.4
98,동두천,2023-07,355.6
98,동두천,2023-08,255.9
98,동두천,2023-09,56.3
98,동두천,2023-10,38.5
98,동두천,2023-11,93.4
98,동두천,2023-12,76.6
99,파주,2023-01,42.9
99,파주,2023-02,1.0
99,파주,2023-03,14.7
99,파주,2023-04,102.3
99,파주,2023-05,139.2
99,파주,2023-06,212.0
99,파주,2023-07,441.0
99,파주,2023-08,247.8
99,파주,2023-09,43.1
99,파주,2023-10,46.5
99,파주,2023-11,75.5
99,파주,2023-12,72.0
100,대관령,2023-01,27.0
100,대관령,2023-02,3.5
100,대관령,2023-03,17.8
100,대관령,2023-04,54.5
100,대관령,2023-05,92.5
100,대관령,2023-06,194.3
100,대관령,2023-07,181.9
100,대관령,2023-08,303.8
100,대관령,2023-09,190.2
100,대관령,2023-10,31.2
100,대관령,2023-11,39.9
100,대관령,2023-12,155.2
101,춘천,2023-01,52.3
