지점,지점명,일시,평균기온(°C)
90,속초,2022-01,-0.6
90,속초,2022-02,0.3
90,속초,2022-03,7.1
90,속초,2022-04,14.2
90,속초,2022-05,18.5
90,속초,2022-06,20.9
90,속초,2022-07,24.3
90,속초,2022-08,24.6
90,속초,2022-09,20.3
90,속초,2022-10,13.9
90,속초,2022-11,11.0
90,속초,2022-12,-0.2
93,북춘천,2022-01,-5.1
93,북춘천,2022-02,-3.5
93,북춘천,2022-03,5.7
93,북춘천,2022-04,13.0
93,북춘천,2022-05,17.2
93,북춘천,2022-06,21.9
93,북춘천,2022-07,26.0
93,북춘천,2022-08,24.5
93,북춘천,2022-09,19.8
93,북춘천,2022-10,11.8
93,북춘천,2022-11,6.5
93,북춘천,2022-12,-6.1
95,철원,2022-01,-5.8
95,철원,2022-02,-3.9
95,철원,2022-03,5.2
95,철원,2022-04,12.6
95,철원,2022-05,16.7
95,철원,2022-06,21.2
95,철원,2022-07,25.2
95,철원,2022-08,24.0
95,철원,2022-09,19.4
95,철원,2022-10,11.4
95,철원,2022-11,6.6
95,철원,2022-12,-6.8
98,동두천,2022-01,-3.9
98,동두천,2022-02,-2.6
98,동두천,2022-03,6.4
98,동두천,2022-04,13.6
98,동두천,2022-05,17.4
98,동두천,2022-06,21.5
98,동두천,2022-07,25.8
98,동두천,2022-08,24.2
98,동두천,2022-09,20.0
98,동두천,2022-10,12.3
98,동두천,2022-11,8.0
98,동두천,2022-12,-4.9
99,파주,2022-01,-5.2
99,파주,2022-02,-3.6
99,파주,2022-03,5.3
99,파주,2022-04,12.4
99,파주,2022-05,16.4
99,파주,2022-06,21.2
99,파주,2022-07,25.4
99,파주,2022-08,24.1
99,파주,2022-09,19.5
99,파주,2022-10,11.6
99,파주,2022-11,7.1
99,파주,2022-12,-5.8
100,대관령,2022-01,-6.9
100,대관령,2022-02,-6.4
100,대관령,2022-03,2.2
100,대관령,2022-04,9.2
100,대관령,2022-05,13.4
100,대관령,2022-06,17.2
100,대관령,2022-07,21.3
100,대관령,2022-08,20.6
100,대관령,2022-09,15.2
100,대관령,2022-10,8.2
100,대관령,2022-11,4.5
100,대관령,2022-12,-7.8
101,춘천,2022-01,-4.2
101,춘천,2022-02,-2.4
101,춘천,2022-03,6.6
101,춘천,2022-04,14.0
101,춘천,2022-05,18.1
101,춘천,2022-06,22.6
101,춘천,2022-07,26.6
101,춘천,2022-08,25.2
101,춘천,2022-09,20.5
101,춘천,2022-10,12.7
101,춘천,2022-11,7.5
101,춘천,2022-12,-4.9
102,백령도,2022-01,0.0
102,백령도,2022-02,0.2
102,백령도,2022-03,5.4
102,백령도,2022-04,10.3
102,백령도,2022-05,14.3
102,백령도,2022-06,19.3
102,백령도,2022-07,23.7
102,백령도,2022-08,23.6
102,백령도,2022-09,20.2
102,백령도,2022-10,13.8
102,백령도,2022-11,10.3
102,백령도,2022-12,0.1
104,북강릉,2022-01,0.5
104,북강릉,2022-02,1.1
104,북강릉,2022-03,7.7
104,북강릉,2022-04,14.6
104,북강릉,2022-05,18.5
104,북강릉,2022-06,21.2
104,북강릉,2022-07,24.1
104,북강릉,2022-08,24.3
104,북강릉,2022-09,20.0
104,북강릉,2022-10,13.8
104,북강릉,2022-11,11.2
104,북강릉,2022-12,0.6
105,강릉,2022-01,1.5
105,강릉,2022-02,2.0
105,강릉,2022-03,9.0
105,강릉,2022-04,16.1
105,강릉,2022-05,20.3
105,강릉,2022-06,23.6
105,강릉,2022-07,26.3
105,강릉,2022-08,26.6
105,강릉,2022-09,21.8
105,강릉,2022-10,15.3
105,강릉,2022-11,12.7
105,강릉,2022-12,1.5
106,동해,2022-01,2.1
106,동해,2022-02,2.4
106,동해,2022-03,8.6
106,동해,2022-04,14.6
106,동해,2022-05,18.3
106,동해,2022-06,21.1
106,동해,2022-07,23.9
106,동해,2022-08,24.4
106,동해,2022-09,20.2
106,동해,2022-10,14.5
106,동해,2022-11,12.1
106,동해,2022-12,2.3
108,서울,2022-01,-2.2
108,서울,2022-02,-1.1
108,서울,2022-03,7.7
108,서울,2022-04,14.8
108,서울,2022-05,19.1
108,서울,2022-06,23.3
108,서울,2022-07,27.3
108,서울,2022-08,25.7
108,서울,2022-09,22.4
108,서울,2022-10,14.6
108,서울,2022-11,10.0
108,서울,2022-12,-2.8
112,인천,2022-01,-2.2
112,인천,2022-02,-1.3
112,인천,2022-03,6.7
112,인천,2022-04,12.9
112,인천,2022-05,17.1
112,인천,2022-06,21.9
112,인천,2022-07,26.2
112,인천,2022-08,24.9
112,인천,2022-09,22.0
112,인천,2022-10,14.4
112,인천,2022-11,10.2
112,인천,2022-12,-2.6
114,원주,2022-01,-2.4
114,원주,2022-02,-1.1
114,원주,2022-03,7.4
114,원주,2022-04,14.1
114,원주,2022-05,18.3
114,원주,2022-06,23.0
114,원주,2022-07,26.2
114,원주,2022-08,24.9
114,원주,2022-09,20.9
114,원주,2022-10,13.2
114,원주,2022-11,8.5
114,원주,2022-12,-3.7
115,울릉도,2022-01,2.0
115,울릉도,2022-02,1.7
115,울릉도,2022-03,7.3
115,울릉도,2022-04,12.8
115,울릉도,2022-05,17.9
115,울릉도,2022-06,20.5
115,울릉도,2022-07,24.5
115,울릉도,2022-08,24.9
