지점,지점명,일시,합계 일사량(MJ/m2)
105,강릉,2024-01-01,275.8
105,강릉,2024-02-01,204.8
105,강릉,2024-03-01,440.4
105,강릉,2024-04-01,504.1
105,강릉,2024-05-01,650.0
105,강릉,2024-06-01,618.5
105,강릉,2024-07-01,472.9
105,강릉,2024-08-01,565.6
105,강릉,2024-09-01,343.9
105,강릉,2024-10-01,300.6
105,강릉,2024-11-01,247.5
105,강릉,2024-12-01,273.2
259,강진군,2024-01-01,282.7
259,강진군,2024-02-01,254.1
259,강진군,2024-03-01,462.8
259,강진군,2024-04-01,498.4
259,강진군,2024-05-01,686.8
259,강진군,2024-06-01,568.2
259,강진군,2024-07-01,456.8
259,강진군,2024-08-01,654.6
259,강진군,2024-09-01,501.3
259,강진군,2024-10-01,324.2
259,강진군,2024-11-01,291.4
259,강진군,2024-12-01,279.4
201,강화,2024-01-01,
201,강화,2024-02-01,
201,강화,2024-03-01,
201,강화,2024-04-01,
201,강화,2024-05-01,
201,강화,2024-06-01,
201,강화,2024-07-01,
201,강화,2024-08-01,
201,강화,2024-09-01,
201,강화,2024-10-01,
201,강화,2024-11-01,
201,강화,2024-12-01,
294,거제,2024-01-01,
294,거제,2024-02-01,
294,거제,2024-03-01,
294,거제,2024-04-01,
294,거제,2024-05-01,
294,거제,2024-06-01,
294,거제,2024-07-01,
294,거제,2024-08-01,
294,거제,2024-09-01,
294,거제,2024-10-01,
294,거제,2024-11-01,
294,거제,2024-12-01,
284,거창,2024-01-01,
284,거창,2024-02-01,
284,거창,2024-03-01,
284,거창,2024-04-01,
284,거창,2024-05-01,
284,거창,2024-06-01,
284,거창,2024-07-01,
284,거창,2024-08-01,
284,거창,2024-09-01,
284,거창,2024-10-01,
284,거창,2024-11-01,
284,거창,2024-12-01,
283,경주시,2024-01-01,313.4
283,경주시,2024-02-01,243.2
283,경주시,2024-03-01,477.4
283,경주시,2024-04-01,496.8
283,경주시,2024-05-01,698.0
283,경주시,2024-06-01,634.4
283,경주시,2024-07-01,558.3
283,경주시,2024-08-01,634.8
283,경주시,2024-09-01,414.8
283,경주시,2024-10-01,330.8
283,경주시,2024-11-01,283.4
283,경주시,2024-12-01,312.9
185,고산,2024-01-01,238.8
185,고산,2024-02-01,214.8
185,고산,2024-03-01,424.1
185,고산,2024-04-01,461.1
185,고산,2024-05-01,689.6
185,고산,2024-06-01,472.4
185,고산,2024-07-01,509.2
185,고산,2024-08-01,686.1
185,고산,2024-09-01,558.0
185,고산,2024-10-01,391.4
185,고산,2024-11-01,315.0
185,고산,2024-12-01,234.0
172,고창,2024-01-01,283.2
172,고창,2024-02-01,266.8
172,고창,2024-03-01,467.9
172,고창,2024-04-01,528.3
172,고창,2024-05-01,352.8
172,고창,2024-06-01,598.6
172,고창,2024-07-01,490.6
172,고창,2024-08-01,629.0
172,고창,2024-09-01,509.3
172,고창,2024-10-01,369.5
172,고창,2024-11-01,299.8
172,고창,2024-12-01,249.0
251,고창군,2024-01-01,260.3
251,고창군,2024-02-01,257.1
251,고창군,2024-03-01,449.6
251,고창군,2024-04-01,509.4
251,고창군,2024-05-01,707.3
251,고창군,2024-06-01,607.9
251,고창군,2024-07-01,489.5
251,고창군,2024-08-01,618.1
251,고창군,2024-09-01,476.4
251,고창군,2024-10-01,355.1
251,고창군,2024-11-01,290.9
251,고창군,2024-12-01,244.6
262,고흥,2024-01-01,
262,고흥,2024-02-01,
262,고흥,2024-03-01,58.0
262,고흥,2024-04-01,468.4
262,고흥,2024-05-01,702.2
262,고흥,2024-06-01,540.1
262,고흥,2024-07-01,494.6
262,고흥,2024-08-01,647.3
262,고흥,2024-09-01,453.1
262,고흥,2024-10-01,361.6
262,고흥,2024-11-01,295.4
262,고흥,2024-12-01,304.4
266,광양시,2024-01-01,315.8
266,광양시,2024-02-01,280.8
266,광양시,2024-03-01,484.0
266,광양시,2024-04-01,477.0
266,광양시,2024-05-01,712.4
266,광양시,2024-06-01,571.4
266,광양시,2024-07-01,489.1
266,광양시,2024-08-01,648.1
266,광양시,2024-09-01,499.2
266,광양시,2024-10-01,367.4
266,광양시,2024-11-01,291.1
266,광양시,2024-12-01,297.7
156,광주,2024-01-01,294.2
156,광주,2024-02-01,277.5
156,광주,2024-03-01,472.1
156,광주,2024-04-01,501.9
156,광주,2024-05-01,707.9
156,광주,2024-06-01,629.6
156,광주,2024-07-01,451.5
156,광주,2024-08-01,626.7
156,광주,2024-09-01,479.0
156,광주,2024-10-01,387.5
156,광주,2024-11-01,312.8
156,광주,2024-12-01,273.8
279,구미,2024-01-01,
279,구미,2024-02-01,
279,구미,2024-03-01,
279,구미,2024-04-01,
279,구미,2024-05-01,
279,구미,2024-06-01,
279,구미,2024-07-01,
279,구미,2024-08-01,
279,구미,2024-09-01,
279,구미,2024-10-01,
279,구미,2024-11-01,
279,구미,2024-12-01,
140,군산,2024-01-01,
140,군산,2024-02-01,
140,군산,2024-03-01,
140,군산,2024-04-01,
140,군산,2024-05-01,
140,군산,2024-06-01,
140,군산,2024-07-01,
140,군산,2024-08-01,
140,군산,2024-09-01,
140,군산,2024-10-01,
140,군산,2024-11-01,
140,군산,2024-12-01,
238,금산,2024-01-01,
238,금산,2024-02-01,
238,금산,2024-03-01,
238,금산,2024-04-01,
238,금산,2024-05-01,
238,금산,2024-06-01,
238,금산,2024-07-01,
238,금산,2024-08-01,
238,금산,2024-09-01,
238,금산,2024-10-01,
238,금산,2024-11-01,
238,금산,2024-12-01,
253,김해시,2024-01-01,314.9
253,김해시,2024-02-01,261.9
253,김해시,2024-03-01,468.4
253,김해시,2024-04-01,486.8
253,김해시,2024-05-01,702.4
253,김해시,2024-06-01,562.0
253,김해시,2024-07-01,488.7
253,김해시,2024-08-01,620.2
253,김해시,2024-09-01,448.7
253,김해시,2024-10-01,326.8
253,김해시,2024-11-01,266.9
253,김해시,2024-12-01,293.2
247,남원,2024-01-01,
247,남원,2024-02-01,
247,남원,2024-03-01,
247,남원,2024-04-01,
247,남원,2024-05-01,
247,남원,2024-06-01,
247,남원,2024-07-01,
247,남원,2024-08-01,
247,남원,2024-09-01,
247,남원,2024-10-01,
247,남원,2024-11-01,
247,남원,2024-12-01,
295,남해,2024-01-01,
295,남해,2024-02-01,
295,남해,2024-03-01,
295,남해,2024-04-01,
295,남해,2024-05-01,
295,남해,2024-06-01,
295,남해,2024-07-01,
295,남해,2024-08-01,
295,남해,2024-09-01,
295,남해,2024-10-01,
295,남해,2024-11-01,
295,남해,2024-12-01,
100,대관령,2024-01-01,301.5
100,대관령,2024-02-01,265.2
100,대관령,2024-03-01,432.4
100,대관령,2024-04-01,530.4
100,대관령,2024-05-01,573.9
100,대관령,2024-06-01,696.0
100,대관령,2024-07-01,468.2
100,대관령,2024-08-01,596.0
100,대관령,2024-09-01,396.7
100,대관령,2024-10-01,321.0
100,대관령,2024-11-01,274.6
100,대관령,2024-12-01,303.6
143,대구,2024-01-01,312.0
143,대구,2024-02-01,258.1
143,대구,2024-03-01,469.7
143,대구,2024-04-01,511.5
143,대구,2024-05-01,723.9
143,대구,2024-06-01,644.4
143,대구,2024-07-01,515.3
143,대구,2024-08-01,634.4
143,대구,2024-09-01,454.9
143,대구,2024-10-01,347.7
143,대구,2024-11-01,292.8
143,대구,2024-12-01,304.5
133,대전,2024-01-01,258.6
133,대전,2024-02-01,257.6
133,대전,2024-03-01,475.8
133,대전,2024-04-01,540.2
133,대전,2024-05-01,720.6
133,대전,2024-06-01,697.0
133,대전,2024-07-01,460.5
133,대전,2024-08-01,612.9
133,대전,2024-09-01,485.8
133,대전,2024-10-01,340.0
133,대전,2024-11-01,308.4
133,대전,2024-12-01,265.2
98,동두천,2024-01-01,265.5
98,동두천,2024-02-01,262.7
98,동두천,2024-03-01,451.8
98,동두천,2024-04-01,530.6
98,동두천,2024-05-01,634.1
98,동두천,2024-06-01,701.0
98,동두천,2024-07-01,402.7
98,동두천,2024-08-01,539.0
98,동두천,2024-09-01,415.6
98,동두천,2024-10-01,352.7
98,동두천,2024-11-01,284.5
98,동두천,2024-12-01,273.6
106,동해,2024-01-01,
106,동해,2024-02-01,
106,동해,2024-03-01,
106,동해,2024-04-01,216.0
106,동해,2024-05-01,673.8
106,동해,2024-06-01,686.4
106,동해,2024-07-01,496.0
106,동해,2024-08-01,605.9
106,동해,2024-09-01,386.7
106,동해,2024-10-01,306.6
106,동해,2024-11-01,169.3
106,동해,2024-12-01,290.5
165,목포,2024-01-01,276.6
165,목포,2024-02-01,256.3
165,목포,2024-03-01,457.3
165,목포,2024-04-01,501.6
165,목포,2024-05-01,724.5
165,목포,2024-06-01,583.8
165,목포,2024-07-01,519.8
165,목포,2024-08-01,648.7
165,목포,2024-09-01,502.4
165,목포,2024-10-01,359.9
165,목포,2024-11-01,300.5
165,목포,2024-12-01,267.6
273,문경,2024-01-01,
273,문경,2024-02-01,
273,문경,2024-03-01,
273,문경,2024-04-01,
273,문경,2024-05-01,
273,문경,2024-06-01,
273,문경,2024-07-01,
273,문경,2024-08-01,
273,문경,2024-09-01,
273,문경,2024-10-01,
273,문경,2024-11-01,
273,문경,2024-12-01,
288,밀양,2024-01-01,
288,밀양,2024-02-01,
288,밀양,2024-03-01,
288,밀양,2024-04-01,
288,밀양,2024-05-01,
288,밀양,2024-06-01,
288,밀양,2024-07-01,
288,밀양,2024-08-01,
288,밀양,2024-09-01,
288,밀양,2024-10-01,
288,밀양,2024-11-01,
288,밀양,2024-12-01,
102,백령도,2024-01-01,241.0
102,백령도,2024-02-01,314.5
102,백령도,2024-03-01,531.0
102,백령도,2024-04-01,622.7
102,백령도,2024-05-01,681.2
102,백령도,2024-06-01,762.9
102,백령도,2024-07-01,461.5
102,백령도,2024-08-01,630.5
102,백령도,2024-09-01,490.5
102,백령도,2024-10-01,415.4
102,백령도,2024-11-01,286.4
102,백령도,2024-12-01,225.3
235,보령,2024-01-01,
235,보령,2024-02-01,
235,보령,2024-03-01,390.2
235,보령,2024-04-01,515.7
235,보령,2024-05-01,685.4
235,보령,2024-06-01,675.7
235,보령,2024-07-01,469.0
235,보령,2024-08-01,632.8
235,보령,2024-09-01,491.7
235,보령,2024-10-01,337.3
235,보령,2024-11-01,295.7
235,보령,2024-12-01,226.6
258,보성군,2024-01-01,311.4
258,보성군,2024-02-01,275.2
258,보성군,2024-03-01,482.7
258,보성군,2024-04-01,494.1
258,보성군,2024-05-01,726.8
258,보성군,2024-06-01,594.6
258,보성군,2024-07-01,502.6
258,보성군,2024-08-01,703.2
258,보성군,2024-09-01,532.7
258,보성군,2024-10-01,391.6
258,보성군,2024-11-01,315.3
258,보성군,2024-12-01,309.7
226,보은,2024-01-01,
226,보은,2024-02-01,
226,보은,2024-03-01,
226,보은,2024-04-01,
226,보은,2024-05-01,
226,보은,2024-06-01,
226,보은,2024-07-01,
226,보은,2024-08-01,
226,보은,2024-09-01,
226,보은,2024-10-01,
226,보은,2024-11-01,
226,보은,2024-12-01,
271,봉화,2024-01-01,
271,봉화,2024-02-01,
271,봉화,2024-03-01,
271,봉화,2024-04-01,
271,봉화,2024-05-01,
271,봉화,2024-06-01,
271,봉화,2024-07-01,
271,봉화,2024-08-01,
271,봉화,2024-09-01,
271,봉화,2024-10-01,
271,봉화,2024-11-01,
271,봉화,2024-12-01,
159,부산,2024-01-01,342.8
159,부산,2024-02-01,278.7
159,부산,2024-03-01,508.0
159,부산,2024-04-01,527.2
159,부산,2024-05-01,743.6
159,부산,2024-06-01,594.0
159,부산,2024-07-01,546.8
159,부산,2024-08-01,707.8
159,부산,2024-09-01,516.2
159,부산,2024-10-01,355.9
159,부산,2024-11-01,322.7
159,부산,2024-12-01,347.9
243,부안,2024-01-01,
243,부안,2024-02-01,
243,부안,2024-03-01,
243,부안,2024-04-01,
243,부안,2024-05-01,
243,부안,2024-06-01,
243,부안,2024-07-01,
243,부안,2024-08-01,
243,부안,2024-09-01,
243,부안,2024-10-01,
243,부안,2024-11-01,
243,부안,2024-12-01,
236,부여,2024-01-01,
236,부여,2024-02-01,
236,부여,2024-03-01,
236,부여,2024-04-01,
236,부여,2024-05-01,
236,부여,2024-06-01,
236,부여,2024-07-01,
236,부여,2024-08-01,
236,부여,2024-09-01,
236,부여,2024-10-01,
236,부여,2024-11-01,
236,부여,2024-12-01,
104,북강릉,2024-01-01,289.5
104,북강릉,2024-02-01,221.2
104,북강릉,2024-03-01,460.8
104,북강릉,2024-04-01,525.3
104,북강릉,2024-05-01,684.9
104,북강릉,2024-06-01,683.2
104,북강릉,2024-07-01,485.8
104,북강릉,2024-08-01,590.0
104,북강릉,2024-09-01,353.9
104,북강릉,2024-10-01,302.5
104,북강릉,2024-11-01,256.6
104,북강릉,2024-12-01,279.4
296,북부산,2024-01-01,297.6
296,북부산,2024-02-01,230.4
296,북부산,2024-03-01,490.3
296,북부산,2024-04-01,508.1
296,북부산,2024-05-01,728.5
296,북부산,2024-06-01,581.3
296,북부산,2024-07-01,516.7
296,북부산,2024-08-01,639.9
296,북부산,2024-09-01,469.8
296,북부산,2024-10-01,347.4
296,북부산,2024-11-01,304.4
296,북부산,2024-12-01,329.3
255,북창원,2024-01-01,307.0
