지점,지점명,일시,평균풍속(m/s)
262,고흥,2020-02-01,1.6
262,고흥,2020-03-01,1.8
262,고흥,2020-04-01,2.0
262,고흥,2020-05-01,1.6
262,고흥,2020-06-01,1.3
262,고흥,2020-07-01,1.2
262,고흥,2020-08-01,1.6
262,고흥,2020-09-01,1.1
262,고흥,2020-10-01,1.1
262,고흥,2020-11-01,1.4
262,고흥,2020-12-01,1.3
266,광양시,2020-01-01,1.9
266,광양시,2020-02-01,2.0
266,광양시,2020-03-01,2.1
266,광양시,2020-04-01,2.2
266,광양시,2020-05-01,1.6
266,광양시,2020-06-01,1.3
266,광양시,2020-07-01,1.3
266,광양시,2020-08-01,1.3
266,광양시,2020-09-01,2.0
266,광양시,2020-10-01,1.6
266,광양시,2020-11-01,1.8
266,광양시,2020-12-01,1.8
156,광주,2020-01-01,1.4
156,광주,2020-02-01,1.4
156,광주,2020-03-01,1.7
156,광주,2020-04-01,1.8
156,광주,2020-05-01,1.7
156,광주,2020-06-01,1.6
156,광주,2020-07-01,1.5
156,광주,2020-08-01,2.2
156,광주,2020-09-01,1.5
156,광주,2020-10-01,1.2
156,광주,2020-11-01,1.4
156,광주,2020-12-01,1.4
279,구미,2020-01-01,1.1
279,구미,2020-02-01,1.2
279,구미,2020-03-01,1.4
279,구미,2020-04-01,1.5
279,구미,2020-05-01,1.2
279,구미,2020-06-01,1.0
279,구미,2020-07-01,0.8
279,구미,2020-08-01,0.9
279,구미,2020-09-01,0.9
279,구미,2020-10-01,0.8
279,구미,2020-11-01,0.9
279,구미,2020-12-01,1.0
140,군산,2020-01-01,1.8
140,군산,2020-02-01,2.0
140,군산,2020-03-01,2.7
140,군산,2020-04-01,3.1
140,군산,2020-05-01,2.3
140,군산,2020-06-01,2.1
140,군산,2020-07-01,1.6
140,군산,2020-08-01,2.4
140,군산,2020-09-01,2.0
140,군산,2020-10-01,1.7
140,군산,2020-11-01,1.8
140,군산,2020-12-01,1.7
238,금산,2020-01-01,0.9
238,금산,2020-02-01,1.1
238,금산,2020-03-01,1.5
238,금산,2020-04-01,1.7
238,금산,2020-05-01,1.3
238,금산,2020-06-01,1.2
238,금산,2020-07-01,1.0
238,금산,2020-08-01,1.3
238,금산,2020-09-01,1.1
238,금산,2020-10-01,1.0
238,금산,2020-11-01,1.0
238,금산,2020-12-01,1.0
253,김해시,2020-01-01,2.4
253,김해시,2020-02-01,2.2
253,김해시,2020-03-01,2.2
253,김해시,2020-04-01,2.3
253,김해시,2020-05-01,1.9
253,김해시,2020-06-01,1.7
253,김해시,2020-07-01,1.3
253,김해시,2020-08-01,1.8
253,김해시,2020-09-01,1.6
253,김해시,2020-10-01,1.6
253,김해시,2020-11-01,1.9
253,김해시,2020-12-01,2.2
247,남원,2020-01-01,1.5
247,남원,2020-02-01,1.6
247,남원,2020-03-01,1.8
247,남원,2020-04-01,2.0
247,남원,2020-05-01,1.9
247,남원,2020-06-01,1.7
247,남원,2020-07-01,1.5
247,남원,2020-08-01,1.7
247,남원,2020-09-01,2.1
247,남원,2020-10-01,1.7
247,남원,2020-11-01,1.5
247,남원,2020-12-01,1.3
295,남해,2020-01-01,1.1
295,남해,2020-02-01,1.2
295,남해,2020-03-01,1.5
295,남해,2020-04-01,1.7
295,남해,2020-05-01,1.4
295,남해,2020-06-01,1.3
295,남해,2020-07-01,1.0
295,남해,2020-08-01,1.5
295,남해,2020-09-01,1.6
295,남해,2020-10-01,1.4
295,남해,2020-11-01,1.5
295,남해,2020-12-01,1.5
100,대관령,2020-01-01,2.8
100,대관령,2020-02-01,3.3
100,대관령,2020-03-01,3.4
100,대관령,2020-04-01,3.6
100,대관령,2020-05-01,3.1
100,대관령,2020-06-01,2.7
100,대관령,2020-07-01,2.1
100,대관령,2020-08-01,2.9
100,대관령,2020-09-01,3.0
100,대관령,2020-10-01,2.2
100,대관령,2020-11-01,3.6
100,대관령,2020-12-01,4.1
143,대구,2020-01-01,2.1
143,대구,2020-02-01,2.4
143,대구,2020-03-01,2.5
143,대구,2020-04-01,2.9
143,대구,2020-05-01,2.5
143,대구,2020-06-01,2.2
143,대구,2020-07-01,2.2
143,대구,2020-08-01,1.9
143,대구,2020-09-01,2.0
143,대구,2020-10-01,2.0
143,대구,2020-11-01,2.2
143,대구,2020-12-01,2.5
133,대전,2020-01-01,1.2
133,대전,2020-02-01,1.3
133,대전,2020-03-01,1.6
133,대전,2020-04-01,2.0
133,대전,2020-05-01,1.6
133,대전,2020-06-01,1.4
133,대전,2020-07-01,1.4
133,대전,2020-08-01,1.5
133,대전,2020-09-01,1.4
133,대전,2020-10-01,1.3
133,대전,2020-11-01,1.3
133,대전,2020-12-01,1.3
98,동두천,2020-01-01,1.1
98,동두천,2020-02-01,1.4
98,동두천,2020-03-01,2.0
98,동두천,2020-04-01,2.1
98,동두천,2020-05-01,1.4
98,동두천,2020-06-01,1.4
98,동두천,2020-07-01,1.2
98,동두천,2020-08-01,1.5
98,동두천,2020-09-01,1.4
98,동두천,2020-10-01,1.0
98,동두천,2020-11-01,1.4
98,동두천,2020-12-01,1.3
106,동해,2020-01-01,2.4
106,동해,2020-02-01,2.3
106,동해,2020-03-01,2.6
106,동해,2020-04-01,2.5
106,동해,2020-05-01,2.2
106,동해,2020-06-01,1.8
106,동해,2020-07-01,1.6
106,동해,2020-08-01,1.3
106,동해,2020-09-01,2.4
106,동해,2020-10-01,1.9
106,동해,2020-11-01,2.0
106,동해,2020-12-01,2.4
165,목포,2020-01-01,3.8
165,목포,2020-02-01,3.7
165,목포,2020-03-01,4.3
165,목포,2020-04-01,4.3
165,목포,2020-05-01,3.5
165,목포,2020-06-01,2.8
165,목포,2020-07-01,2.9
165,목포,2020-08-01,3.5
165,목포,2020-09-01,3.1
165,목포,2020-10-01,3.5
165,목포,2020-11-01,4.1
165,목포,2020-12-01,3.7
273,문경,2020-01-01,1.9
273,문경,2020-02-01,2.1
273,문경,2020-03-01,2.5
273,문경,2020-04-01,2.6
273,문경,2020-05-01,1.8
273,문경,2020-06-01,1.5
273,문경,2020-07-01,1.1
273,문경,2020-08-01,1.0
273,문경,2020-09-01,1.3
273,문경,2020-10-01,1.7
273,문경,2020-11-01,2.0
273,문경,2020-12-01,2.3
288,밀양,2020-01-01,0.8
288,밀양,2020-02-01,1.0
288,밀양,2020-03-01,1.2
288,밀양,2020-04-01,1.4
288,밀양,2020-05-01,1.2
288,밀양,2020-06-01,1.1
288,밀양,2020-07-01,0.9
288,밀양,2020-08-01,1.2
288,밀양,2020-09-01,1.2
288,밀양,2020-10-01,0.9
288,밀양,2020-11-01,0.9
288,밀양,2020-12-01,0.9
102,백령도,2020-01-01,4.5
102,백령도,2020-02-01,4.6
102,백령도,2020-03-01,5.3
102,백령도,2020-04-01,5.0
102,백령도,2020-05-01,4.2
102,백령도,2020-06-01,3.1
102,백령도,2020-07-01,2.8
102,백령도,2020-08-01,3.6
102,백령도,2020-09-01,3.1
102,백령도,2020-10-01,3.7
102,백령도,2020-11-01,4.8
102,백령도,2020-12-01,5.3
235,보령,2020-01-01,1.3
235,보령,2020-02-01,1.3
235,보령,2020-03-01,1.6
235,보령,2020-04-01,1.6
235,보령,2020-05-01,1.7
235,보령,2020-06-01,1.5
235,보령,2020-07-01,1.4
235,보령,2020-08-01,2.6
235,보령,2020-09-01,1.6
235,보령,2020-10-01,1.0
235,보령,2020-11-01,1.4
235,보령,2020-12-01,1.6
258,보성군,2020-01-01,3.6
258,보성군,2020-02-01,3.6
258,보성군,2020-03-01,3.7
258,보성군,2020-04-01,4.1
258,보성군,2020-05-01,3.2
258,보성군,2020-06-01,2.7
258,보성군,2020-07-01,2.3
258,보성군,2020-08-01,2.6
258,보성군,2020-09-01,2.5
258,보성군,2020-10-01,3.1
258,보성군,2020-11-01,3.4
258,보성군,2020-12-01,3.4
226,보은,2020-01-01,0.9
226,보은,2020-02-01,1.1
226,보은,2020-03-01,1.3
226,보은,2020-04-01,1.6
226,보은,2020-05-01,1.3
226,보은,2020-06-01,1.1
226,보은,2020-07-01,1.0
226,보은,2020-08-01,1.0
226,보은,2020-09-01,1.0
226,보은,2020-10-01,0.8
226,보은,2020-11-01,1.1
226,보은,2020-12-01,1.1
271,봉화,2020-01-01,1.4
271,봉화,2020-02-01,1.5
271,봉화,2020-03-01,1.5
271,봉화,2020-04-01,1.9
271,봉화,2020-05-01,1.5
271,봉화,2020-06-01,1.3
271,봉화,2020-07-01,1.0
271,봉화,2020-08-01,0.9
271,봉화,2020-09-01,1.3
271,봉화,2020-10-01,1.2
271,봉화,2020-11-01,1.3
271,봉화,2020-12-01,1.3
159,부산,2020-01-01,3.0
159,부산,2020-02-01,3.1
159,부산,2020-03-01,3.6
159,부산,2020-04-01,3.7
159,부산,2020-05-01,3.1
159,부산,2020-06-01,3.0
159,부산,2020-07-01,2.7
159,부산,2020-08-01,4.0
159,부산,2020-09-01,3.5
159,부산,2020-10-01,2.8
159,부산,2020-11-01,2.8
159,부산,2020-12-01,2.9
243,부안,2020-01-01,1.3
243,부안,2020-02-01,1.4
243,부안,2020-03-01,1.9
243,부안,2020-04-01,2.0
243,부안,2020-05-01,1.9
243,부안,2020-06-01,1.6
243,부안,2020-07-01,1.5
243,부안,2020-08-01,2.0
243,부안,2020-09-01,1.5
243,부안,2020-10-01,1.2
243,부안,2020-11-01,1.3
243,부안,2020-12-01,1.1
236,부여,2020-01-01,1.0
236,부여,2020-02-01,1.1
236,부여,2020-03-01,1.3
236,부여,2020-04-01,1.5
236,부여,2020-05-01,1.3
236,부여,2020-06-01,1.2
236,부여,2020-07-01,1.1
236,부여,2020-08-01,1.4
236,부여,2020-09-01,1.2
236,부여,2020-10-01,1.0
236,부여,2020-11-01,1.0
236,부여,2020-12-01,0.9
104,북강릉,2020-01-01,1.8
104,북강릉,2020-02-01,2.0
104,북강릉,2020-03-01,2.1
104,북강릉,2020-04-01,2.3
104,북강릉,2020-05-01,1.8
104,북강릉,2020-06-01,1.6
104,북강릉,2020-07-01,1.3
104,북강릉,2020-08-01,1.3
104,북강릉,2020-09-01,1.7
104,북강릉,2020-10-01,1.2
104,북강릉,2020-11-01,1.5
104,북강릉,2020-12-01,1.8
255,북창원,2020-01-01,1.4
255,북창원,2020-02-01,1.4
255,북창원,2020-03-01,1.7
255,북창원,2020-04-01,1.7
255,북창원,2020-05-01,1.3
255,북창원,2020-06-01,1.2
255,북창원,2020-07-01,1.0
255,북창원,2020-08-01,1.5
255,북창원,2020-09-01,1.7
255,북창원,2020-10-01,1.4
255,북창원,2020-11-01,1.5
255,북창원,2020-12-01,1.7
93,북춘천,2020-01-01,1.0
93,북춘천,2020-02-01,1.2
93,북춘천,2020-03-01,1.5
93,북춘천,2020-04-01,1.9
93,북춘천,2020-05-01,1.5
93,북춘천,2020-06-01,1.5
93,북춘천,2020-07-01,1.3
93,북춘천,2020-08-01,1.0
93,북춘천,2020-09-01,1.3
93,북춘천,2020-10-01,0.9
93,북춘천,2020-11-01,1.2
93,북춘천,2020-12-01,0.9
289,산청,2020-01-01,1.8
289,산청,2020-02-01,2.1
289,산청,2020-03-01,2.3
289,산청,2020-04-01,2.5
289,산청,2020-05-01,2.0
289,산청,2020-06-01,1.6
289,산청,2020-07-01,1.2
289,산청,2020-08-01,1.2
289,산청,2020-09-01,1.2
289,산청,2020-10-01,1.5
289,산청,2020-11-01,2.0
289,산청,2020-12-01,2.5
137,상주,2020-01-01,1.6
137,상주,2020-02-01,1.8
137,상주,2020-03-01,2.0
137,상주,2020-04-01,2.2
137,상주,2020-05-01,1.3
137,상주,2020-06-01,1.1
137,상주,2020-07-01,0.8
137,상주,2020-08-01,0.8
137,상주,2020-09-01,0.9
137,상주,2020-10-01,1.1
137,상주,2020-11-01,1.5
137,상주,2020-12-01,1.9
189,서귀포,2020-01-01,1.7
189,서귀포,2020-02-01,1.7
189,서귀포,2020-03-01,1.7
189,서귀포,2020-04-01,1.7
189,서귀포,2020-05-01,1.6
189,서귀포,2020-06-01,1.6
189,서귀포,2020-07-01,1.6
189,서귀포,2020-08-01,1.8
189,서귀포,2020-09-01,2.1
189,서귀포,2020-10-01,1.7
189,서귀포,2020-11-01,1.5
189,서귀포,2020-12-01,1.4
129,서산,2020-01-01,1.7
129,서산,2020-02-01,1.9
129,서산,2020-03-01,2.6
129,서산,2020-04-01,2.7
129,서산,2020-05-01,2.1
129,서산,2020-06-01,2.0
129,서산,2020-07-01,1.6
129,서산,2020-08-01,2.4
129,서산,2020-09-01,1.8
129,서산,2020-10-01,1.4
129,서산,2020-11-01,1.7
129,서산,2020-12-01,1.7
108,서울,2020-01-01,2.1
108,서울,2020-02-01,2.3
108,서울,2020-03-01,2.5
108,서울,2020-04-01,3.0
108,서울,2020-05-01,2.4
108,서울,2020-06-01,2.3
108,서울,2020-07-01,2.4
108,서울,2020-08-01,2.3
108,서울,2020-09-01,2.5
108,서울,2020-10-01,2.1
108,서울,2020-11-01,2.2
108,서울,2020-12-01,2.2
188,성산,2020-01-01,2.8
188,성산,2020-02-01,2.8
188,성산,2020-03-01,3.0
188,성산,2020-04-01,3.1
188,성산,2020-05-01,2.4
188,성산,2020-06-01,2.1
188,성산,2020-07-01,2.4
188,성산,2020-08-01,3.3
188,성산,2020-09-01,2.8
188,성산,2020-10-01,2.7
188,성산,2020-11-01,2.7
188,성산,2020-12-01,2.4
239,세종,2020-01-01,1.1
239,세종,2020-02-01,1.3
239,세종,2020-03-01,1.6
239,세종,2020-04-01,1.9
239,세종,2020-05-01,1.5
239,세종,2020-06-01,1.3
239,세종,2020-07-01,1.3
239,세종,2020-08-01,1.4
239,세종,2020-09-01,1.5
239,세종,2020-10-01,1.2
239,세종,2020-11-01,1.2
239,세종,2020-12-01,1.3
90,속초,2020-01-01,2.1
90,속초,2020-02-01,2.0
90,속초,2020-03-01,2.4
90,속초,2020-04-01,2.5
90,속초,2020-05-01,2.2
90,속초,2020-06-01,2.2
90,속초,2020-07-01,1.9
90,속초,2020-08-01,1.4
90,속초,2020-09-01,2.2
90,속초,2020-10-01,1.7
90,속초,2020-11-01,2.0
90,속초,2020-12-01,2.1
119,수원,2020-01-01,1.6
119,수원,2020-02-01,1.9
119,수원,2020-03-01,2.4
119,수원,2020-04-01,2.7
119,수원,2020-05-01,1.9
119,수원,2020-06-01,2.0
119,수원,2020-07-01,1.9
119,수원,2020-08-01,2.0
119,수원,2020-09-01,1.9
119,수원,2020-10-01,1.5
119,수원,2020-11-01,1.8
119,수원,2020-12-01,1.8
254,순창군,2020-01-01,1.6
254,순창군,2020-02-01,1.7
254,순창군,2020-03-01,2.1
254,순창군,2020-04-01,2.3
254,순창군,2020-05-01,1.9
254,순창군,2020-06-01,1.7
254,순창군,2020-07-01,1.4
254,순창군,2020-08-01,1.6
254,순창군,2020-09-01,1.6
254,순창군,2020-10-01,1.6
254,순창군,2020-11-01,1.8
254,순창군,2020-12-01,1.7
174,순천,2020-01-01,2.5
174,순천,2020-02-01,2.5
174,순천,2020-03-01,2.4
174,순천,2020-04-01,2.9
174,순천,2020-05-01,2.2
174,순천,2020-06-01,1.7
174,순천,2020-07-01,1.3
174,순천,2020-08-01,1.6
174,순천,2020-09-01,1.3
174,순천,2020-10-01,1.7
174,순천,2020-11-01,2.2
174,순천,2020-12-01,2.5
136,안동,2020-01-01,1.4
136,안동,2020-02-01,1.7
136,안동,2020-03-01,2.0
136,안동,2020-04-01,2.3
136,안동,2020-05-01,1.8
136,안동,2020-06-01,1.7
136,안동,2020-07-01,1.4
136,안동,2020-08-01,1.3
136,안동,2020-09-01,1.3
136,안동,2020-10-01,1.2
136,안동,2020-11-01,1.5
136,안동,2020-12-01,1.7
257,양산시,2020-01-01,2.1
257,양산시,2020-02-01,2.1
257,양산시,2020-03-01,2.5
257,양산시,2020-04-01,2.7
257,양산시,2020-05-01,2.2
257,양산시,2020-06-01,2.2
257,양산시,2020-07-01,2.1
257,양산시,2020-08-01,2.5
257,양산시,2020-09-01,2.7
257,양산시,2020-10-01,1.8
257,양산시,2020-11-01,1.8
257,양산시,2020-12-01,2.0
202,양평,2020-01-01,1.0
202,양평,2020-02-01,1.2
202,양평,2020-03-01,1.6
202,양평,2020-04-01,1.8
202,양평,2020-05-01,1.4
202,양평,2020-06-01,1.4
202,양평,2020-07-01,1.3
202,양평,2020-08-01,1.3
202,양평,2020-09-01,1.4
202,양평,2020-10-01,1.0
202,양평,2020-11-01,1.2
202,양평,2020-12-01,1.2
168,여수,2020-01-01,4.7
168,여수,2020-02-01,4.3
168,여수,2020-03-01,4.2
168,여수,2020-04-01,4.7
168,여수,2020-05-01,3.4
168,여수,2020-06-01,2.9
168,여수,2020-07-01,2.9
168,여수,2020-08-01,3.0
168,여수,2020-09-01,4.2
168,여수,2020-10-01,3.9
168,여수,2020-11-01,4.0
168,여수,2020-12-01,4.0
252,영광군,2020-01-01,1.6
252,영광군,2020-02-01,1.8
252,영광군,2020-03-01,2.3
252,영광군,2020-04-01,2.1
252,영광군,2020-05-01,1.9
252,영광군,2020-06-01,1.5
252,영광군,2020-07-01,1.2
252,영광군,2020-08-01,2.2
252,영광군,2020-09-01,1.4
252,영광군,2020-10-01,1.4
252,영광군,2020-11-01,1.7
252,영광군,2020-12-01,1.5
277,영덕,2020-01-01,3.1
277,영덕,2020-02-01,3.3
277,영덕,2020-03-01,3.0
277,영덕,2020-04-01,3.6
277,영덕,2020-05-01,2.5
277,영덕,2020-06-01,2.3
277,영덕,2020-07-01,2.0
277,영덕,2020-08-01,1.8
277,영덕,2020-09-01,2.9
277,영덕,2020-10-01,2.7
277,영덕,2020-11-01,2.8
277,영덕,2020-12-01,3.2
121,영월,2020-01-01,1.0
121,영월,2020-02-01,1.1
121,영월,2020-03-01,1.4
121,영월,2020-04-01,1.7
121,영월,2020-05-01,1.3
121,영월,2020-06-01,1.2
121,영월,2020-07-01,1.0
121,영월,2020-08-01,0.9
121,영월,2020-09-01,1.1
121,영월,2020-10-01,0.8
121,영월,2020-11-01,1.0
121,영월,2020-12-01,0.9
272,영주,2020-01-01,2.7
272,영주,2020-02-01,3.0
272,영주,2020-03-01,3.0
272,영주,2020-04-01,3.3
272,영주,2020-05-01,2.2
272,영주,2020-06-01,1.8
272,영주,2020-07-01,1.2
272,영주,2020-08-01,1.2
272,영주,2020-09-01,1.6
272,영주,2020-10-01,2.1
272,영주,2020-11-01,2.8
272,영주,2020-12-01,3.5
281,영천,2020-01-01,2.0
281,영천,2020-02-01,2.0
281,영천,2020-03-01,1.9
281,영천,2020-04-01,2.2
281,영천,2020-05-01,1.9
281,영천,2020-06-01,1.6
281,영천,2020-07-01,1.5
281,영천,2020-08-01,1.5
281,영천,2020-09-01,1.5
281,영천,2020-10-01,1.6
281,영천,2020-11-01,1.7
281,영천,2020-12-01,2.1
170,완도,2020-01-01,2.4
170,완도,2020-02-01,2.7
170,완도,2020-03-01,2.7
170,완도,2020-04-01,3.0
170,완도,2020-05-01,2.9
170,완도,2020-06-01,2.3
170,완도,2020-07-01,2.3
170,완도,2020-08-01,2.9
170,완도,2020-09-01,1.9
170,완도,2020-10-01,1.6
170,완도,2020-11-01,2.2
170,완도,2020-12-01,1.8
115,울릉도,2020-01-01,4.0
115,울릉도,2020-02-01,3.7
115,울릉도,2020-03-01,4.1
115,울릉도,2020-04-01,4.4
115,울릉도,2020-05-01,3.8
115,울릉도,2020-06-01,3.6
115,울릉도,2020-07-01,2.9
115,울릉도,2020-08-01,4.3
115,울릉도,2020-09-01,4.8
115,울릉도,2020-10-01,3.3
115,울릉도,2020-11-01,3.2
115,울릉도,2020-12-01,2.9
152,울산,2020-01-01,2.5
152,울산,2020-02-01,2.2
152,울산,2020-03-01,2.3
152,울산,2020-04-01,2.5
152,울산,2020-05-01,1.9
152,울산,2020-06-01,1.7
152,울산,2020-07-01,1.5
152,울산,2020-08-01,2.2
152,울산,2020-09-01,2.5
152,울산,2020-10-01,2.2
152,울산,2020-11-01,2.1
152,울산,2020-12-01,2.4
130,울진,2020-01-01,2.8
130,울진,2020-02-01,2.6
130,울진,2020-03-01,2.8
130,울진,2020-04-01,3.1
130,울진,2020-05-01,2.3
130,울진,2020-06-01,2.3
130,울진,2020-07-01,1.9
130,울진,2020-08-01,2.0
130,울진,2020-09-01,3.2
130,울진,2020-10-01,2.3
130,울진,2020-11-01,2.5
130,울진,2020-12-01,2.7
114,원주,2020-01-01,0.8
114,원주,2020-02-01,1.0
114,원주,2020-03-01,1.2
114,원주,2020-04-01,1.5
114,원주,2020-05-01,1.2
114,원주,2020-06-01,1.3
114,원주,2020-07-01,1.1
114,원주,2020-08-01,0.9
114,원주,2020-09-01,1.1
114,원주,2020-10-01,0.8
114,원주,2020-11-01,0.9
114,원주,2020-12-01,0.8
263,의령군,2020-01-01,1.2
263,의령군,2020-02-01,1.5
263,의령군,2020-03-01,1.8
263,의령군,2020-04-01,2.2
263,의령군,2020-05-01,1.5
263,의령군,2020-06-01,1.4
263,의령군,2020-07-01,0.9
263,의령군,2020-08-01,1.4
263,의령군,2020-09-01,1.4
263,의령군,2020-10-01,1.2
263,의령군,2020-11-01,1.2
263,의령군,2020-12-01,1.6
278,의성,2020-01-01,1.1
278,의성,2020-02-01,1.2
278,의성,2020-03-01,1.4
278,의성,2020-04-01,1.7
278,의성,2020-05-01,1.2
278,의성,2020-06-01,1.1
278,의성,2020-07-01,0.8
278,의성,2020-08-01,0.9
278,의성,2020-09-01,1.1
278,의성,2020-10-01,0.9
278,의성,2020-11-01,0.9
278,의성,2020-12-01,1.0
203,이천,2020-01-01,1.0
203,이천,2020-02-01,1.2
203,이천,2020-03-01,1.6
203,이천,2020-04-01,1.9
203,이천,2020-05-01,1.2
203,이천,2020-06-01,1.2
203,이천,2020-07-01,1.1
203,이천,2020-08-01,1.1
203,이천,2020-09-01,1.1
203,이천,2020-10-01,0.9
203,이천,2020-11-01,1.0
203,이천,2020-12-01,1.0
211,인제,2020-01-01,1.5
211,인제,2020-02-01,1.7
211,인제,2020-03-01,1.9
211,인제,2020-04-01,2.1
211,인제,2020-05-01,1.6
211,인제,2020-06-01,1.6
211,인제,2020-07-01,1.5
211,인제,2020-08-01,1.4
211,인제,2020-09-01,1.7
211,인제,2020-10-01,1.1
211,인제,2020-11-01,1.4
211,인제,2020-12-01,1.3
112,인천,2020-01-01,3.0
112,인천,2020-02-01,3.1
112,인천,2020-03-01,3.6
112,인천,2020-04-01,3.9
112,인천,2020-05-01,2.7
112,인천,2020-06-01,2.6
112,인천,2020-07-01,2.7
112,인천,2020-08-01,3.1
112,인천,2020-09-01,3.3
112,인천,2020-10-01,2.8
112,인천,2020-11-01,3.1
112,인천,2020-12-01,3.2
244,임실,2020-01-01,0.9
244,임실,2020-02-01,1.0
244,임실,2020-03-01,1.3
244,임실,2020-04-01,1.6
244,임실,2020-05-01,1.4
244,임실,2020-06-01,1.1
244,임실,2020-07-01,1.1
244,임실,2020-08-01,1.3
244,임실,2020-09-01,1.0
244,임실,2020-10-01,0.8
244,임실,2020-11-01,1.0
244,임실,2020-12-01,0.9
248,장수,2020-01-01,1.4
248,장수,2020-02-01,1.6
248,장수,2020-03-01,1.9
248,장수,2020-04-01,2.1
248,장수,2020-05-01,1.7
248,장수,2020-06-01,1.5
248,장수,2020-07-01,1.1
248,장수,2020-08-01,1.5
248,장수,2020-09-01,1.4
248,장수,2020-10-01,1.2
248,장수,2020-11-01,1.5
248,장수,2020-12-01,1.5
260,장흥,2020-01-01,1.8
260,장흥,2020-02-01,1.8
260,장흥,2020-03-01,2.1
260,장흥,2020-04-01,2.0
260,장흥,2020-05-01,1.9
260,장흥,2020-06-01,1.6
260,장흥,2020-07-01,1.4
260,장흥,2020-08-01,1.8
260,장흥,2020-09-01,1.2
260,장흥,2020-10-01,1.4
260,장흥,2020-11-01,1.9
260,장흥,2020-12-01,1.7
146,전주,2020-01-01,1.5
146,전주,2020-02-01,1.7
146,전주,2020-03-01,2.0
146,전주,2020-04-01,2.2
146,전주,2020-05-01,1.7
146,전주,2020-06-01,1.5
146,전주,2020-07-01,1.3
146,전주,2020-08-01,1.5
146,전주,2020-09-01,1.7
146,전주,2020-10-01,1.3
146,전주,2020-11-01,1.6
