지점,지점명,일시,평균기온(°C)
105,강릉,2020-01-01,4.4
105,강릉,2020-02-01,5.0
105,강릉,2020-03-01,8.7
105,강릉,2020-04-01,11.8
105,강릉,2020-05-01,18.3
105,강릉,2020-06-01,24.1
105,강릉,2020-07-01,22.4
105,강릉,2020-08-01,27.0
105,강릉,2020-09-01,20.6
105,강릉,2020-10-01,15.1
105,강릉,2020-11-01,11.0
105,강릉,2020-12-01,3.0
259,강진군,2020-01-01,4.7
259,강진군,2020-02-01,5.1
259,강진군,2020-03-01,8.4
259,강진군,2020-04-01,11.0
259,강진군,2020-05-01,17.9
259,강진군,2020-06-01,22.7
259,강진군,2020-07-01,23.2
259,강진군,2020-08-01,27.6
259,강진군,2020-09-01,21.3
259,강진군,2020-10-01,15.3
259,강진군,2020-11-01,10.7
259,강진군,2020-12-01,2.5
201,강화,2020-01-01,0.7
201,강화,2020-02-01,1.5
201,강화,2020-03-01,6.4
201,강화,2020-04-01,9.9
201,강화,2020-05-01,16.1
201,강화,2020-06-01,21.2
201,강화,2020-07-01,22.5
201,강화,2020-08-01,25.3
201,강화,2020-09-01,20.2
201,강화,2020-10-01,13.2
201,강화,2020-11-01,6.9
201,강화,2020-12-01,-1.2
294,거제,2020-01-01,5.6
294,거제,2020-02-01,6.5
294,거제,2020-03-01,10.1
294,거제,2020-04-01,12.4
294,거제,2020-05-01,17.8
294,거제,2020-06-01,22.5
294,거제,2020-07-01,22.3
294,거제,2020-08-01,27.1
294,거제,2020-09-01,21.4
294,거제,2020-10-01,16.2
294,거제,2020-11-01,11.3
294,거제,2020-12-01,3.6
284,거창,2020-01-01,1.9
284,거창,2020-02-01,3.2
284,거창,2020-03-01,7.7
284,거창,2020-04-01,10.3
284,거창,2020-05-01,17.6
284,거창,2020-06-01,22.5
284,거창,2020-07-01,22.1
284,거창,2020-08-01,26.1
284,거창,2020-09-01,18.8
284,거창,2020-10-01,12.6
284,거창,2020-11-01,7.3
284,거창,2020-12-01,-0.3
283,경주시,2020-01-01,3.9
283,경주시,2020-02-01,4.6
283,경주시,2020-03-01,8.7
283,경주시,2020-04-01,11.8
283,경주시,2020-05-01,18.5
283,경주시,2020-06-01,23.5
283,경주시,2020-07-01,22.4
283,경주시,2020-08-01,27.6
283,경주시,2020-09-01,20.2
283,경주시,2020-10-01,14.7
283,경주시,2020-11-01,9.2
283,경주시,2020-12-01,1.5
185,고산,2020-01-01,8.5
185,고산,2020-02-01,8.9
185,고산,2020-03-01,10.7
185,고산,2020-04-01,12.3
185,고산,2020-05-01,17.4
185,고산,2020-06-01,21.5
185,고산,2020-07-01,23.1
185,고산,2020-08-01,27.7
185,고산,2020-09-01,22.5
185,고산,2020-10-01,18.0
185,고산,2020-11-01,14.1
185,고산,2020-12-01,7.8
172,고창,2020-01-01,3.3
172,고창,2020-02-01,4.0
172,고창,2020-03-01,7.4
172,고창,2020-04-01,9.8
172,고창,2020-05-01,17.6
172,고창,2020-06-01,22.4
172,고창,2020-07-01,23.0
172,고창,2020-08-01,27.4
172,고창,2020-09-01,20.7
172,고창,2020-10-01,14.0
172,고창,2020-11-01,9.0
172,고창,2020-12-01,1.1
251,고창군,2020-01-01,2.9
251,고창군,2020-02-01,3.7
251,고창군,2020-03-01,7.5
251,고창군,2020-04-01,9.8
251,고창군,2020-05-01,17.7
251,고창군,2020-06-01,22.5
251,고창군,2020-07-01,23.0
251,고창군,2020-08-01,27.3
251,고창군,2020-09-01,20.7
251,고창군,2020-10-01,14.1
251,고창군,2020-11-01,9.1
251,고창군,2020-12-01,1.1
262,고흥,2020-01-01,4.0
262,고흥,2020-02-01,4.5
262,고흥,2020-03-01,7.9
262,고흥,2020-04-01,10.3
262,고흥,2020-05-01,16.9
262,고흥,2020-06-01,22.0
262,고흥,2020-07-01,22.6
262,고흥,2020-08-01,27.0
262,고흥,2020-09-01,20.7
262,고흥,2020-10-01,15.0
262,고흥,2020-11-01,10.0
262,고흥,2020-12-01,2.0
266,광양시,2020-01-01,5.4
266,광양시,2020-02-01,6.3
266,광양시,2020-03-01,10.0
266,광양시,2020-04-01,12.6
266,광양시,2020-05-01,18.7
266,광양시,2020-06-01,23.2
266,광양시,2020-07-01,22.9
266,광양시,2020-08-01,27.5
266,광양시,2020-09-01,21.7
266,광양시,2020-10-01,16.6
266,광양시,2020-11-01,11.5
266,광양시,2020-12-01,3.7
156,광주,2020-01-01,4.6
156,광주,2020-02-01,5.3
156,광주,2020-03-01,9.0
156,광주,2020-04-01,11.5
156,광주,2020-05-01,18.8
156,광주,2020-06-01,23.6
156,광주,2020-07-01,23.4
156,광주,2020-08-01,27.6
156,광주,2020-09-01,21.3
156,광주,2020-10-01,15.7
156,광주,2020-11-01,10.5
156,광주,2020-12-01,2.7
279,구미,2020-01-01,3.3
279,구미,2020-02-01,4.3
279,구미,2020-03-01,9.1
279,구미,2020-04-01,12.4
279,구미,2020-05-01,19.1
279,구미,2020-06-01,24.1
279,구미,2020-07-01,23.0
279,구미,2020-08-01,27.3
279,구미,2020-09-01,20.3
279,구미,2020-10-01,14.3
279,구미,2020-11-01,8.7
279,구미,2020-12-01,0.9
140,군산,2020-01-01,3.2
140,군산,2020-02-01,3.6
140,군산,2020-03-01,7.5
140,군산,2020-04-01,10.3
140,군산,2020-05-01,17.4
140,군산,2020-06-01,22.4
140,군산,2020-07-01,23.0
140,군산,2020-08-01,26.9
140,군산,2020-09-01,21.0
140,군산,2020-10-01,14.5
140,군산,2020-11-01,9.3
140,군산,2020-12-01,1.6
238,금산,2020-01-01,1.5
238,금산,2020-02-01,2.5
238,금산,2020-03-01,7.3
238,금산,2020-04-01,10.0
238,금산,2020-05-01,17.8
238,금산,2020-06-01,22.9
238,금산,2020-07-01,22.7
238,금산,2020-08-01,26.6
238,금산,2020-09-01,19.7
238,금산,2020-10-01,12.4
238,금산,2020-11-01,7.1
238,금산,2020-12-01,-1.0
253,김해시,2020-01-01,5.4
253,김해시,2020-02-01,6.1
253,김해시,2020-03-01,9.8
253,김해시,2020-04-01,12.2
253,김해시,2020-05-01,18.5
253,김해시,2020-06-01,23.3
253,김해시,2020-07-01,22.7
253,김해시,2020-08-01,27.7
253,김해시,2020-09-01,21.7
253,김해시,2020-10-01,16.2
253,김해시,2020-11-01,11.0
253,김해시,2020-12-01,2.7
247,남원,2020-01-01,2.3
247,남원,2020-02-01,3.2
247,남원,2020-03-01,7.3
247,남원,2020-04-01,9.9
247,남원,2020-05-01,18.3
247,남원,2020-06-01,23.3
247,남원,2020-07-01,23.2
247,남원,2020-08-01,27.2
247,남원,2020-09-01,20.5
247,남원,2020-10-01,13.9
247,남원,2020-11-01,8.2
247,남원,2020-12-01,0.0
295,남해,2020-01-01,4.9
295,남해,2020-02-01,6.0
295,남해,2020-03-01,9.8
295,남해,2020-04-01,12.5
295,남해,2020-05-01,18.2
295,남해,2020-06-01,22.7
295,남해,2020-07-01,22.6
295,남해,2020-08-01,27.2
295,남해,2020-09-01,21.1
295,남해,2020-10-01,15.9
295,남해,2020-11-01,11.0
295,남해,2020-12-01,3.3
100,대관령,2020-01-01,-3.2
100,대관령,2020-02-01,-2.7
100,대관령,2020-03-01,2.1
100,대관령,2020-04-01,4.8
100,대관령,2020-05-01,12.8
100,대관령,2020-06-01,18.7
100,대관령,2020-07-01,17.9
100,대관령,2020-08-01,22.2
100,대관령,2020-09-01,14.7
100,대관령,2020-10-01,7.9
100,대관령,2020-11-01,3.4
100,대관령,2020-12-01,-5.4
143,대구,2020-01-01,3.8
143,대구,2020-02-01,4.9
143,대구,2020-03-01,9.5
143,대구,2020-04-01,12.6
143,대구,2020-05-01,19.4
143,대구,2020-06-01,24.5
143,대구,2020-07-01,23.2
143,대구,2020-08-01,28.6
143,대구,2020-09-01,21.2
143,대구,2020-10-01,15.4
143,대구,2020-11-01,9.7
143,대구,2020-12-01,1.6
133,대전,2020-01-01,2.7
133,대전,2020-02-01,3.6
133,대전,2020-03-01,8.5
133,대전,2020-04-01,11.5
133,대전,2020-05-01,18.8
133,대전,2020-06-01,24.1
133,대전,2020-07-01,23.6
133,대전,2020-08-01,27.5
133,대전,2020-09-01,21.2
133,대전,2020-10-01,14.2
133,대전,2020-11-01,8.6
133,대전,2020-12-01,0.5
98,동두천,2020-01-01,0.0
98,동두천,2020-02-01,1.2
98,동두천,2020-03-01,6.7
98,동두천,2020-04-01,10.2
98,동두천,2020-05-01,17.1
98,동두천,2020-06-01,22.8
98,동두천,2020-07-01,23.0
98,동두천,2020-08-01,25.3
98,동두천,2020-09-01,19.5
98,동두천,2020-10-01,12.0
98,동두천,2020-11-01,6.3
98,동두천,2020-12-01,-2.2
106,동해,2020-01-01,4.2
106,동해,2020-02-01,4.6
106,동해,2020-03-01,7.9
106,동해,2020-04-01,10.9
106,동해,2020-05-01,16.3
106,동해,2020-06-01,20.8
106,동해,2020-07-01,20.2
106,동해,2020-08-01,24.4
106,동해,2020-09-01,19.3
106,동해,2020-10-01,13.8
106,동해,2020-11-01,10.1
106,동해,2020-12-01,2.7
165,목포,2020-01-01,3.6
165,목포,2020-02-01,4.2
165,목포,2020-03-01,7.4
165,목포,2020-04-01,10.3
165,목포,2020-05-01,17.2
165,목포,2020-06-01,22.2
165,목포,2020-07-01,23.0
165,목포,2020-08-01,27.7
165,목포,2020-09-01,21.9
165,목포,2020-10-01,15.9
165,목포,2020-11-01,11.2
165,목포,2020-12-01,3.2
273,문경,2020-01-01,2.0
273,문경,2020-02-01,2.5
273,문경,2020-03-01,7.6
273,문경,2020-04-01,10.9
273,문경,2020-05-01,17.4
273,문경,2020-06-01,22.8
273,문경,2020-07-01,21.9
273,문경,2020-08-01,25.7
273,문경,2020-09-01,19.0
273,문경,2020-10-01,12.8
273,문경,2020-11-01,7.5
