지점,지점명,일시,일조율(%)
105,강릉,2020-01-01,51.0
105,강릉,2020-02-01,62.6
105,강릉,2020-03-01,67.6
105,강릉,2020-04-01,58.0
105,강릉,2020-05-01,47.0
105,강릉,2020-06-01,48.0
105,강릉,2020-07-01,28.0
105,강릉,2020-08-01,26.9
105,강릉,2020-09-01,37.4
105,강릉,2020-10-01,58.5
105,강릉,2020-11-01,64.0
105,강릉,2020-12-01,73.1
259,강진군,2020-01-01,44.0
259,강진군,2020-02-01,52.5
259,강진군,2020-03-01,62.0
259,강진군,2020-04-01,70.8
259,강진군,2020-05-01,46.4
259,강진군,2020-06-01,47.4
259,강진군,2020-07-01,16.2
259,강진군,2020-08-01,46.5
259,강진군,2020-09-01,43.4
259,강진군,2020-10-01,62.3
259,강진군,2020-11-01,51.3
259,강진군,2020-12-01,56.1
201,강화,2020-01-01,62.5
201,강화,2020-02-01,54.6
201,강화,2020-03-01,68.6
201,강화,2020-04-01,70.9
201,강화,2020-05-01,34.8
201,강화,2020-06-01,44.1
201,강화,2020-07-01,30.4
201,강화,2020-08-01,17.6
201,강화,2020-09-01,49.5
201,강화,2020-10-01,64.2
201,강화,2020-11-01,55.0
201,강화,2020-12-01,65.6
294,거제,2020-01-01,41.5
294,거제,2020-02-01,58.8
294,거제,2020-03-01,61.7
294,거제,2020-04-01,68.0
294,거제,2020-05-01,47.7
294,거제,2020-06-01,50.9
294,거제,2020-07-01,18.4
294,거제,2020-08-01,36.0
294,거제,2020-09-01,37.6
294,거제,2020-10-01,57.7
294,거제,2020-11-01,52.1
294,거제,2020-12-01,57.3
284,거창,2020-01-01,51.6
284,거창,2020-02-01,64.3
284,거창,2020-03-01,63.9
284,거창,2020-04-01,70.4
284,거창,2020-05-01,56.0
284,거창,2020-06-01,50.8
284,거창,2020-07-01,20.9
284,거창,2020-08-01,40.7
284,거창,2020-09-01,36.1
284,거창,2020-10-01,65.0
284,거창,2020-11-01,64.5
284,거창,2020-12-01,65.2
283,경주시,2020-01-01,45.7
283,경주시,2020-02-01,63.0
283,경주시,2020-03-01,62.7
283,경주시,2020-04-01,68.8
283,경주시,2020-05-01,55.2
283,경주시,2020-06-01,54.7
283,경주시,2020-07-01,20.3
283,경주시,2020-08-01,50.4
283,경주시,2020-09-01,40.3
283,경주시,2020-10-01,57.8
283,경주시,2020-11-01,58.7
283,경주시,2020-12-01,68.9
185,고산,2020-01-01,26.7
185,고산,2020-02-01,51.3
185,고산,2020-03-01,57.9
185,고산,2020-04-01,70.0
185,고산,2020-05-01,45.7
185,고산,2020-06-01,36.8
185,고산,2020-07-01,29.8
185,고산,2020-08-01,58.5
185,고산,2020-09-01,48.6
185,고산,2020-10-01,67.2
185,고산,2020-11-01,53.0
185,고산,2020-12-01,45.5
172,고창,2020-01-01,40.1
172,고창,2020-02-01,57.4
172,고창,2020-03-01,65.4
172,고창,2020-04-01,73.3
172,고창,2020-05-01,47.1
172,고창,2020-06-01,38.2
172,고창,2020-07-01,16.8
172,고창,2020-08-01,41.7
172,고창,2020-09-01,41.8
172,고창,2020-10-01,62.9
172,고창,2020-11-01,49.3
172,고창,2020-12-01,49.7
251,고창군,2020-01-01,38.3
251,고창군,2020-02-01,56.6
251,고창군,2020-03-01,63.4
251,고창군,2020-04-01,69.5
251,고창군,2020-05-01,46.4
251,고창군,2020-06-01,39.6
251,고창군,2020-07-01,14.5
251,고창군,2020-08-01,40.0
251,고창군,2020-09-01,43.7
251,고창군,2020-10-01,62.0
251,고창군,2020-11-01,52.1
251,고창군,2020-12-01,51.3
262,고흥,2020-01-01,45.3
262,고흥,2020-02-01,56.2
262,고흥,2020-03-01,63.0
262,고흥,2020-04-01,66.0
262,고흥,2020-05-01,45.5
262,고흥,2020-06-01,45.1
262,고흥,2020-07-01,15.3
262,고흥,2020-08-01,43.8
262,고흥,2020-09-01,44.2
262,고흥,2020-10-01,64.7
262,고흥,2020-11-01,53.2
262,고흥,2020-12-01,61.6
266,광양시,2020-01-01,50.4
266,광양시,2020-02-01,63.0
266,광양시,2020-03-01,66.9
266,광양시,2020-04-01,70.4
266,광양시,2020-05-01,47.4
266,광양시,2020-06-01,48.9
266,광양시,2020-07-01,16.9
266,광양시,2020-08-01,41.1
266,광양시,2020-09-01,42.5
266,광양시,2020-10-01,62.6
266,광양시,2020-11-01,56.7
266,광양시,2020-12-01,65.6
156,광주,2020-01-01,43.6
156,광주,2020-02-01,55.9
156,광주,2020-03-01,65.1
156,광주,2020-04-01,70.8
156,광주,2020-05-01,48.6
156,광주,2020-06-01,44.0
156,광주,2020-07-01,15.7
156,광주,2020-08-01,40.7
156,광주,2020-09-01,42.7
156,광주,2020-10-01,65.0
156,광주,2020-11-01,57.0
156,광주,2020-12-01,61.2
279,구미,2020-01-01,42.9
279,구미,2020-02-01,55.8
279,구미,2020-03-01,62.4
279,구미,2020-04-01,68.4
279,구미,2020-05-01,55.2
279,구미,2020-06-01,51.6
279,구미,2020-07-01,21.6
279,구미,2020-08-01,42.7
279,구미,2020-09-01,40.8
279,구미,2020-10-01,59.2
279,구미,2020-11-01,54.2
279,구미,2020-12-01,58.2
140,군산,2020-01-01,47.8
140,군산,2020-02-01,62.1
140,군산,2020-03-01,67.9
140,군산,2020-04-01,71.9
140,군산,2020-05-01,48.5
140,군산,2020-06-01,44.4
140,군산,2020-07-01,24.6
140,군산,2020-08-01,41.4
140,군산,2020-09-01,49.9
140,군산,2020-10-01,64.8
140,군산,2020-11-01,58.3
140,군산,2020-12-01,54.8
238,금산,2020-01-01,37.2
238,금산,2020-02-01,53.8
238,금산,2020-03-01,63.1
238,금산,2020-04-01,66.7
238,금산,2020-05-01,47.4
238,금산,2020-06-01,42.3
238,금산,2020-07-01,16.3
238,금산,2020-08-01,34.4
238,금산,2020-09-01,38.0
238,금산,2020-10-01,56.2
238,금산,2020-11-01,55.7
238,금산,2020-12-01,55.1
253,김해시,2020-01-01,53.7
253,김해시,2020-02-01,64.7
253,김해시,2020-03-01,64.2
253,김해시,2020-04-01,67.6
253,김해시,2020-05-01,50.6
253,김해시,2020-06-01,52.8
253,김해시,2020-07-01,19.6
253,김해시,2020-08-01,44.6
253,김해시,2020-09-01,38.4
253,김해시,2020-10-01,59.6
253,김해시,2020-11-01,59.6
253,김해시,2020-12-01,74.4
247,남원,2020-01-01,34.4
247,남원,2020-02-01,53.6
247,남원,2020-03-01,62.2
247,남원,2020-04-01,67.3
247,남원,2020-05-01,49.0
247,남원,2020-06-01,45.5
247,남원,2020-07-01,19.2
247,남원,2020-08-01,39.2
247,남원,2020-09-01,40.5
247,남원,2020-10-01,66.0
247,남원,2020-11-01,56.4
247,남원,2020-12-01,56.8
295,남해,2020-01-01,49.6
295,남해,2020-02-01,63.2
295,남해,2020-03-01,64.4
295,남해,2020-04-01,70.9
295,남해,2020-05-01,46.9
295,남해,2020-06-01,49.0
295,남해,2020-07-01,19.1
295,남해,2020-08-01,42.2
