지점,지점명,일시,합계 일조시간(hr)
105,강릉,2020-01-01,156.4
105,강릉,2020-02-01,196.1
105,강릉,2020-03-01,251.2
105,강릉,2020-04-01,229.5
105,강릉,2020-05-01,207.4
105,강릉,2020-06-01,212.7
105,강릉,2020-07-01,125.9
105,강릉,2020-08-01,113.3
105,강릉,2020-09-01,139.5
105,강릉,2020-10-01,203.3
105,강릉,2020-11-01,194.9
105,강릉,2020-12-01,218.1
259,강진군,2020-01-01,138.0
259,강진군,2020-02-01,166.7
259,강진군,2020-03-01,230.6
259,강진군,2020-04-01,277.7
259,강진군,2020-05-01,201.3
259,강진군,2020-06-01,205.4
259,강진군,2020-07-01,71.6
259,강진군,2020-08-01,193.6
259,강진군,2020-09-01,161.4
259,강진군,2020-10-01,218.5
259,강진군,2020-11-01,159.6
259,강진군,2020-12-01,172.2
201,강화,2020-01-01,191.7
201,강화,2020-02-01,171.2
201,강화,2020-03-01,254.7
201,강화,2020-04-01,280.6
201,강화,2020-05-01,153.4
201,강화,2020-06-01,194.9
201,강화,2020-07-01,136.3
201,강화,2020-08-01,73.9
201,강화,2020-09-01,184.3
201,강화,2020-10-01,223.1
201,강화,2020-11-01,167.7
201,강화,2020-12-01,195.8
294,거제,2020-01-01,130.1
294,거제,2020-02-01,186.6
294,거제,2020-03-01,229.5
294,거제,2020-04-01,258.2
294,거제,2020-05-01,207.1
294,거제,2020-06-01,221.0
294,거제,2020-07-01,81.2
294,거제,2020-08-01,150.1
294,거제,2020-09-01,139.7
294,거제,2020-10-01,202.4
294,거제,2020-11-01,161.9
294,거제,2020-12-01,175.3
284,거창,2020-01-01,160.7
284,거창,2020-02-01,203.2
284,거창,2020-03-01,237.6
284,거창,2020-04-01,277.0
284,거창,2020-05-01,244.2
284,거창,2020-06-01,221.6
284,거창,2020-07-01,92.5
284,거창,2020-08-01,169.8
284,거창,2020-09-01,134.4
284,거창,2020-10-01,227.1
284,거창,2020-11-01,199.4
284,거창,2020-12-01,198.2
283,경주시,2020-01-01,142.2
283,경주시,2020-02-01,199.0
283,경주시,2020-03-01,233.1
283,경주시,2020-04-01,271.0
283,경주시,2020-05-01,241.0
283,경주시,2020-06-01,239.1
283,경주시,2020-07-01,90.2
283,경주시,2020-08-01,210.7
283,경주시,2020-09-01,150.1
283,경주시,2020-10-01,202.2
283,경주시,2020-11-01,181.2
283,경주시,2020-12-01,209.0
185,고산,2020-01-01,84.7
185,고산,2020-02-01,163.7
185,고산,2020-03-01,215.5
185,고산,2020-04-01,273.8
185,고산,2020-05-01,197.0
185,고산,2020-06-01,158.3
185,고산,2020-07-01,130.6
185,고산,2020-08-01,242.2
185,고산,2020-09-01,180.3
185,고산,2020-10-01,236.3
185,고산,2020-11-01,166.2
185,고산,2020-12-01,141.2
172,고창,2020-01-01,125.4
172,고창,2020-02-01,181.8
172,고창,2020-03-01,243.2
172,고창,2020-04-01,288.2
172,고창,2020-05-01,204.9
172,고창,2020-06-01,166.4
172,고창,2020-07-01,74.4
172,고창,2020-08-01,173.9
172,고창,2020-09-01,155.2
172,고창,2020-10-01,212.9
172,고창,2020-11-01,152.6
172,고창,2020-12-01,151.3
251,고창군,2020-01-01,119.6
251,고창군,2020-02-01,179.1
251,고창군,2020-03-01,235.9
251,고창군,2020-04-01,273.2
251,고창군,2020-05-01,202.0
251,고창군,2020-06-01,172.4
251,고창군,2020-07-01,64.2
251,고창군,2020-08-01,166.8
251,고창군,2020-09-01,162.5
251,고창군,2020-10-01,216.9
251,고창군,2020-11-01,161.3
251,고창군,2020-12-01,156.2
262,고흥,2020-01-01,142.3
262,고흥,2020-02-01,178.4
262,고흥,2020-03-01,234.1
262,고흥,2020-04-01,259.0
262,고흥,2020-05-01,197.2
262,고흥,2020-06-01,195.7
262,고흥,2020-07-01,67.2
262,고흥,2020-08-01,182.0
262,고흥,2020-09-01,164.1
262,고흥,2020-10-01,226.7
262,고흥,2020-11-01,165.4
262,고흥,2020-12-01,189.2
266,광양시,2020-01-01,157.8
266,광양시,2020-02-01,199.8
266,광양시,2020-03-01,248.7
266,광양시,2020-04-01,276.3
266,광양시,2020-05-01,205.9
266,광양시,2020-06-01,212.3
266,광양시,2020-07-01,74.7
266,광양시,2020-08-01,171.0
266,광양시,2020-09-01,158.2
266,광양시,2020-10-01,219.4
266,광양시,2020-11-01,170.3
266,광양시,2020-12-01,200.4
156,광주,2020-01-01,136.5
156,광주,2020-02-01,177.0
156,광주,2020-03-01,242.0
156,광주,2020-04-01,278.1
156,광주,2020-05-01,211.3
156,광주,2020-06-01,191.4
156,광주,2020-07-01,69.5
156,광주,2020-08-01,169.8
156,광주,2020-09-01,158.7
156,광주,2020-10-01,227.6
156,광주,2020-11-01,176.7
156,광주,2020-12-01,186.5
279,구미,2020-01-01,133.4
279,구미,2020-02-01,176.0
279,구미,2020-03-01,231.9
279,구미,2020-04-01,269.4
279,구미,2020-05-01,241.5
279,구미,2020-06-01,225.6
279,구미,2020-07-01,96.2
279,구미,2020-08-01,178.8
279,구미,2020-09-01,151.9
279,구미,2020-10-01,206.8
279,구미,2020-11-01,167.1
279,구미,2020-12-01,176.1
140,군산,2020-01-01,148.7
140,군산,2020-02-01,195.8
140,군산,2020-03-01,252.5
140,군산,2020-04-01,283.1
140,군산,2020-05-01,211.7
140,군산,2020-06-01,194.0
140,군산,2020-07-01,109.1
140,군산,2020-08-01,173.0
140,군산,2020-09-01,185.5
140,군산,2020-10-01,226.4
140,군산,2020-11-01,179.8
140,군산,2020-12-01,165.7
238,금산,2020-01-01,115.7
238,금산,2020-02-01,169.8
238,금산,2020-03-01,234.6
238,금산,2020-04-01,262.6
238,금산,2020-05-01,207.3
238,금산,2020-06-01,184.8
238,금산,2020-07-01,72.4
238,금산,2020-08-01,143.9
238,금산,2020-09-01,136.4
238,금산,2020-10-01,196.3
238,금산,2020-11-01,171.6
238,금산,2020-12-01,166.6
253,김해시,2020-01-01,167.9
253,김해시,2020-02-01,205.0
253,김해시,2020-03-01,238.6
253,김해시,2020-04-01,265.7
253,김해시,2020-05-01,219.9
253,김해시,2020-06-01,229.2
253,김해시,2020-07-01,86.8
253,김해시,2020-08-01,185.8
253,김해시,2020-09-01,142.8
253,김해시,2020-10-01,208.8
253,김해시,2020-11-01,184.8
253,김해시,2020-12-01,226.8
