지점,지점명,일시,일조율(%)
105,강릉,2021-01-01,65.2
105,강릉,2021-02-01,67.2
105,강릉,2021-03-01,54.2
105,강릉,2021-04-01,55.0
105,강릉,2021-05-01,46.6
105,강릉,2021-06-01,35.9
105,강릉,2021-07-01,47.8
105,강릉,2021-08-01,17.9
105,강릉,2021-09-01,36.0
105,강릉,2021-10-01,45.7
105,강릉,2021-11-01,64.8
105,강릉,2021-12-01,69.5
259,강진군,2021-01-01,53.3
259,강진군,2021-02-01,52.6
259,강진군,2021-03-01,54.9
259,강진군,2021-04-01,57.3
259,강진군,2021-05-01,46.4
259,강진군,2021-06-01,46.9
259,강진군,2021-07-01,39.0
259,강진군,2021-08-01,36.8
259,강진군,2021-09-01,27.9
259,강진군,2021-10-01,58.4
259,강진군,2021-11-01,53.4
259,강진군,2021-12-01,47.8
201,강화,2021-01-01,55.3
201,강화,2021-02-01,61.5
201,강화,2021-03-01,57.1
201,강화,2021-04-01,53.1
201,강화,2021-05-01,45.2
201,강화,2021-06-01,40.3
201,강화,2021-07-01,48.9
201,강화,2021-08-01,36.0
201,강화,2021-09-01,50.4
201,강화,2021-10-01,52.9
201,강화,2021-11-01,51.5
201,강화,2021-12-01,59.4
294,거제,2021-01-01,54.6
294,거제,2021-02-01,56.9
294,거제,2021-03-01,56.4
294,거제,2021-04-01,60.8
294,거제,2021-05-01,47.9
294,거제,2021-06-01,47.1
294,거제,2021-07-01,37.8
294,거제,2021-08-01,35.4
294,거제,2021-09-01,23.2
294,거제,2021-10-01,56.2
294,거제,2021-11-01,60.3
294,거제,2021-12-01,59.3
284,거창,2021-01-01,60.5
284,거창,2021-02-01,69.4
284,거창,2021-03-01,57.4
284,거창,2021-04-01,61.9
284,거창,2021-05-01,48.6
284,거창,2021-06-01,42.1
284,거창,2021-07-01,49.1
284,거창,2021-08-01,34.3
284,거창,2021-09-01,33.2
284,거창,2021-10-01,58.5
284,거창,2021-11-01,61.2
284,거창,2021-12-01,66.2
283,경주시,2021-01-01,61.9
283,경주시,2021-02-01,65.6
283,경주시,2021-03-01,50.2
283,경주시,2021-04-01,56.8
283,경주시,2021-05-01,45.1
283,경주시,2021-06-01,36.7
283,경주시,2021-07-01,41.9
283,경주시,2021-08-01,29.4
283,경주시,2021-09-01,26.5
283,경주시,2021-10-01,49.0
283,경주시,2021-11-01,64.1
283,경주시,2021-12-01,69.1
185,고산,2021-01-01,42.7
185,고산,2021-02-01,54.3
185,고산,2021-03-01,55.0
185,고산,2021-04-01,59.6
185,고산,2021-05-01,55.8
185,고산,2021-06-01,53.4
185,고산,2021-07-01,40.0
185,고산,2021-08-01,48.3
185,고산,2021-09-01,46.2
185,고산,2021-10-01,66.9
185,고산,2021-11-01,60.8
185,고산,2021-12-01,48.8
172,고창,2021-01-01,45.3
172,고창,2021-02-01,52.7
172,고창,2021-03-01,55.6
172,고창,2021-04-01,57.4
172,고창,2021-05-01,47.3
172,고창,2021-06-01,47.7
172,고창,2021-07-01,45.7
172,고창,2021-08-01,38.6
172,고창,2021-09-01,37.8
172,고창,2021-10-01,60.6
172,고창,2021-11-01,51.0
172,고창,2021-12-01,44.5
251,고창군,2021-01-01,46.6
251,고창군,2021-02-01,55.8
251,고창군,2021-03-01,59.3
251,고창군,2021-04-01,57.8
251,고창군,2021-05-01,48.0
251,고창군,2021-06-01,44.6
251,고창군,2021-07-01,43.6
251,고창군,2021-08-01,36.9
251,고창군,2021-09-01,37.4
251,고창군,2021-10-01,58.4
251,고창군,2021-11-01,51.4
251,고창군,2021-12-01,46.9
262,고흥,2021-01-01,58.5
262,고흥,2021-02-01,58.1
262,고흥,2021-03-01,59.6
262,고흥,2021-04-01,59.4
262,고흥,2021-05-01,50.0
262,고흥,2021-06-01,47.4
262,고흥,2021-07-01,43.7
262,고흥,2021-08-01,43.6
262,고흥,2021-09-01,30.7
262,고흥,2021-10-01,60.8
262,고흥,2021-11-01,58.8
262,고흥,2021-12-01,62.0
266,광양시,2021-01-01,60.4
266,광양시,2021-02-01,61.4
266,광양시,2021-03-01,61.2
266,광양시,2021-04-01,61.0
266,광양시,2021-05-01,46.7
266,광양시,2021-06-01,48.1
266,광양시,2021-07-01,47.7
266,광양시,2021-08-01,42.4
266,광양시,2021-09-01,31.3
266,광양시,2021-10-01,61.0
266,광양시,2021-11-01,58.5
266,광양시,2021-12-01,64.5
156,광주,2021-01-01,52.4
156,광주,2021-02-01,57.3
156,광주,2021-03-01,59.4
156,광주,2021-04-01,58.7
156,광주,2021-05-01,49.0
156,광주,2021-06-01,47.8
156,광주,2021-07-01,41.2
156,광주,2021-08-01,35.1
156,광주,2021-09-01,34.6
156,광주,2021-10-01,60.4
156,광주,2021-11-01,56.9
156,광주,2021-12-01,57.1
279,구미,2021-01-01,54.6
279,구미,2021-02-01,62.0
279,구미,2021-03-01,51.7
