지점,지점명,일시,월합강수량(00~24h만)(mm)
271,봉화,2021-02-01,11.6
271,봉화,2021-03-01,97.6
271,봉화,2021-04-01,92.3
271,봉화,2021-05-01,191.6
271,봉화,2021-06-01,70.7
271,봉화,2021-07-01,176.9
271,봉화,2021-08-01,228.2
271,봉화,2021-09-01,159.6
271,봉화,2021-10-01,41.6
271,봉화,2021-11-01,43.9
271,봉화,2021-12-01,2.8
159,부산,2021-01-01,25.8
159,부산,2021-02-01,49.5
159,부산,2021-03-01,127.5
159,부산,2021-04-01,107.1
159,부산,2021-05-01,139.2
159,부산,2021-06-01,232.3
159,부산,2021-07-01,399.9
159,부산,2021-08-01,481.2
159,부산,2021-09-01,164.7
159,부산,2021-10-01,18.2
159,부산,2021-11-01,57.9
159,부산,2021-12-01,4.5
243,부안,2021-01-01,32.6
243,부안,2021-02-01,23.3
243,부안,2021-03-01,100.4
243,부안,2021-04-01,46.4
243,부안,2021-05-01,81.7
243,부안,2021-06-01,97.1
243,부안,2021-07-01,224.6
243,부안,2021-08-01,409.7
243,부안,2021-09-01,166.6
243,부안,2021-10-01,50.3
243,부안,2021-11-01,100.3
243,부안,2021-12-01,21.0
236,부여,2021-01-01,32.1
236,부여,2021-02-01,18.1
236,부여,2021-03-01,95.7
236,부여,2021-04-01,42.3
236,부여,2021-05-01,136.9
236,부여,2021-06-01,76.9
236,부여,2021-07-01,187.7
236,부여,2021-08-01,227.6
236,부여,2021-09-01,187.1
236,부여,2021-10-01,36.9
236,부여,2021-11-01,73.4
236,부여,2021-12-01,8.7
104,북강릉,2021-01-01,13.0
104,북강릉,2021-02-01,5.6
104,북강릉,2021-03-01,115.7
104,북강릉,2021-04-01,115.0
104,북강릉,2021-05-01,157.6
104,북강릉,2021-06-01,30.4
104,북강릉,2021-07-01,146.0
104,북강릉,2021-08-01,479.1
104,북강릉,2021-09-01,128.7
104,북강릉,2021-10-01,143.1
104,북강릉,2021-11-01,16.6
104,북강릉,2021-12-01,41.6
255,북창원,2021-01-01,16.3
255,북창원,2021-02-01,34.4
255,북창원,2021-03-01,192.2
255,북창원,2021-04-01,76.5
255,북창원,2021-05-01,147.0
255,북창원,2021-06-01,120.3
255,북창원,2021-07-01,443.5
255,북창원,2021-08-01,295.0
255,북창원,2021-09-01,112.5
255,북창원,2021-10-01,47.0
255,북창원,2021-11-01,68.2
255,북창원,2021-12-01,2.9
93,북춘천,2021-01-01,14.3
93,북춘천,2021-02-01,5.6
93,북춘천,2021-03-01,100.1
93,북춘천,2021-04-01,110.2
93,북춘천,2021-05-01,159.3
93,북춘천,2021-06-01,128.1
93,북춘천,2021-07-01,202.0
93,북춘천,2021-08-01,122.5
93,북춘천,2021-09-01,103.7
93,북춘천,2021-10-01,64.4
93,북춘천,2021-11-01,49.8
93,북춘천,2021-12-01,5.2
289,산청,2021-01-01,18.9
289,산청,2021-02-01,26.5
289,산청,2021-03-01,122.4
289,산청,2021-04-01,50.5
289,산청,2021-05-01,123.4
289,산청,2021-06-01,86.8
289,산청,2021-07-01,205.3
289,산청,2021-08-01,264.3
289,산청,2021-09-01,146.1
289,산청,2021-10-01,46.6
289,산청,2021-11-01,50.3
289,산청,2021-12-01,1.7
137,상주,2021-01-01,16.5
137,상주,2021-02-01,9.7
137,상주,2021-03-01,98.4
137,상주,2021-04-01,70.5
137,상주,2021-05-01,166.5
137,상주,2021-06-01,57.0
137,상주,2021-07-01,216.1
137,상주,2021-08-01,324.9
137,상주,2021-09-01,188.8
137,상주,2021-10-01,41.4
137,상주,2021-11-01,39.8
137,상주,2021-12-01,1.2
189,서귀포,2021-01-01,54.6
189,서귀포,2021-02-01,51.2
189,서귀포,2021-03-01,156.3
189,서귀포,2021-04-01,182.0
189,서귀포,2021-05-01,159.2
189,서귀포,2021-06-01,200.8
189,서귀포,2021-07-01,218.4
189,서귀포,2021-08-01,318.4
189,서귀포,2021-09-01,692.4
189,서귀포,2021-10-01,33.4
189,서귀포,2021-11-01,55.0
189,서귀포,2021-12-01,14.5
129,서산,2021-01-01,25.3
129,서산,2021-02-01,9.6
129,서산,2021-03-01,112.8
129,서산,2021-04-01,110.6
129,서산,2021-05-01,132.3
129,서산,2021-06-01,70.9
129,서산,2021-07-01,121.6
129,서산,2021-08-01,217.8
129,서산,2021-09-01,206.0
129,서산,2021-10-01,55.9
129,서산,2021-11-01,126.2
129,서산,2021-12-01,18.3
108,서울,2021-01-01,18.9
108,서울,2021-02-01,7.1
108,서울,2021-03-01,110.9
108,서울,2021-04-01,124.1
108,서울,2021-05-01,183.1
108,서울,2021-06-01,104.6
108,서울,2021-07-01,168.3
108,서울,2021-08-01,211.2
108,서울,2021-09-01,131.0
108,서울,2021-10-01,57.0
108,서울,2021-11-01,62.4
108,서울,2021-12-01,7.9
188,성산,2021-01-01,93.7
188,성산,2021-02-01,72.7
188,성산,2021-03-01,214.1
188,성산,2021-04-01,94.7
188,성산,2021-05-01,154.1
188,성산,2021-06-01,190.6
188,성산,2021-07-01,218.4
188,성산,2021-08-01,417.8
188,성산,2021-09-01,431.7
188,성산,2021-10-01,101.2
188,성산,2021-11-01,67.0
188,성산,2021-12-01,30.3
239,세종,2021-01-01,22.0
239,세종,2021-02-01,14.4
239,세종,2021-03-01,99.8
239,세종,2021-04-01,56.0
239,세종,2021-05-01,141.9
239,세종,2021-06-01,67.8
239,세종,2021-07-01,180.7
239,세종,2021-08-01,232.1
239,세종,2021-09-01,184.6
239,세종,2021-10-01,36.4
239,세종,2021-11-01,60.9
239,세종,2021-12-01,8.0
90,속초,2021-01-01,0.0
90,속초,2021-02-01,5.0
90,속초,2021-03-01,104.2
90,속초,2021-04-01,97.2
90,속초,2021-05-01,154.9
90,속초,2021-06-01,43.8
90,속초,2021-07-01,104.1
90,속초,2021-08-01,247.1
90,속초,2021-09-01,141.6
90,속초,2021-10-01,216.9
90,속초,2021-11-01,16.2
90,속초,2021-12-01,68.7
119,수원,2021-01-01,24.1
119,수원,2021-02-01,9.7
119,수원,2021-03-01,102.8
119,수원,2021-04-01,106.4
119,수원,2021-05-01,179.2
119,수원,2021-06-01,50.1
119,수원,2021-07-01,134.4
119,수원,2021-08-01,161.1
119,수원,2021-09-01,164.1
119,수원,2021-10-01,36.0
119,수원,2021-11-01,104.2
119,수원,2021-12-01,12.3
254,순창군,2021-01-01,43.0
254,순창군,2021-02-01,45.8
254,순창군,2021-03-01,115.6
254,순창군,2021-04-01,42.5
254,순창군,2021-05-01,137.4
254,순창군,2021-06-01,114.6
254,순창군,2021-07-01,231.0
254,순창군,2021-08-01,276.8
254,순창군,2021-09-01,103.0
254,순창군,2021-10-01,40.5
254,순창군,2021-11-01,69.6
254,순창군,2021-12-01,12.8
174,순천,2021-01-01,27.8
174,순천,2021-02-01,37.0
174,순천,2021-03-01,161.1
174,순천,2021-04-01,62.6
174,순천,2021-05-01,92.1
174,순천,2021-06-01,76.0
174,순천,2021-07-01,337.7
174,순천,2021-08-01,282.1
174,순천,2021-09-01,154.3
174,순천,2021-10-01,35.6
174,순천,2021-11-01,50.9
174,순천,2021-12-01,3.7
136,안동,2021-01-01,6.0
136,안동,2021-02-01,13.8
136,안동,2021-03-01,110.6
136,안동,2021-04-01,107.3
136,안동,2021-05-01,143.8
136,안동,2021-06-01,58.2
136,안동,2021-07-01,127.5
136,안동,2021-08-01,188.9
136,안동,2021-09-01,132.5
136,안동,2021-10-01,50.8
136,안동,2021-11-01,34.6
136,안동,2021-12-01,0.0
257,양산시,2021-01-01,18.3
257,양산시,2021-02-01,44.8
257,양산시,2021-03-01,161.7
257,양산시,2021-04-01,91.2
257,양산시,2021-05-01,121.4
257,양산시,2021-06-01,109.1
257,양산시,2021-07-01,450.1
257,양산시,2021-08-01,453.4
257,양산시,2021-09-01,171.1
257,양산시,2021-10-01,18.6
257,양산시,2021-11-01,65.3
257,양산시,2021-12-01,3.2
202,양평,2021-01-01,24.3
202,양평,2021-02-01,6.8
202,양평,2021-03-01,105.9
202,양평,2021-04-01,96.2
202,양평,2021-05-01,148.7
202,양평,2021-06-01,68.8
202,양평,2021-07-01,127.3
202,양평,2021-08-01,190.6
202,양평,2021-09-01,148.9
202,양평,2021-10-01,38.3
202,양평,2021-11-01,55.9
202,양평,2021-12-01,7.2
168,여수,2021-01-01,17.3
168,여수,2021-02-01,36.7
168,여수,2021-03-01,106.0
168,여수,2021-04-01,95.3
168,여수,2021-05-01,134.9
168,여수,2021-06-01,130.2
168,여수,2021-07-01,445.3
168,여수,2021-08-01,369.7
168,여수,2021-09-01,144.7
168,여수,2021-10-01,45.4
168,여수,2021-11-01,43.0
168,여수,2021-12-01,2.7
252,영광군,2021-01-01,34.4
252,영광군,2021-02-01,29.4
252,영광군,2021-03-01,97.0
252,영광군,2021-04-01,38.8
252,영광군,2021-05-01,91.1
252,영광군,2021-06-01,153.4
252,영광군,2021-07-01,195.4
252,영광군,2021-08-01,275.2
252,영광군,2021-09-01,116.4
252,영광군,2021-10-01,50.7
252,영광군,2021-11-01,108.6
252,영광군,2021-12-01,12.2
277,영덕,2021-01-01,8.1
277,영덕,2021-02-01,8.4
277,영덕,2021-03-01,73.9
277,영덕,2021-04-01,68.6
277,영덕,2021-05-01,130.7
277,영덕,2021-06-01,58.6
277,영덕,2021-07-01,139.2
277,영덕,2021-08-01,456.7
277,영덕,2021-09-01,159.5
277,영덕,2021-10-01,148.1
277,영덕,2021-11-01,35.2
277,영덕,2021-12-01,0.0
121,영월,2021-01-01,13.1
121,영월,2021-02-01,9.4
121,영월,2021-03-01,93.8
121,영월,2021-04-01,95.8
121,영월,2021-05-01,154.3
121,영월,2021-06-01,141.0
121,영월,2021-07-01,180.2
121,영월,2021-08-01,192.6
121,영월,2021-09-01,136.9
121,영월,2021-10-01,44.8
121,영월,2021-11-01,40.8
121,영월,2021-12-01,3.7
272,영주,2021-01-01,11.4
272,영주,2021-02-01,8.2
272,영주,2021-03-01,144.2
272,영주,2021-04-01,118.8
272,영주,2021-05-01,153.3
272,영주,2021-06-01,74.2
272,영주,2021-07-01,272.6
272,영주,2021-08-01,270.3
272,영주,2021-09-01,199.9
272,영주,2021-10-01,43.5
272,영주,2021-11-01,47.7
272,영주,2021-12-01,2.4
281,영천,2021-01-01,11.9
281,영천,2021-02-01,15.5
281,영천,2021-03-01,99.7
281,영천,2021-04-01,66.5
281,영천,2021-05-01,93.7
281,영천,2021-06-01,28.7
281,영천,2021-07-01,271.4
281,영천,2021-08-01,272.0
281,영천,2021-09-01,120.4
281,영천,2021-10-01,63.7
281,영천,2021-11-01,50.6
281,영천,2021-12-01,0.1
170,완도,2021-01-01,39.7
170,완도,2021-02-01,46.5
170,완도,2021-03-01,179.7
170,완도,2021-04-01,86.8
170,완도,2021-05-01,139.9
170,완도,2021-06-01,143.0
170,완도,2021-07-01,425.1
170,완도,2021-08-01,368.9
170,완도,2021-09-01,115.1
170,완도,2021-10-01,6.2
170,완도,2021-11-01,53.0
170,완도,2021-12-01,3.3
115,울릉도,2021-01-01,105.9
115,울릉도,2021-02-01,74.6
115,울릉도,2021-03-01,59.3
115,울릉도,2021-04-01,143.9
115,울릉도,2021-05-01,92.2
115,울릉도,2021-06-01,82.3
115,울릉도,2021-07-01,89.0
115,울릉도,2021-08-01,312.2
115,울릉도,2021-09-01,179.2
115,울릉도,2021-10-01,191.8
115,울릉도,2021-11-01,38.3
115,울릉도,2021-12-01,164.3
152,울산,2021-01-01,20.6
152,울산,2021-02-01,28.8
152,울산,2021-03-01,138.9
152,울산,2021-04-01,73.9
152,울산,2021-05-01,120.4
152,울산,2021-06-01,93.8
152,울산,2021-07-01,189.3
152,울산,2021-08-01,443.9
152,울산,2021-09-01,125.2
152,울산,2021-10-01,49.0
152,울산,2021-11-01,49.7
152,울산,2021-12-01,3.5
130,울진,2021-01-01,7.2
130,울진,2021-02-01,3.1
130,울진,2021-03-01,106.6
130,울진,2021-04-01,76.2
130,울진,2021-05-01,137.2
130,울진,2021-06-01,49.5
130,울진,2021-07-01,120.2
130,울진,2021-08-01,291.3
130,울진,2021-09-01,142.7
130,울진,2021-10-01,201.2
130,울진,2021-11-01,18.1
130,울진,2021-12-01,5.6
114,원주,2021-01-01,8.4
114,원주,2021-02-01,4.2
114,원주,2021-03-01,73.2
114,원주,2021-04-01,88.9
114,원주,2021-05-01,142.7
114,원주,2021-06-01,133.0
114,원주,2021-07-01,199.8
114,원주,2021-08-01,172.9
114,원주,2021-09-01,183.5
114,원주,2021-10-01,45.6
114,원주,2021-11-01,55.9
114,원주,2021-12-01,4.9
263,의령군,2021-01-01,14.7
263,의령군,2021-02-01,25.1
263,의령군,2021-03-01,132.2
263,의령군,2021-04-01,64.0
263,의령군,2021-05-01,102.7
263,의령군,2021-06-01,73.0
263,의령군,2021-07-01,389.9
263,의령군,2021-08-01,207.1
263,의령군,2021-09-01,94.3
263,의령군,2021-10-01,57.3
263,의령군,2021-11-01,43.2
263,의령군,2021-12-01,2.0
278,의성,2021-01-01,8.6
278,의성,2021-02-01,14.6
278,의성,2021-03-01,100.4
278,의성,2021-04-01,72.4
278,의성,2021-05-01,121.2
278,의성,2021-06-01,62.6
278,의성,2021-07-01,134.5
278,의성,2021-08-01,220.9
278,의성,2021-09-01,125.9
278,의성,2021-10-01,54.2
278,의성,2021-11-01,46.3
278,의성,2021-12-01,0.1
203,이천,2021-01-01,15.6
203,이천,2021-02-01,10.6
203,이천,2021-03-01,102.3
203,이천,2021-04-01,94.3
203,이천,2021-05-01,164.8
203,이천,2021-06-01,51.7
203,이천,2021-07-01,134.7
203,이천,2021-08-01,168.5
203,이천,2021-09-01,222.1
203,이천,2021-10-01,40.9
203,이천,2021-11-01,64.9
203,이천,2021-12-01,6.2
211,인제,2021-01-01,11.0
211,인제,2021-02-01,4.6
211,인제,2021-03-01,87.8
211,인제,2021-04-01,101.6
211,인제,2021-05-01,172.0
211,인제,2021-06-01,62.1
211,인제,2021-07-01,118.9
211,인제,2021-08-01,154.1
211,인제,2021-09-01,84.0
211,인제,2021-10-01,66.4
211,인제,2021-11-01,54.7
211,인제,2021-12-01,5.8
112,인천,2021-01-01,20.8
112,인천,2021-02-01,6.6
112,인천,2021-03-01,93.4
112,인천,2021-04-01,116.9
112,인천,2021-05-01,191.5
112,인천,2021-06-01,45.4
112,인천,2021-07-01,84.2
112,인천,2021-08-01,269.0
112,인천,2021-09-01,125.8
112,인천,2021-10-01,31.6
112,인천,2021-11-01,79.0
112,인천,2021-12-01,7.6
244,임실,2021-01-01,40.6
244,임실,2021-02-01,29.5
244,임실,2021-03-01,105.5
244,임실,2021-04-01,43.3
244,임실,2021-05-01,89.5
244,임실,2021-06-01,113.3
244,임실,2021-07-01,223.2
244,임실,2021-08-01,370.9
244,임실,2021-09-01,90.8
244,임실,2021-10-01,41.3
244,임실,2021-11-01,101.8
244,임실,2021-12-01,9.5
248,장수,2021-01-01,36.0
248,장수,2021-02-01,38.1
248,장수,2021-03-01,109.3
248,장수,2021-04-01,50.8
248,장수,2021-05-01,117.9
248,장수,2021-06-01,150.0
248,장수,2021-07-01,203.6
248,장수,2021-08-01,380.7
248,장수,2021-09-01,111.8
248,장수,2021-10-01,49.8
248,장수,2021-11-01,92.2
248,장수,2021-12-01,5.0
260,장흥,2021-01-01,32.2
260,장흥,2021-02-01,34.5
260,장흥,2021-03-01,160.0
260,장흥,2021-04-01,53.8
260,장흥,2021-05-01,122.8
260,장흥,2021-06-01,110.1
260,장흥,2021-07-01,452.5
260,장흥,2021-08-01,330.7
260,장흥,2021-09-01,96.3
260,장흥,2021-10-01,35.4
260,장흥,2021-11-01,43.5
260,장흥,2021-12-01,3.7
146,전주,2021-01-01,28.7
146,전주,2021-02-01,13.7
146,전주,2021-03-01,95.7
146,전주,2021-04-01,34.9
146,전주,2021-05-01,182.2
146,전주,2021-06-01,145.3
146,전주,2021-07-01,255.1
146,전주,2021-08-01,454.8
146,전주,2021-09-01,162.1
146,전주,2021-10-01,37.0
