지점,지점명,일시,합계 일사량(MJ/m2)
105,강릉,2021-01-01,296.0
105,강릉,2021-02-01,366.7
105,강릉,2021-03-01,462.0
105,강릉,2021-04-01,571.2
105,강릉,2021-05-01,580.5
105,강릉,2021-06-01,552.8
105,강릉,2021-07-01,661.1
105,강릉,2021-08-01,367.4
105,강릉,2021-09-01,405.0
105,강릉,2021-10-01,328.6
105,강릉,2021-11-01,303.6
105,강릉,2021-12-01,286.0
259,강진군,2021-01-01,265.3
259,강진군,2021-02-01,321.0
259,강진군,2021-03-01,505.9
259,강진군,2021-04-01,605.2
259,강진군,2021-05-01,609.3
259,강진군,2021-06-01,629.6
259,강진군,2021-07-01,572.2
259,강진군,2021-08-01,524.0
259,강진군,2021-09-01,380.6
259,강진군,2021-10-01,448.2
259,강진군,2021-11-01,302.6
259,강진군,2021-12-01,272.3
201,강화,2021-01-01,
201,강화,2021-02-01,
201,강화,2021-03-01,
201,강화,2021-04-01,
201,강화,2021-05-01,
201,강화,2021-06-01,
201,강화,2021-07-01,
201,강화,2021-08-01,
201,강화,2021-09-01,
201,강화,2021-10-01,
201,강화,2021-11-01,
201,강화,2021-12-01,
294,거제,2021-01-01,
294,거제,2021-02-01,
294,거제,2021-03-01,
294,거제,2021-04-01,
294,거제,2021-05-01,
294,거제,2021-06-01,
294,거제,2021-07-01,
294,거제,2021-08-01,
294,거제,2021-09-01,
294,거제,2021-10-01,
294,거제,2021-11-01,
294,거제,2021-12-01,
284,거창,2021-01-01,
284,거창,2021-02-01,
284,거창,2021-03-01,
284,거창,2021-04-01,
284,거창,2021-05-01,
284,거창,2021-06-01,
284,거창,2021-07-01,
284,거창,2021-08-01,
284,거창,2021-09-01,
284,거창,2021-10-01,
284,거창,2021-11-01,
284,거창,2021-12-01,
283,경주시,2021-01-01,315.0
283,경주시,2021-02-01,376.5
283,경주시,2021-03-01,472.0
283,경주시,2021-04-01,593.4
283,경주시,2021-05-01,598.6
283,경주시,2021-06-01,543.7
283,경주시,2021-07-01,568.0
283,경주시,2021-08-01,435.5
283,경주시,2021-09-01,355.9
283,경주시,2021-10-01,384.4
283,경주시,2021-11-01,319.6
283,경주시,2021-12-01,312.3
185,고산,2021-01-01,220.5
185,고산,2021-02-01,308.7
185,고산,2021-03-01,450.1
185,고산,2021-04-01,549.0
185,고산,2021-05-01,583.0
185,고산,2021-06-01,569.4
185,고산,2021-07-01,473.8
185,고산,2021-08-01,463.6
185,고산,2021-09-01,381.4
185,고산,2021-10-01,419.4
185,고산,2021-11-01,284.9
185,고산,2021-12-01,211.7
172,고창,2021-01-01,277.6
172,고창,2021-02-01,328.0
172,고창,2021-03-01,500.6
172,고창,2021-04-01,606.8
172,고창,2021-05-01,616.7
172,고창,2021-06-01,631.7
172,고창,2021-07-01,621.8
172,고창,2021-08-01,497.4
172,고창,2021-09-01,426.8
172,고창,2021-10-01,434.8
172,고창,2021-11-01,287.5
172,고창,2021-12-01,251.4
251,고창군,2021-01-01,270.0
