지점,지점명,일시,평균기온(°C)
90,속초,2024-01,0.6
90,속초,2024-02,1.9
90,속초,2024-03,5.7
90,속초,2024-04,13.9
90,속초,2024-05,17.8
90,속초,2024-06,22.3
90,속초,2024-07,26.8
90,속초,2024-08,27.6
90,속초,2024-09,22.1
90,속초,2024-10,16.1
90,속초,2024-11,10.8
90,속초,2024-12,3.1
93,북춘천,2024-01,-2.8
93,북춘천,2024-02,1.8
93,북춘천,2024-03,4.9
93,북춘천,2024-04,14.7
93,북춘천,2024-05,17.2
93,북춘천,2024-06,23.3
93,북춘천,2024-07,25.9
93,북춘천,2024-08,28.0
93,북춘천,2024-09,23.2
93,북춘천,2024-10,14.0
93,북춘천,2024-11,7.1
93,북춘천,2024-12,-2.4
95,철원,2024-01,-3.3
95,철원,2024-02,1.2
95,철원,2024-03,4.4
95,철원,2024-04,14.2
95,철원,2024-05,16.6
95,철원,2024-06,22.7
95,철원,2024-07,25.3
95,철원,2024-08,27.2
95,철원,2024-09,22.6
95,철원,2024-10,13.5
95,철원,2024-11,6.5
95,철원,2024-12,-3.1
98,동두천,2024-01,-2.1
98,동두천,2024-02,2.4
98,동두천,2024-03,5.7
98,동두천,2024-04,15.2
98,동두천,2024-05,17.2
98,동두천,2024-06,23.0
98,동두천,2024-07,25.6
98,동두천,2024-08,27.6
98,동두천,2024-09,23.4
98,동두천,2024-10,14.4
98,동두천,2024-11,7.9
98,동두천,2024-12,-1.4
99,파주,2024-01,-2.9
99,파주,2024-02,1.6
99,파주,2024-03,4.7
99,파주,2024-04,14.0
99,파주,2024-05,16.3
99,파주,2024-06,22.2
99,파주,2024-07,25.3
99,파주,2024-08,27.4
99,파주,2024-09,23.0
99,파주,2024-10,13.8
99,파주,2024-11,7.0
99,파주,2024-12,-2.7
100,대관령,2024-01,-5.7
100,대관령,2024-02,-2.9
100,대관령,2024-03,0.4
100,대관령,2024-04,9.6
100,대관령,2024-05,13.2
100,대관령,2024-06,18.6
100,대관령,2024-07,22.0
100,대관령,2024-08,22.8
100,대관령,2024-09,18.5
100,대관령,2024-10,10.2
100,대관령,2024-11,4.1
100,대관령,2024-12,-4.3
101,춘천,2024-01,-2.1
101,춘천,2024-02,2.1
101,춘천,2024-03,5.5
101,춘천,2024-04,15.0
101,춘천,2024-05,17.4
101,춘천,2024-06,23.5
101,춘천,2024-07,25.8
101,춘천,2024-08,28.0
101,춘천,2024-09,23.3
101,춘천,2024-10,14.5
101,춘천,2024-11,7.6
101,춘천,2024-12,-1.6
102,백령도,2024-01,0.7
102,백령도,2024-02,2.4
102,백령도,2024-03,5.6
102,백령도,2024-04,11.6
102,백령도,2024-05,14.9
102,백령도,2024-06,20.4
102,백령도,2024-07,23.4
102,백령도,2024-08,26.3
102,백령도,2024-09,23.0
102,백령도,2024-10,16.3
102,백령도,2024-11,10.7
102,백령도,2024-12,3.2
104,북강릉,2024-01,1.4
104,북강릉,2024-02,3.0
104,북강릉,2024-03,6.3
104,북강릉,2024-04,14.5
104,북강릉,2024-05,18.3
104,북강릉,2024-06,22.3
104,북강릉,2024-07,26.5
104,북강릉,2024-08,26.9
104,북강릉,2024-09,21.9
104,북강릉,2024-10,15.7
104,북강릉,2024-11,10.7
104,북강릉,2024-12,3.0
105,강릉,2024-01,2.2
105,강릉,2024-02,3.6
105,강릉,2024-03,7.0
105,강릉,2024-04,15.8
105,강릉,2024-05,19.5
105,강릉,2024-06,24.3
105,강릉,2024-07,27.9
105,강릉,2024-08,28.7
105,강릉,2024-09,23.1
105,강릉,2024-10,16.7
105,강릉,2024-11,11.5
105,강릉,2024-12,3.8
106,동해,2024-01,2.8
106,동해,2024-02,4.0
106,동해,2024-03,7.2
106,동해,2024-04,14.3
106,동해,2024-05,17.9
106,동해,2024-06,22.1
106,동해,2024-07,26.6
106,동해,2024-08,27.5
106,동해,2024-09,22.9
106,동해,2024-10,16.2
106,동해,2024-11,11.2
106,동해,2024-12,3.9
108,서울,2024-01,-0.5
108,서울,2024-02,3.8
108,서울,2024-03,7.0
108,서울,2024-04,16.3
108,서울,2024-05,18.5
108,서울,2024-06,24.6
108,서울,2024-07,26.6
108,서울,2024-08,29.3
108,서울,2024-09,25.5
108,서울,2024-10,16.7
108,서울,2024-11,9.7
108,서울,2024-12,0.8
112,인천,2024-01,-0.6
112,인천,2024-02,3.3
112,인천,2024-03,6.3
112,인천,2024-04,14.6
112,인천,2024-05,16.9
112,인천,2024-06,22.7
112,인천,2024-07,25.7
112,인천,2024-08,28.8
112,인천,2024-09,25.4
112,인천,2024-10,17.0
112,인천,2024-11,9.9
112,인천,2024-12,0.9
114,원주,2024-01,-0.2
114,원주,2024-02,4.1
114,원주,2024-03,7.1
114,원주,2024-04,16.4
114,원주,2024-05,18.6
114,원주,2024-06,23.9
114,원주,2024-07,26.6
114,원주,2024-08,28.3
114,원주,2024-09,24.5
114,원주,2024-10,15.7
114,원주,2024-11,9.1
114,원주,2024-12,0.3
115,울릉도,2024-01,3.3
115,울릉도,2024-02,4.1
115,울릉도,2024-03,6.7
115,울릉도,2024-04,13.8
115,울릉도,2024-05,16.5
115,울릉도,2024-06,21.7
115,울릉도,2024-07,25.5
115,울릉도,2024-08,27.1
115,울릉도,2024-09,23.8
115,울릉도,2024-10,17.7
115,울릉도,2024-11,11.6
115,울릉도,2024-12,4.8
119,수원,2024-01,-0.6
119,수원,2024-02,3.4
119,수원,2024-03,6.5
119,수원,2024-04,15.0
119,수원,2024-05,17.2
119,수원,2024-06,22.9
119,수원,2024-07,26.1
119,수원,2024-08,28.4
119,수원,2024-09,25.1
119,수원,2024-10,16.1
119,수원,2024-11,9.0
119,수원,2024-12,0.2
121,영월,2024-01,-0.6
121,영월,2024-02,3.0
121,영월,2024-03,6.3
121,영월,2024-04,15.0
121,영월,2024-05,17.0
121,영월,2024-06,22.2
121,영월,2024-07,25.0
121,영월,2024-08,26.8
121,영월,2024-09,23.1
121,영월,2024-10,14.6
121,영월,2024-11,8.3
121,영월,2024-12,-0.5
127,충주,2024-01,-1.2
127,충주,2024-02,3.1
127,충주,2024-03,6.1
127,충주,2024-04,15.5
127,충주,2024-05,17.7
127,충주,2024-06,23.0
127,충주,2024-07,26.5
127,충주,2024-08,28.0
127,충주,2024-09,24.5
127,충주,2024-10,15.1
127,충주,2024-11,8.0
127,충주,2024-12,-0.9
129,서산,2024-01,0.0
129,서산,2024-02,3.1
129,서산,2024-03,6.0
129,서산,2024-04,14.4
129,서산,2024-05,16.8
129,서산,2024-06,22.7
129,서산,2024-07,26.0
129,서산,2024-08,28.2
129,서산,2024-09,25.1
129,서산,2024-10,16.1
129,서산,2024-11,9.4
129,서산,2024-12,1.5
130,울진,2024-01,2.4
130,울진,2024-02,4.3
130,울진,2024-03,6.9
130,울진,2024-04,13.9
130,울진,2024-05,17.0
130,울진,2024-06,21.2
130,울진,2024-07,25.7
130,울진,2024-08,27.1
130,울진,2024-09,23.4
130,울진,2024-10,16.6
130,울진,2024-11,11.1
130,울진,2024-12,3.9
131,청주,2024-01,0.6
131,청주,2024-02,4.6
131,청주,2024-03,7.9
131,청주,2024-04,17.0
131,청주,2024-05,19.4
131,청주,2024-06,24.9
131,청주,2024-07,27.6
