지점,지점명,일시,일조율(%)
90,속초,2024-01,66.64
90,속초,2024-02,35.1
90,속초,2024-03,57.32
90,속초,2024-04,52.74
90,속초,2024-05,59.13
90,속초,2024-06,63.08
90,속초,2024-07,33.41
90,속초,2024-08,54.29
90,속초,2024-09,30.63
90,속초,2024-10,37.98
90,속초,2024-11,55.68
90,속초,2024-12,75.03
93,북춘천,2024-01,62.06
93,북춘천,2024-02,45.56
93,북춘천,2024-03,59.04
93,북춘천,2024-04,59.42
93,북춘천,2024-05,59.04
93,북춘천,2024-06,67.65
93,북춘천,2024-07,33.18
93,북춘천,2024-08,61.1
93,북춘천,2024-09,51.48
93,북춘천,2024-10,47.67
93,북춘천,2024-11,66.15
93,북춘천,2024-12,70.46
95,철원,2024-01,56.22
95,철원,2024-02,46.69
95,철원,2024-03,59.52
95,철원,2024-04,60.71
95,철원,2024-05,60.93
95,철원,2024-06,67.46
95,철원,2024-07,31.39
95,철원,2024-08,57.83
95,철원,2024-09,51.72
95,철원,2024-10,48.11
95,철원,2024-11,59.87
95,철원,2024-12,68.17
98,동두천,2024-01,53.99
98,동두천,2024-02,41.53
98,동두천,2024-03,56.29
98,동두천,2024-04,55.93
98,동두천,2024-05,53.74
98,동두천,2024-06,61.3
98,동두천,2024-07,21.93
98,동두천,2024-08,47.73
98,동두천,2024-09,43.77
98,동두천,2024-10,45.39
98,동두천,2024-11,55.03
98,동두천,2024-12,65.02
99,파주,2024-01,57.2
99,파주,2024-02,41.55
99,파주,2024-03,56.74
99,파주,2024-04,54.38
99,파주,2024-05,54.61
99,파주,2024-06,63.26
99,파주,2024-07,22.95
99,파주,2024-08,56.1
99,파주,2024-09,47.07
99,파주,2024-10,46.26
99,파주,2024-11,59.65
99,파주,2024-12,68.08
100,대관령,2024-01,53.14
100,대관령,2024-02,
100,대관령,2024-03,57.27
100,대관령,2024-04,54.07
100,대관령,2024-05,60.05
100,대관령,2024-06,65.42
100,대관령,2024-07,33.08
100,대관령,2024-08,55.43
100,대관령,2024-09,39.53
100,대관령,2024-10,41.98
100,대관령,2024-11,54.53
100,대관령,2024-12,73.57
101,춘천,2024-01,51.31
101,춘천,2024-02,36.02
101,춘천,2024-03,48.65
101,춘천,2024-04,50.04
101,춘천,2024-05,56.52
101,춘천,2024-06,64.12
101,춘천,2024-07,25.41
101,춘천,2024-08,53.95
101,춘천,2024-09,42.46
101,춘천,2024-10,38.9
101,춘천,2024-11,56.06
101,춘천,2024-12,60.45
102,백령도,2024-01,45.49
102,백령도,2024-02,46.57
102,백령도,2024-03,61.87
102,백령도,2024-04,57.5
102,백령도,2024-05,54.87
102,백령도,2024-06,62.91
102,백령도,2024-07,22.84
102,백령도,2024-08,54.95
102,백령도,2024-09,51.85
102,백령도,2024-10,61.07
102,백령도,2024-11,56.8
102,백령도,2024-12,44.06
104,북강릉,2024-01,67.27
104,북강릉,2024-02,32.97
104,북강릉,2024-03,56.11
104,북강릉,2024-04,54.87
104,북강릉,2024-05,62.15
104,북강릉,2024-06,64.88
104,북강릉,2024-07,36.12
104,북강릉,2024-08,57.98
104,북강릉,2024-09,33.74
104,북강릉,2024-10,41.45
104,북강릉,2024-11,56.37
104,북강릉,2024-12,74.46
105,강릉,2024-01,65.47
105,강릉,2024-02,30.51
105,강릉,2024-03,54.98
105,강릉,2024-04,53.64
105,강릉,2024-05,58.73
105,강릉,2024-06,61.76
105,강릉,2024-07,33.96
105,강릉,2024-08,55.06
105,강릉,2024-09,30.49
105,강릉,2024-10,40.99
105,강릉,2024-11,51.71
105,강릉,2024-12,73.16
106,동해,2024-01,64.06
106,동해,2024-02,30.22
106,동해,2024-03,52.16
106,동해,2024-04,51.95
106,동해,2024-05,58.08
106,동해,2024-06,62.43
106,동해,2024-07,34.67
106,동해,2024-08,56.79
106,동해,2024-09,33.48
106,동해,2024-10,38.21
106,동해,2024-11,40.53
106,동해,2024-12,70.77
108,서울,2024-01,57.77
108,서울,2024-02,34.85
108,서울,2024-03,54.8
108,서울,2024-04,52.85
108,서울,2024-05,59.46
108,서울,2024-06,64.6
108,서울,2024-07,21.48
108,서울,2024-08,42.56
108,서울,2024-09,44.79
108,서울,2024-10,47.84
108,서울,2024-11,61.96
108,서울,2024-12,69.07
112,인천,2024-01,56.12
112,인천,2024-02,42.72
112,인천,2024-03,59.26
112,인천,2024-04,55.08
112,인천,2024-05,59.67
112,인천,2024-06,69.29
112,인천,2024-07,27.96
112,인천,2024-08,56.62
112,인천,2024-09,49.23
112,인천,2024-10,51.96
112,인천,2024-11,58.83
112,인천,2024-12,65.08
114,원주,2024-01,52.46
114,원주,2024-02,36.7
114,원주,2024-03,51.75
114,원주,2024-04,45.61
114,원주,2024-05,60.73
114,원주,2024-06,63.78
114,원주,2024-07,27.28
114,원주,2024-08,53.68
114,원주,2024-09,46.67
114,원주,2024-10,45.0
114,원주,2024-11,59.3
114,원주,2024-12,68.05
115,울릉도,2024-01,32.16
115,울릉도,2024-02,23.56
115,울릉도,2024-03,47.31
115,울릉도,2024-04,49.95
115,울릉도,2024-05,58.36
115,울릉도,2024-06,56.68
115,울릉도,2024-07,42.78
115,울릉도,2024-08,50.98
115,울릉도,2024-09,38.51
115,울릉도,2024-10,33.61
115,울릉도,2024-11,28.43
115,울릉도,2024-12,33.95
119,수원,2024-01,55.46
119,수원,2024-02,33.25
119,수원,2024-03,57.15
119,수원,2024-04,54.5
119,수원,2024-05,60.6
119,수원,2024-06,66.98
119,수원,2024-07,25.64
119,수원,2024-08,51.58
119,수원,2024-09,49.37
119,수원,2024-10,50.0
119,수원,2024-11,60.95
119,수원,2024-12,65.95
121,영월,2024-01,53.54
121,영월,2024-02,33.66
121,영월,2024-03,54.41
121,영월,2024-04,50.71
121,영월,2024-05,64.15
121,영월,2024-06,60.71
121,영월,2024-07,30.09
121,영월,2024-08,56.97
121,영월,2024-09,47.8
121,영월,2024-10,38.95
121,영월,2024-11,55.1
121,영월,2024-12,68.04
127,충주,2024-01,47.03
127,충주,2024-02,30.87
127,충주,2024-03,52.23
127,충주,2024-04,51.46
127,충주,2024-05,62.58
127,충주,2024-06,57.26
127,충주,2024-07,25.5
127,충주,2024-08,55.54
127,충주,2024-09,47.29
127,충주,2024-10,42.35
127,충주,2024-11,54.11
127,충주,2024-12,56.78
129,서산,2024-01,46.94
129,서산,2024-02,32.24
129,서산,2024-03,57.72
129,서산,2024-04,51.2
129,서산,2024-05,62.04
129,서산,2024-06,64.07
129,서산,2024-07,25.98
129,서산,2024-08,52.56
129,서산,2024-09,46.99
129,서산,2024-10,49.41
