지점,지점명,일시,합계 일조시간(hr)
90,속초,2024-01,203.4
90,속초,2024-02,109.7
90,속초,2024-03,212.9
90,속초,2024-04,195.2
90,속초,2024-05,253.2
90,속초,2024-06,279.7
90,속초,2024-07,150.5
90,속초,2024-08,229.0
90,속초,2024-09,114.2
90,속초,2024-10,131.8
90,속초,2024-11,169.0
90,속초,2024-12,222.3
93,북춘천,2024-01,189.9
93,북춘천,2024-02,142.7
93,북춘천,2024-03,219.4
93,북춘천,2024-04,235.5
93,북춘천,2024-05,260.6
93,북춘천,2024-06,299.6
93,북춘천,2024-07,149.1
93,북춘천,2024-08,257.3
93,북춘천,2024-09,191.8
93,북춘천,2024-10,165.7
93,북춘천,2024-11,201.3
93,북춘천,2024-12,209.7
95,철원,2024-01,171.7
95,철원,2024-02,146.0
95,철원,2024-03,221.1
95,철원,2024-04,240.7
95,철원,2024-05,269.3
95,철원,2024-06,298.9
95,철원,2024-07,141.2
95,철원,2024-08,243.8
95,철원,2024-09,192.8
95,철원,2024-10,167.1
95,철원,2024-11,181.9
95,철원,2024-12,202.2
98,동두천,2024-01,165.2
98,동두천,2024-02,130.0
98,동두천,2024-03,209.1
98,동두천,2024-04,221.6
98,동두천,2024-05,237.3
98,동두천,2024-06,271.5
98,동두천,2024-07,98.5
98,동두천,2024-08,201.1
98,동두천,2024-09,163.1
98,동두천,2024-10,157.7
98,동두천,2024-11,167.5
98,동두천,2024-12,193.5
99,파주,2024-01,175.1
99,파주,2024-02,130.1
99,파주,2024-03,210.8
99,파주,2024-04,215.5
99,파주,2024-05,241.0
99,파주,2024-06,280.2
99,파주,2024-07,103.1
99,파주,2024-08,236.2
99,파주,2024-09,175.4
99,파주,2024-10,160.8
99,파주,2024-11,181.5
99,파주,2024-12,202.8
100,대관령,2024-01,130.4
100,대관령,2024-02,
100,대관령,2024-03,112.6
100,대관령,2024-04,214.0
100,대관령,2024-05,264.7
100,대관령,2024-06,289.4
100,대관령,2024-07,148.4
100,대관령,2024-08,233.3
100,대관령,2024-09,147.3
100,대관령,2024-10,146.0
100,대관령,2024-11,166.2
100,대관령,2024-12,219.6
