지점,지점명,일시,월합강수량(00~24h만)(mm)
90,속초,2024-01,11.6
90,속초,2024-02,125.7
90,속초,2024-03,58.6
90,속초,2024-04,63.4
90,속초,2024-05,63.4
90,속초,2024-06,133.8
90,속초,2024-07,109.3
90,속초,2024-08,46.4
90,속초,2024-09,457.9
90,속초,2024-10,143.2
90,속초,2024-11,17.6
90,속초,2024-12,3.2
93,북춘천,2024-01,8.9
93,북춘천,2024-02,45.0
93,북춘천,2024-03,40.9
93,북춘천,2024-04,27.6
93,북춘천,2024-05,126.9
93,북춘천,2024-06,124.5
93,북춘천,2024-07,411.1
93,북춘천,2024-08,92.7
93,북춘천,2024-09,184.9
93,북춘천,2024-10,68.5
93,북춘천,2024-11,27.7
93,북춘천,2024-12,3.6
95,철원,2024-01,7.2
95,철원,2024-02,48.2
95,철원,2024-03,42.4
95,철원,2024-04,17.9
95,철원,2024-05,156.5
95,철원,2024-06,98.1
95,철원,2024-07,759.5
95,철원,2024-08,232.9
95,철원,2024-09,179.2
95,철원,2024-10,66.7
95,철원,2024-11,29.8
95,철원,2024-12,7.3
98,동두천,2024-01,13.2
98,동두천,2024-02,58.2
98,동두천,2024-03,38.0
98,동두천,2024-04,22.2
98,동두천,2024-05,140.6
98,동두천,2024-06,96.7
98,동두천,2024-07,378.2
98,동두천,2024-08,146.5
98,동두천,2024-09,178.0
98,동두천,2024-10,57.2
98,동두천,2024-11,34.2
98,동두천,2024-12,7.6
99,파주,2024-01,12.1
99,파주,2024-02,71.9
99,파주,2024-03,20.4
99,파주,2024-04,23.3
99,파주,2024-05,130.7
99,파주,2024-06,56.7
99,파주,2024-07,871.0
99,파주,2024-08,92.1
99,파주,2024-09,114.2
99,파주,2024-10,52.4
99,파주,2024-11,22.3
99,파주,2024-12,5.5
100,대관령,2024-01,16.8
100,대관령,2024-02,119.6
100,대관령,2024-03,52.7
100,대관령,2024-04,53.9
100,대관령,2024-05,64.9
100,대관령,2024-06,110.9
100,대관령,2024-07,211.6
100,대관령,2024-08,95.2
100,대관령,2024-09,249.0
100,대관령,2024-10,163.6
100,대관령,2024-11,29.3
100,대관령,2024-12,2.2
101,춘천,2024-01,9.3
101,춘천,2024-02,54.3
101,춘천,2024-03,44.3
101,춘천,2024-04,31.4
101,춘천,2024-05,117.8
101,춘천,2024-06,141.8
101,춘천,2024-07,439.9
101,춘천,2024-08,76.4
101,춘천,2024-09,207.4
101,춘천,2024-10,64.9
101,춘천,2024-11,29.7
101,춘천,2024-12,2.4
102,백령도,2024-01,15.2
102,백령도,2024-02,53.3
102,백령도,2024-03,28.5
102,백령도,2024-04,70.7
102,백령도,2024-05,64.1
102,백령도,2024-06,45.6
